Metabolite,bartlett p.val,Var homogeneity
N-acetylarginine,0.05343865690653002,TRUE
N-acetylaspartate,0.002336142687424031,FALSE
N-acetylaspartylglutamate,2.8100149418983648e-8,FALSE
N-acetylglutamate,0.08811409449973023,TRUE
N-acetylglutamine,0.0751118001363582,TRUE
N-acetylhexosamine phosphate,0.6357695538252921,TRUE
N-acetylhistidine,0.4932891336353263,TRUE
N-acetylmethionine,0.664551412587858,TRUE
N-acetylneuramic acid,0.8459285794024531,TRUE
N-acetylornithine,0.07211596566372504,TRUE
N-acetylserine,0.2006367138953129,TRUE
NAD,0.1700131388245953,TRUE
NADH,0.14095883003555731,TRUE
NADP,0.37539590111479376,TRUE
NADPH,0.9490322536528311,TRUE
N-carbamoylaspartate,0.008009779921060846,FALSE
ophthalmate,0.6993632437780553,TRUE
ornithine,0.6651594904110365,TRUE
orotate,6.739407673430679e-4,FALSE
orotidine,0.6595413478818757,TRUE
pantothenate,0.7615449722447221,TRUE
pentose phosphates,0.8301676464379404,TRUE
phenylalanine,0.07861702764439743,TRUE
phosphocreatine,1.2470191295998719e-8,FALSE
phosphoenolpyruvate,0.3848121232280299,TRUE
phosphoethanolamine,3.1509481015869293e-4,FALSE
phosphorylcholine,0.21032674843467564,TRUE
proline,0.8133872253231933,TRUE
propionylcarnitine,0.1766415623713625,TRUE
pyroglutamic acid,0.0989040637000529,TRUE
pyruvate,0.8571090063354145,TRUE
S-(2-succinyl)cysteine,0.041331594992118185,FALSE
S-adenosylhomocysteine,0.05646229480342874,TRUE
S-adenosylmethionine,0.2345311176768522,TRUE
sedoheptulose 7-phosphate,0.33703006659903556,TRUE
serine,0.014017333654835108,FALSE
S-lactoylglutathione,0.7836794767144966,TRUE
stearoylcarnitine C18,0.03761539969745308,FALSE
succinate,0.04734784872461348,FALSE
succinylglutathione,0.5648519769984486,TRUE
taurine,0.8273983483350479,TRUE
tetradecanoylcarnitine C14,0.03010645760529369,FALSE
tetradecenoylcarnitine C14:1,0.059849382457360156,TRUE
thiamine,0.06551065630440428,TRUE
threonine,9.788733133813758e-5,FALSE
trans-4-hydroxyproline,7.695852246447552e-4,FALSE
trimethyllysine,0.9246376505022078,TRUE
tryptophan,0.010796143143192738,FALSE
tyrosine,0.8796893726552043,TRUE
UDP,0.9032582586045081,TRUE
UDP-GlcNac,0.37043265240092127,TRUE
UDP-hexose,0.017978241692441856,FALSE
UMP,0.04532599397794257,FALSE
uric acid,0.29091349590679766,TRUE
uridine,0.5886289546599425,TRUE
UTP,0.7796288923363728,TRUE
valine,0.3693155879986403,TRUE
Val-Lys,0.2983724089906408,TRUE
xanthine,0.8014317562300153,TRUE
