term,Metabolite,MetaboliteID,Description,pubchem,MetaboliteID_pubchem_from_ambiguity_bygroup,MetaboliteID_pubchem_to_ambiguity_bygroup,MetaboliteID_pubchem_ambiguity_bygroup,MetaboliteID_pubchem_from_ambiguity,MetaboliteID_pubchem_to_ambiguity,MetaboliteID_pubchem_ambiguity
Autophagy - animal - Homo sapiens (human),Phosphatidylethanolamine,C00350,Autophagy - animal - Homo sapiens (human),52924414,1,51,one-to-many,1,51,one-to-many
Autophagy - animal - Homo sapiens (human),Phosphatidylethanolamine,C00350,Autophagy - animal - Homo sapiens (human),52924415,1,51,one-to-many,1,51,one-to-many
Autophagy - animal - Homo sapiens (human),Phosphatidylethanolamine,C00350,Autophagy - animal - Homo sapiens (human),9546752,1,51,one-to-many,1,51,one-to-many
Autophagy - animal - Homo sapiens (human),Phosphatidylethanolamine,C00350,Autophagy - animal - Homo sapiens (human),52924417,1,51,one-to-many,1,51,one-to-many
Autophagy - animal - Homo sapiens (human),Phosphatidylethanolamine,C00350,Autophagy - animal - Homo sapiens (human),52924421,1,51,one-to-many,1,51,one-to-many
Autophagy - animal - Homo sapiens (human),Phosphatidylethanolamine,C00350,Autophagy - animal - Homo sapiens (human),52924624,1,51,one-to-many,1,51,one-to-many
Autophagy - animal - Homo sapiens (human),Phosphatidylethanolamine,C00350,Autophagy - animal - Homo sapiens (human),52924625,1,51,one-to-many,1,51,one-to-many
Autophagy - animal - Homo sapiens (human),Phosphatidylethanolamine,C00350,Autophagy - animal - Homo sapiens (human),52924627,1,51,one-to-many,1,51,one-to-many
Autophagy - animal - Homo sapiens (human),Phosphatidylethanolamine,C00350,Autophagy - animal - Homo sapiens (human),53479779,1,51,one-to-many,1,51,one-to-many
Autophagy - animal - Homo sapiens (human),Phosphatidylethanolamine,C00350,Autophagy - animal - Homo sapiens (human),53479780,1,51,one-to-many,1,51,one-to-many
Autophagy - animal - Homo sapiens (human),Phosphatidylethanolamine,C00350,Autophagy - animal - Homo sapiens (human),52924633,1,51,one-to-many,1,51,one-to-many
Autophagy - animal - Homo sapiens (human),Phosphatidylethanolamine,C00350,Autophagy - animal - Homo sapiens (human),53479781,1,51,one-to-many,1,51,one-to-many
Autophagy - animal - Homo sapiens (human),Phosphatidylethanolamine,C00350,Autophagy - animal - Homo sapiens (human),53479782,1,51,one-to-many,1,51,one-to-many
Autophagy - animal - Homo sapiens (human),Phosphatidylethanolamine,C00350,Autophagy - animal - Homo sapiens (human),53479783,1,51,one-to-many,1,51,one-to-many
Autophagy - animal - Homo sapiens (human),Phosphatidylethanolamine,C00350,Autophagy - animal - Homo sapiens (human),52924779,1,51,one-to-many,1,51,one-to-many
Autophagy - animal - Homo sapiens (human),Phosphatidylethanolamine,C00350,Autophagy - animal - Homo sapiens (human),52924783,1,51,one-to-many,1,51,one-to-many
Autophagy - animal - Homo sapiens (human),Phosphatidylethanolamine,C00350,Autophagy - animal - Homo sapiens (human),53479885,1,51,one-to-many,1,51,one-to-many
Autophagy - animal - Homo sapiens (human),Phosphatidylethanolamine,C00350,Autophagy - animal - Homo sapiens (human),52924786,1,51,one-to-many,1,51,one-to-many
Autophagy - animal - Homo sapiens (human),Phosphatidylethanolamine,C00350,Autophagy - animal - Homo sapiens (human),52924787,1,51,one-to-many,1,51,one-to-many
Autophagy - animal - Homo sapiens (human),Phosphatidylethanolamine,C00350,Autophagy - animal - Homo sapiens (human),52924788,1,51,one-to-many,1,51,one-to-many
Autophagy - animal - Homo sapiens (human),Phosphatidylethanolamine,C00350,Autophagy - animal - Homo sapiens (human),52924792,1,51,one-to-many,1,51,one-to-many
Autophagy - animal - Homo sapiens (human),Phosphatidylethanolamine,C00350,Autophagy - animal - Homo sapiens (human),52924793,1,51,one-to-many,1,51,one-to-many
Autophagy - animal - Homo sapiens (human),Phosphatidylethanolamine,C00350,Autophagy - animal - Homo sapiens (human),53479886,1,51,one-to-many,1,51,one-to-many
Autophagy - animal - Homo sapiens (human),Phosphatidylethanolamine,C00350,Autophagy - animal - Homo sapiens (human),53479889,1,51,one-to-many,1,51,one-to-many
Autophagy - animal - Homo sapiens (human),Phosphatidylethanolamine,C00350,Autophagy - animal - Homo sapiens (human),53480047,1,51,one-to-many,1,51,one-to-many
Autophagy - animal - Homo sapiens (human),Phosphatidylethanolamine,C00350,Autophagy - animal - Homo sapiens (human),53480048,1,51,one-to-many,1,51,one-to-many
Autophagy - animal - Homo sapiens (human),Phosphatidylethanolamine,C00350,Autophagy - animal - Homo sapiens (human),53480049,1,51,one-to-many,1,51,one-to-many
Autophagy - animal - Homo sapiens (human),1-Phosphatidyl-D-myo-inositol,C01194,Autophagy - animal - Homo sapiens (human),NA,1,0,one-to-none,1,0,one-to-none
Autophagy - animal - Homo sapiens (human),1-Phosphatidyl-1D-myo-inositol 3-phosphate,C04549,Autophagy - animal - Homo sapiens (human),NA,1,0,one-to-none,1,0,one-to-none
Autophagy - animal - Homo sapiens (human),"Phosphatidylinositol-3,4,5-trisphosphate",C05981,Autophagy - animal - Homo sapiens (human),NA,1,0,one-to-none,1,0,one-to-none
Autophagy - other - Homo sapiens (human),Phosphatidylethanolamine,C00350,Autophagy - other - Homo sapiens (human),9547058,1,51,one-to-many,1,51,one-to-many
Autophagy - other - Homo sapiens (human),Phosphatidylethanolamine,C00350,Autophagy - other - Homo sapiens (human),5283497,1,51,one-to-many,1,51,one-to-many
Autophagy - other - Homo sapiens (human),Phosphatidylethanolamine,C00350,Autophagy - other - Homo sapiens (human),52924122,1,51,one-to-many,1,51,one-to-many
Autophagy - other - Homo sapiens (human),Phosphatidylethanolamine,C00350,Autophagy - other - Homo sapiens (human),53479554,1,51,one-to-many,1,51,one-to-many
Autophagy - other - Homo sapiens (human),Phosphatidylethanolamine,C00350,Autophagy - other - Homo sapiens (human),52924125,1,51,one-to-many,1,51,one-to-many
Autophagy - other - Homo sapiens (human),Phosphatidylethanolamine,C00350,Autophagy - other - Homo sapiens (human),52924126,1,51,one-to-many,1,51,one-to-many
Autophagy - other - Homo sapiens (human),Phosphatidylethanolamine,C00350,Autophagy - other - Homo sapiens (human),53479555,1,51,one-to-many,1,51,one-to-many
Autophagy - other - Homo sapiens (human),Phosphatidylethanolamine,C00350,Autophagy - other - Homo sapiens (human),53479556,1,51,one-to-many,1,51,one-to-many
Autophagy - other - Homo sapiens (human),Phosphatidylethanolamine,C00350,Autophagy - other - Homo sapiens (human),52924936,1,51,one-to-many,1,51,one-to-many
Autophagy - other - Homo sapiens (human),Phosphatidylethanolamine,C00350,Autophagy - other - Homo sapiens (human),53479557,1,51,one-to-many,1,51,one-to-many
Autophagy - other - Homo sapiens (human),Phosphatidylethanolamine,C00350,Autophagy - other - Homo sapiens (human),53479558,1,51,one-to-many,1,51,one-to-many
Autophagy - other - Homo sapiens (human),Phosphatidylethanolamine,C00350,Autophagy - other - Homo sapiens (human),53479599,1,51,one-to-many,1,51,one-to-many
Autophagy - other - Homo sapiens (human),Phosphatidylethanolamine,C00350,Autophagy - other - Homo sapiens (human),53479600,1,51,one-to-many,1,51,one-to-many
Autophagy - other - Homo sapiens (human),Phosphatidylethanolamine,C00350,Autophagy - other - Homo sapiens (human),52924241,1,51,one-to-many,1,51,one-to-many
Autophagy - other - Homo sapiens (human),Phosphatidylethanolamine,C00350,Autophagy - other - Homo sapiens (human),53479602,1,51,one-to-many,1,51,one-to-many
Autophagy - other - Homo sapiens (human),Phosphatidylethanolamine,C00350,Autophagy - other - Homo sapiens (human),53479603,1,51,one-to-many,1,51,one-to-many
Autophagy - other - Homo sapiens (human),Phosphatidylethanolamine,C00350,Autophagy - other - Homo sapiens (human),53479604,1,51,one-to-many,1,51,one-to-many
Autophagy - other - Homo sapiens (human),Phosphatidylethanolamine,C00350,Autophagy - other - Homo sapiens (human),53479606,1,51,one-to-many,1,51,one-to-many
Autophagy - other - Homo sapiens (human),Phosphatidylethanolamine,C00350,Autophagy - other - Homo sapiens (human),53479607,1,51,one-to-many,1,51,one-to-many
Autophagy - other - Homo sapiens (human),Phosphatidylethanolamine,C00350,Autophagy - other - Homo sapiens (human),53479608,1,51,one-to-many,1,51,one-to-many
Autophagy - other - Homo sapiens (human),Phosphatidylethanolamine,C00350,Autophagy - other - Homo sapiens (human),52924409,1,51,one-to-many,1,51,one-to-many
Autophagy - other - Homo sapiens (human),Phosphatidylethanolamine,C00350,Autophagy - other - Homo sapiens (human),53479682,1,51,one-to-many,1,51,one-to-many
Autophagy - other - Homo sapiens (human),Phosphatidylethanolamine,C00350,Autophagy - other - Homo sapiens (human),53479684,1,51,one-to-many,1,51,one-to-many
Autophagy - other - Homo sapiens (human),Phosphatidylethanolamine,C00350,Autophagy - other - Homo sapiens (human),52924413,1,51,one-to-many,1,51,one-to-many
Autophagy - other - Homo sapiens (human),Phosphatidylethanolamine,C00350,Autophagy - other - Homo sapiens (human),52924414,1,51,one-to-many,1,51,one-to-many
Autophagy - other - Homo sapiens (human),Phosphatidylethanolamine,C00350,Autophagy - other - Homo sapiens (human),52924415,1,51,one-to-many,1,51,one-to-many
Autophagy - other - Homo sapiens (human),Phosphatidylethanolamine,C00350,Autophagy - other - Homo sapiens (human),9546752,1,51,one-to-many,1,51,one-to-many
Autophagy - other - Homo sapiens (human),Phosphatidylethanolamine,C00350,Autophagy - other - Homo sapiens (human),52924417,1,51,one-to-many,1,51,one-to-many
Autophagy - other - Homo sapiens (human),Phosphatidylethanolamine,C00350,Autophagy - other - Homo sapiens (human),52924421,1,51,one-to-many,1,51,one-to-many
Autophagy - other - Homo sapiens (human),Phosphatidylethanolamine,C00350,Autophagy - other - Homo sapiens (human),52924624,1,51,one-to-many,1,51,one-to-many
Autophagy - other - Homo sapiens (human),Phosphatidylethanolamine,C00350,Autophagy - other - Homo sapiens (human),52924625,1,51,one-to-many,1,51,one-to-many
Autophagy - other - Homo sapiens (human),Phosphatidylethanolamine,C00350,Autophagy - other - Homo sapiens (human),52924627,1,51,one-to-many,1,51,one-to-many
Autophagy - other - Homo sapiens (human),Phosphatidylethanolamine,C00350,Autophagy - other - Homo sapiens (human),53479779,1,51,one-to-many,1,51,one-to-many
Autophagy - other - Homo sapiens (human),Phosphatidylethanolamine,C00350,Autophagy - other - Homo sapiens (human),53479780,1,51,one-to-many,1,51,one-to-many
Autophagy - other - Homo sapiens (human),Phosphatidylethanolamine,C00350,Autophagy - other - Homo sapiens (human),52924633,1,51,one-to-many,1,51,one-to-many
Autophagy - other - Homo sapiens (human),Phosphatidylethanolamine,C00350,Autophagy - other - Homo sapiens (human),53479781,1,51,one-to-many,1,51,one-to-many
Autophagy - other - Homo sapiens (human),Phosphatidylethanolamine,C00350,Autophagy - other - Homo sapiens (human),53479782,1,51,one-to-many,1,51,one-to-many
Autophagy - other - Homo sapiens (human),Phosphatidylethanolamine,C00350,Autophagy - other - Homo sapiens (human),53479783,1,51,one-to-many,1,51,one-to-many
Autophagy - other - Homo sapiens (human),Phosphatidylethanolamine,C00350,Autophagy - other - Homo sapiens (human),52924779,1,51,one-to-many,1,51,one-to-many
Autophagy - other - Homo sapiens (human),Phosphatidylethanolamine,C00350,Autophagy - other - Homo sapiens (human),52924783,1,51,one-to-many,1,51,one-to-many
Autophagy - other - Homo sapiens (human),Phosphatidylethanolamine,C00350,Autophagy - other - Homo sapiens (human),53479885,1,51,one-to-many,1,51,one-to-many
Autophagy - other - Homo sapiens (human),Phosphatidylethanolamine,C00350,Autophagy - other - Homo sapiens (human),52924786,1,51,one-to-many,1,51,one-to-many
Autophagy - other - Homo sapiens (human),Phosphatidylethanolamine,C00350,Autophagy - other - Homo sapiens (human),52924787,1,51,one-to-many,1,51,one-to-many
Autophagy - other - Homo sapiens (human),Phosphatidylethanolamine,C00350,Autophagy - other - Homo sapiens (human),52924788,1,51,one-to-many,1,51,one-to-many
Autophagy - other - Homo sapiens (human),Phosphatidylethanolamine,C00350,Autophagy - other - Homo sapiens (human),52924792,1,51,one-to-many,1,51,one-to-many
Autophagy - other - Homo sapiens (human),Phosphatidylethanolamine,C00350,Autophagy - other - Homo sapiens (human),52924793,1,51,one-to-many,1,51,one-to-many
Autophagy - other - Homo sapiens (human),Phosphatidylethanolamine,C00350,Autophagy - other - Homo sapiens (human),53479886,1,51,one-to-many,1,51,one-to-many
Autophagy - other - Homo sapiens (human),Phosphatidylethanolamine,C00350,Autophagy - other - Homo sapiens (human),53479889,1,51,one-to-many,1,51,one-to-many
Autophagy - other - Homo sapiens (human),Phosphatidylethanolamine,C00350,Autophagy - other - Homo sapiens (human),53480047,1,51,one-to-many,1,51,one-to-many
Autophagy - other - Homo sapiens (human),Phosphatidylethanolamine,C00350,Autophagy - other - Homo sapiens (human),53480048,1,51,one-to-many,1,51,one-to-many
Autophagy - other - Homo sapiens (human),Phosphatidylethanolamine,C00350,Autophagy - other - Homo sapiens (human),53480049,1,51,one-to-many,1,51,one-to-many
Autophagy - other - Homo sapiens (human),1-Phosphatidyl-D-myo-inositol,C01194,Autophagy - other - Homo sapiens (human),NA,1,0,one-to-none,1,0,one-to-none
Autophagy - other - Homo sapiens (human),1-Phosphatidyl-1D-myo-inositol 3-phosphate,C04549,Autophagy - other - Homo sapiens (human),NA,1,0,one-to-none,1,0,one-to-none
Mitophagy - animal - Homo sapiens (human),GDP,C00035,Mitophagy - animal - Homo sapiens (human),8977,1,2,one-to-many,1,2,one-to-many
Mitophagy - animal - Homo sapiens (human),GDP,C00035,Mitophagy - animal - Homo sapiens (human),21604868,1,2,one-to-many,1,2,one-to-many
Mitophagy - animal - Homo sapiens (human),GTP,C00044,Mitophagy - animal - Homo sapiens (human),6830,1,2,one-to-many,1,2,one-to-many
Mitophagy - animal - Homo sapiens (human),GTP,C00044,Mitophagy - animal - Homo sapiens (human),135400627,1,2,one-to-many,1,2,one-to-many
Efferocytosis - Homo sapiens (human),ATP,C00002,Efferocytosis - Homo sapiens (human),5957,1,2,one-to-many,1,2,one-to-many
Efferocytosis - Homo sapiens (human),ATP,C00002,Efferocytosis - Homo sapiens (human),238,1,2,one-to-many,1,2,one-to-many
Efferocytosis - Homo sapiens (human),NAD+,C00003,Efferocytosis - Homo sapiens (human),5892,1,3,one-to-many,1,3,one-to-many
Efferocytosis - Homo sapiens (human),NAD+,C00003,Efferocytosis - Homo sapiens (human),5893,1,3,one-to-many,1,3,one-to-many
Efferocytosis - Homo sapiens (human),NAD+,C00003,Efferocytosis - Homo sapiens (human),925,1,3,one-to-many,1,3,one-to-many
Efferocytosis - Homo sapiens (human),S-Adenosyl-L-methionine,C00019,Efferocytosis - Homo sapiens (human),34756,1,2,one-to-many,1,2,one-to-many
Efferocytosis - Homo sapiens (human),S-Adenosyl-L-methionine,C00019,Efferocytosis - Homo sapiens (human),34755,1,2,one-to-many,1,2,one-to-many
Efferocytosis - Homo sapiens (human),D-Glucose,C00031,Efferocytosis - Homo sapiens (human),64689,1,3,one-to-many,2,3,many-to-many
Efferocytosis - Homo sapiens (human),D-Glucose,C00031,Efferocytosis - Homo sapiens (human),5793,1,3,one-to-many,2,3,many-to-many
Efferocytosis - Homo sapiens (human),D-Glucose,C00031,Efferocytosis - Homo sapiens (human),107526,1,3,one-to-many,2,3,many-to-many
Efferocytosis - Homo sapiens (human),L-Arginine,C00062,Efferocytosis - Homo sapiens (human),6322,1,2,one-to-many,1,2,one-to-many
Efferocytosis - Homo sapiens (human),L-Arginine,C00062,Efferocytosis - Homo sapiens (human),1549073,1,2,one-to-many,1,2,one-to-many
Efferocytosis - Homo sapiens (human),L-Methionine,C00073,Efferocytosis - Homo sapiens (human),6137,1,1,one-to-one,1,1,one-to-one
Efferocytosis - Homo sapiens (human),UTP,C00075,Efferocytosis - Homo sapiens (human),6133,1,2,one-to-many,1,2,one-to-many
Efferocytosis - Homo sapiens (human),UTP,C00075,Efferocytosis - Homo sapiens (human),7058168,1,2,one-to-many,1,2,one-to-many
Efferocytosis - Homo sapiens (human),L-Ornithine,C00077,Efferocytosis - Homo sapiens (human),6262,1,3,one-to-many,1,3,one-to-many
Efferocytosis - Homo sapiens (human),L-Ornithine,C00077,Efferocytosis - Homo sapiens (human),6992088,1,3,one-to-many,1,3,one-to-many
Efferocytosis - Homo sapiens (human),L-Ornithine,C00077,Efferocytosis - Homo sapiens (human),59565831,1,3,one-to-many,1,3,one-to-many
Efferocytosis - Homo sapiens (human),Putrescine,C00134,Efferocytosis - Homo sapiens (human),1045,1,1,one-to-one,1,1,one-to-one
Efferocytosis - Homo sapiens (human),(S)-Lactate,C00186,Efferocytosis - Homo sapiens (human),107689,1,2,one-to-many,1,2,one-to-many
Efferocytosis - Homo sapiens (human),(S)-Lactate,C00186,Efferocytosis - Homo sapiens (human),5460161,1,2,one-to-many,1,2,one-to-many
Efferocytosis - Homo sapiens (human),Cholesterol,C00187,Efferocytosis - Homo sapiens (human),5997,1,2,one-to-many,1,2,one-to-many
Efferocytosis - Homo sapiens (human),Cholesterol,C00187,Efferocytosis - Homo sapiens (human),5314029,1,2,one-to-many,1,2,one-to-many
Efferocytosis - Homo sapiens (human),Prostaglandin E2,C00584,Efferocytosis - Homo sapiens (human),5280360,1,3,one-to-many,1,3,one-to-many
Efferocytosis - Homo sapiens (human),Prostaglandin E2,C00584,Efferocytosis - Homo sapiens (human),5283031,1,3,one-to-many,1,3,one-to-many
Efferocytosis - Homo sapiens (human),Prostaglandin E2,C00584,Efferocytosis - Homo sapiens (human),11865423,1,3,one-to-many,1,3,one-to-many
Efferocytosis - Homo sapiens (human),Cholesterol ester,C02530,Efferocytosis - Homo sapiens (human),102182,1,26,one-to-many,1,26,one-to-many
Efferocytosis - Homo sapiens (human),Cholesterol ester,C02530,Efferocytosis - Homo sapiens (human),111329,1,26,one-to-many,1,26,one-to-many
Efferocytosis - Homo sapiens (human),Cholesterol ester,C02530,Efferocytosis - Homo sapiens (human),4225619,1,26,one-to-many,1,26,one-to-many
Efferocytosis - Homo sapiens (human),Cholesterol ester,C02530,Efferocytosis - Homo sapiens (human),53477794,1,26,one-to-many,1,26,one-to-many
Efferocytosis - Homo sapiens (human),Cholesterol ester,C02530,Efferocytosis - Homo sapiens (human),6479222,1,26,one-to-many,1,26,one-to-many
Efferocytosis - Homo sapiens (human),Cholesterol ester,C02530,Efferocytosis - Homo sapiens (human),53477888,1,26,one-to-many,1,26,one-to-many
Efferocytosis - Homo sapiens (human),Cholesterol ester,C02530,Efferocytosis - Homo sapiens (human),16061341,1,26,one-to-many,1,26,one-to-many
Efferocytosis - Homo sapiens (human),Cholesterol ester,C02530,Efferocytosis - Homo sapiens (human),53477889,1,26,one-to-many,1,26,one-to-many
Efferocytosis - Homo sapiens (human),Cholesterol ester,C02530,Efferocytosis - Homo sapiens (human),53477890,1,26,one-to-many,1,26,one-to-many
Efferocytosis - Homo sapiens (human),Cholesterol ester,C02530,Efferocytosis - Homo sapiens (human),53477892,1,26,one-to-many,1,26,one-to-many
Efferocytosis - Homo sapiens (human),Cholesterol ester,C02530,Efferocytosis - Homo sapiens (human),53477893,1,26,one-to-many,1,26,one-to-many
Efferocytosis - Homo sapiens (human),Cholesterol ester,C02530,Efferocytosis - Homo sapiens (human),14274981,1,26,one-to-many,1,26,one-to-many
Efferocytosis - Homo sapiens (human),Cholesterol ester,C02530,Efferocytosis - Homo sapiens (human),53477894,1,26,one-to-many,1,26,one-to-many
Efferocytosis - Homo sapiens (human),Cholesterol ester,C02530,Efferocytosis - Homo sapiens (human),53480457,1,26,one-to-many,1,26,one-to-many
Efferocytosis - Homo sapiens (human),Cholesterol ester,C02530,Efferocytosis - Homo sapiens (human),6436907,1,26,one-to-many,1,26,one-to-many
Efferocytosis - Homo sapiens (human),Cholesterol ester,C02530,Efferocytosis - Homo sapiens (human),16061337,1,26,one-to-many,1,26,one-to-many
Efferocytosis - Homo sapiens (human),Cholesterol ester,C02530,Efferocytosis - Homo sapiens (human),14274976,1,26,one-to-many,1,26,one-to-many
Efferocytosis - Homo sapiens (human),Cholesterol ester,C02530,Efferocytosis - Homo sapiens (human),10372299,1,26,one-to-many,1,26,one-to-many
Efferocytosis - Homo sapiens (human),Cholesterol ester,C02530,Efferocytosis - Homo sapiens (human),16061340,1,26,one-to-many,1,26,one-to-many
Efferocytosis - Homo sapiens (human),Cholesterol ester,C02530,Efferocytosis - Homo sapiens (human),14274978,1,26,one-to-many,1,26,one-to-many
Efferocytosis - Homo sapiens (human),Cholesterol ester,C02530,Efferocytosis - Homo sapiens (human),16061336,1,26,one-to-many,1,26,one-to-many
Efferocytosis - Homo sapiens (human),Cholesterol ester,C02530,Efferocytosis - Homo sapiens (human),118246,1,26,one-to-many,1,26,one-to-many
Efferocytosis - Homo sapiens (human),Cholesterol ester,C02530,Efferocytosis - Homo sapiens (human),76040401,1,26,one-to-many,1,26,one-to-many
Efferocytosis - Homo sapiens (human),Cholesterol ester,C02530,Efferocytosis - Homo sapiens (human),71439998,1,26,one-to-many,1,26,one-to-many
Efferocytosis - Homo sapiens (human),Cholesterol ester,C02530,Efferocytosis - Homo sapiens (human),3632206,1,26,one-to-many,1,26,one-to-many
Efferocytosis - Homo sapiens (human),Cholesterol ester,C02530,Efferocytosis - Homo sapiens (human),4057801,1,26,one-to-many,1,26,one-to-many
Efferocytosis - Homo sapiens (human),Phosphatidylserine,C02737,Efferocytosis - Homo sapiens (human),59720717,1,6,one-to-many,1,6,one-to-many
Efferocytosis - Homo sapiens (human),Phosphatidylserine,C02737,Efferocytosis - Homo sapiens (human),52926069,1,6,one-to-many,1,6,one-to-many
Efferocytosis - Homo sapiens (human),Phosphatidylserine,C02737,Efferocytosis - Homo sapiens (human),53480354,1,6,one-to-many,1,6,one-to-many
Efferocytosis - Homo sapiens (human),Phosphatidylserine,C02737,Efferocytosis - Homo sapiens (human),53480355,1,6,one-to-many,1,6,one-to-many
Efferocytosis - Homo sapiens (human),Phosphatidylserine,C02737,Efferocytosis - Homo sapiens (human),24779546,1,6,one-to-many,1,6,one-to-many
Efferocytosis - Homo sapiens (human),Phosphatidylserine,C02737,Efferocytosis - Homo sapiens (human),9547087,1,6,one-to-many,1,6,one-to-many
Efferocytosis - Homo sapiens (human),1-Acyl-sn-glycero-3-phosphocholine,C04230,Efferocytosis - Homo sapiens (human),24779456,1,26,one-to-many,1,26,one-to-many
Efferocytosis - Homo sapiens (human),1-Acyl-sn-glycero-3-phosphocholine,C04230,Efferocytosis - Homo sapiens (human),24779458,1,26,one-to-many,1,26,one-to-many
Efferocytosis - Homo sapiens (human),1-Acyl-sn-glycero-3-phosphocholine,C04230,Efferocytosis - Homo sapiens (human),460602,1,26,one-to-many,1,26,one-to-many
Efferocytosis - Homo sapiens (human),1-Acyl-sn-glycero-3-phosphocholine,C04230,Efferocytosis - Homo sapiens (human),24779461,1,26,one-to-many,1,26,one-to-many
Efferocytosis - Homo sapiens (human),1-Acyl-sn-glycero-3-phosphocholine,C04230,Efferocytosis - Homo sapiens (human),497299,1,26,one-to-many,1,26,one-to-many
Efferocytosis - Homo sapiens (human),1-Acyl-sn-glycero-3-phosphocholine,C04230,Efferocytosis - Homo sapiens (human),53480465,1,26,one-to-many,1,26,one-to-many
Efferocytosis - Homo sapiens (human),1-Acyl-sn-glycero-3-phosphocholine,C04230,Efferocytosis - Homo sapiens (human),52924045,1,26,one-to-many,1,26,one-to-many
Efferocytosis - Homo sapiens (human),1-Acyl-sn-glycero-3-phosphocholine,C04230,Efferocytosis - Homo sapiens (human),24779473,1,26,one-to-many,1,26,one-to-many
Efferocytosis - Homo sapiens (human),1-Acyl-sn-glycero-3-phosphocholine,C04230,Efferocytosis - Homo sapiens (human),52924051,1,26,one-to-many,1,26,one-to-many
Efferocytosis - Homo sapiens (human),1-Acyl-sn-glycero-3-phosphocholine,C04230,Efferocytosis - Homo sapiens (human),52924053,1,26,one-to-many,1,26,one-to-many
Efferocytosis - Homo sapiens (human),1-Acyl-sn-glycero-3-phosphocholine,C04230,Efferocytosis - Homo sapiens (human),24779476,1,26,one-to-many,1,26,one-to-many
Efferocytosis - Homo sapiens (human),1-Acyl-sn-glycero-3-phosphocholine,C04230,Efferocytosis - Homo sapiens (human),53480469,1,26,one-to-many,1,26,one-to-many
Efferocytosis - Homo sapiens (human),1-Acyl-sn-glycero-3-phosphocholine,C04230,Efferocytosis - Homo sapiens (human),11757087,1,26,one-to-many,1,26,one-to-many
Efferocytosis - Homo sapiens (human),1-Acyl-sn-glycero-3-phosphocholine,C04230,Efferocytosis - Homo sapiens (human),24779479,1,26,one-to-many,1,26,one-to-many
Efferocytosis - Homo sapiens (human),1-Acyl-sn-glycero-3-phosphocholine,C04230,Efferocytosis - Homo sapiens (human),53480471,1,26,one-to-many,1,26,one-to-many
Efferocytosis - Homo sapiens (human),1-Acyl-sn-glycero-3-phosphocholine,C04230,Efferocytosis - Homo sapiens (human),52924059,1,26,one-to-many,1,26,one-to-many
Efferocytosis - Homo sapiens (human),1-Acyl-sn-glycero-3-phosphocholine,C04230,Efferocytosis - Homo sapiens (human),52924039,1,26,one-to-many,1,26,one-to-many
Efferocytosis - Homo sapiens (human),1-Acyl-sn-glycero-3-phosphocholine,C04230,Efferocytosis - Homo sapiens (human),53480473,1,26,one-to-many,1,26,one-to-many
Efferocytosis - Homo sapiens (human),1-Acyl-sn-glycero-3-phosphocholine,C04230,Efferocytosis - Homo sapiens (human),53480475,1,26,one-to-many,1,26,one-to-many
Efferocytosis - Homo sapiens (human),1-Acyl-sn-glycero-3-phosphocholine,C04230,Efferocytosis - Homo sapiens (human),10415542,1,26,one-to-many,1,26,one-to-many
Efferocytosis - Homo sapiens (human),1-Acyl-sn-glycero-3-phosphocholine,C04230,Efferocytosis - Homo sapiens (human),24779481,1,26,one-to-many,1,26,one-to-many
Efferocytosis - Homo sapiens (human),1-Acyl-sn-glycero-3-phosphocholine,C04230,Efferocytosis - Homo sapiens (human),53480477,1,26,one-to-many,1,26,one-to-many
Efferocytosis - Homo sapiens (human),1-Acyl-sn-glycero-3-phosphocholine,C04230,Efferocytosis - Homo sapiens (human),24779513,1,26,one-to-many,1,26,one-to-many
Efferocytosis - Homo sapiens (human),1-Acyl-sn-glycero-3-phosphocholine,C04230,Efferocytosis - Homo sapiens (human),24779463,1,26,one-to-many,1,26,one-to-many
Efferocytosis - Homo sapiens (human),1-Acyl-sn-glycero-3-phosphocholine,C04230,Efferocytosis - Homo sapiens (human),24779527,1,26,one-to-many,1,26,one-to-many
Efferocytosis - Homo sapiens (human),1-Acyl-sn-glycero-3-phosphocholine,C04230,Efferocytosis - Homo sapiens (human),53480467,1,26,one-to-many,1,26,one-to-many
Efferocytosis - Homo sapiens (human),Sphingosine 1-phosphate,C06124,Efferocytosis - Homo sapiens (human),5283560,1,1,one-to-one,1,1,one-to-one
Efferocytosis - Homo sapiens (human),Lipoxin A4,C06314,Efferocytosis - Homo sapiens (human),5280914,1,1,one-to-one,1,1,one-to-one
Efferocytosis - Homo sapiens (human),25-Hydroxycholesterol,C15519,Efferocytosis - Homo sapiens (human),53477807,1,4,one-to-many,1,4,one-to-many
Efferocytosis - Homo sapiens (human),25-Hydroxycholesterol,C15519,Efferocytosis - Homo sapiens (human),65094,1,4,one-to-many,1,4,one-to-many
Efferocytosis - Homo sapiens (human),25-Hydroxycholesterol,C15519,Efferocytosis - Homo sapiens (human),3247051,1,4,one-to-many,1,4,one-to-many
Efferocytosis - Homo sapiens (human),25-Hydroxycholesterol,C15519,Efferocytosis - Homo sapiens (human),42608393,1,4,one-to-many,1,4,one-to-many
Efferocytosis - Homo sapiens (human),"Cholest-5-ene-3beta,26-diol",C15610,Efferocytosis - Homo sapiens (human),123976,1,3,one-to-many,1,3,one-to-many
