Metabolite,Log2FC,AveExpr,t.val,p.val,p.adj,B,log2(MS55_01),log2(MS55_02),log2(MS55_03),log2(MS55_04),log2(MS55_05),log2(MS55_06),log2(MS55_07),log2(MS55_08),log2(MS55_17),log2(MS55_18),log2(MS55_19),log2(MS55_20),log2(MS55_21),log2(MS55_22),log2(MS55_23),log2(MS55_24),log2(MS55_33),log2(MS55_34),log2(MS55_35),log2(MS55_36),log2(MS55_37),log2(MS55_38),log2(MS55_39),log2(MS55_40)
methylmalonylcarnitine C3-DC-M/succinylcarnitine C4-DC,1.7305993326089997,24.809100540348915,26.618192088280075,1.3740960226372812e-29,1.4630081182196934e-28,57.028535468067304,23.614860699128425,23.6923146708593,23.525609609410196,23.498648753114328,25.302847579804475,25.365624121183814,25.235908335689754,25.131658963881492,23.216416751583633,23.306026742391246,23.19486273756644,23.29331146102155,24.765907274395538,25.010874532365698,25.072500538885187,24.94115843731918,23.093502184445615,23.096575066068535,23.16653493278747,23.063793484402275,24.902259211537924,24.881059650748877,24.970405963621406,24.949444474653635
6-phosphogluconate,-0.8583613527051277,19.98448703173877,-3.5481124386128213,9.062684394563483e-4,0.0014140912719103364,-2.906766635359576,20.60190111678696,20.649242743073042,20.303018133122638,20.13248662602621,19.69368047486415,20.561604025960452,20.55836122695672,18.322110383439494,19.9884499876216,20.86370049299228,20.599751538889883,20.3241348506467,18.943765501204147,19.595545137341446,19.580655708197845,20.209848703922226,20.670028589701104,20.610340286787913,20.78576624750428,20.36567510844917,19.06722986117427,19.221957168663955,19.427367163949665,20.412034133465937
mevalonic acid 5-pyrophosphate,0.6109514564578937,18.33195976520297,2.1958744023406824,0.03318189664779525,0.04383885615511635,-6.247641935769257,18.97923253898074,18.966476635512628,18.820324125115903,18.427466198045586,19.94088541528458,19.73751297393813,19.69556279842737,19.38129157483154,17.862547303740236,17.578662771338,17.602150744817774,17.16273890058101,18.459418571611682,18.530315182705586,18.881494523426884,18.976847289970706,18.47594228693923,18.347360474119302,18.828709906658595,17.911478777038084,18.20870763595305,18.06618507062024,17.80844662821497,18.607840475397005
myo-inositol,1.08575557415233,27.523414650807094,18.364293332991604,8.280372234557173e-23,4.541658710469237e-22,41.17334635952464,26.827580967666297,26.785332725691323,26.967970452583298,26.846721057774936,27.60726966098482,27.508713528626775,27.591891972346858,27.783991434889252,26.45022395604947,26.418242393335156,26.51639146120554,26.533478320337863,27.637426546142823,27.61519386389002,27.61912676304935,27.713728136470742,26.346187546767368,26.223917766495944,26.41144475621034,26.36177150863889,27.71515461123073,27.635930263741592,27.62666687458011,27.663236146631252
N-acetylalanine,-0.7519552490155199,23.76304392697362,-13.965840140340028,3.691383510280446e-18,1.3635518680831851e-17,30.30097126885065,24.615656081321813,24.588381465737335,24.537645928331447,24.468408609963316,23.73696490245182,23.69723175862503,23.578751056447665,23.609288486046058,24.246944688571148,24.311769645523942,24.20942372704298,24.392282339856937,23.34810438659269,23.577871930784088,23.603239025914522,23.599519815462532,24.19387470075499,24.16306144005094,24.32345841149036,24.257680748016057,23.475889225695497,23.664726319039953,23.6709844898956,23.7225534015195
N-acetylarginine,-2.5041155293371027,19.349301527374248,-14.816487356647029,3.9485668930438433e-19,1.5882013503131902e-18,32.570116287036285,21.927706245464034,22.06841734492722,21.471686026527756,21.86289050657806,19.71158397938145,18.8149041770372,18.830637489336993,19.64622446215686,21.254498641261012,21.48772173293217,21.42165581362575,21.42356823551145,18.989900639425326,18.867933328459923,18.996081239939482,18.716090139206322,21.457506943441196,21.399126644602067,21.582464352586854,21.114840540270364,19.192276009422542,19.06774259433265,19.043270761905365,18.546051855078538
N-acetylaspartate,-3.279849565369645,27.951245692198214,-72.21209779775718,5.3624810827079086e-49,4.853045379850657e-47,101.89918854616752,31.766800322238144,31.810824283093314,31.760827142896204,31.684542866436605,28.316328889082882,28.314087419921112,28.258610310558122,28.179527199560848,31.56569134788015,31.627089575526146,31.55352695477368,31.619923082742687,28.192438210508197,28.350456789284344,28.357960216056213,28.278019129236107,31.481347781680103,31.565650262609992,31.628323696093997,31.591840667721776,28.531804732690844,28.511773303976987,28.480207018487583,28.5269799798939
N-acetylaspartylglutamate,-5.990317780888276,20.680023707940844,-75.94496848801478,5.378560272827339e-50,9.735194093817482e-48,104.15622257956474,26.430334448967333,26.47384786710817,26.393377730968346,26.321088093504052,20.527361683133428,20.547875698644088,20.47850615820541,20.393143866330313,26.25325118355435,26.355180324927876,26.203665209257494,26.346583370604826,19.977241420536693,20.39507602760388,20.202411532353775,20.129893624165785,26.28316252447961,26.305438043915004,26.34291285520375,26.216769478417167,20.347405399898218,20.457188475707348,20.32173448171412,20.263959391955638
N-acetylglutamate,-2.016859046834206,25.600106027353156,-50.779537116509246,4.7506657744669924e-42,2.149676262946314e-40,86.00302300067696,27.176485489300866,27.23421699864736,27.186502227938128,27.109673627721122,25.09148892703833,25.090388524395504,25.11778707383265,25.062685256104032,27.083308611024954,27.161531364307418,27.05100994212919,27.171715428492963,25.068755792189904,25.18794661875104,25.163637831901394,25.156664617521933,27.1980560861059,27.169058875738976,27.237224659027078,27.187233197670736,25.194426715522784,25.211041192143465,25.16612083779587,25.252764558897365
N-acetylglutamine,-2.4342562890598245,22.114763489604314,-42.179706172755665,2.0275655735028697e-38,5.242705268628849e-37,77.60264220506141,24.069369745274386,24.115023628401172,23.91132141675314,23.799358533788336,21.479242673965143,21.36898794326736,21.323481635682956,21.65013813243064,23.85938282880164,23.812818493209104,23.862522083981535,24.051124965758135,21.32869792171833,21.41874664859359,21.630529949554536,21.542942459721395,23.823686563897677,23.680742291951905,23.983075612409582,23.920344021705944,21.542242047644688,21.393390214424937,21.425432742101336,21.5738623481097
N-acetylhexosamine phosphate,0.6489665113847387,21.447956165295444,8.753340471913049,2.3520250356905172e-11,5.321456643249796e-11,14.438106658811211,21.32826111027245,21.444416438171558,21.29347484099047,21.2711590649568,21.942629925946996,22.13682274775403,21.95535375194161,21.90847061589077,20.820604302552063,21.055150842713356,21.019705647415524,21.054717673189582,21.514777976765036,21.633127506199394,21.566938639990315,21.614244077320496,20.74636991007936,20.930313840005013,21.13970542001847,20.881939298701475,21.590502767627726,21.56938476011407,21.62274086943488,21.71842288669773
N-acetylhistidine,-1.1038593080249548,23.416610392866012,-5.829992150680831,5.203333914029636e-7,9.513166044842061e-7,4.405986143569214,24.26201601237462,23.933129673518213,23.74555646174693,23.59760978655263,23.294746433683713,23.04090563551053,23.3050192550181,23.08779071493429,23.699049751752863,23.92694693450376,23.586900684404807,23.777896840963294,22.069709703039265,22.951886225697795,22.55786855225017,22.20839468536893,24.503579449492413,24.41222259458086,24.5896792661653,24.173477869441072,23.21697480257227,22.979610703629827,23.394768588945432,22.854078328546965
acetylcarnitine,0.2456758690875418,32.12009831065348,1.7510267990766268,0.0866076210945363,0.10962223369308442,-7.073560367659452,32.84221970693413,32.89239493818768,33.036710263048946,32.765438146101346,32.547830405634784,32.521600048726384,32.42705863038194,32.37840070160065,31.629604858284072,31.77403120991809,31.73377843743676,31.914776333404575,31.948769058690445,32.28456743378502,32.35028934296428,32.20776754429806,31.941930249724848,31.840660082721822,32.10634796499059,31.748536917445126,32.59871408198677,32.603028289536724,32.6299009553845,32.67661304425894
N-acetylmethionine,-1.7036326090284,24.628952610358365,-23.3418737646786,3.841293597763974e-27,3.0229310486751274e-26,51.30999635716978,25.96236007497731,25.97446350289373,25.942575236811795,25.904976738849342,24.24835680950331,24.138996070526588,24.19755111753339,24.105174362431462,25.762358856252913,25.842781190170466,25.79519685404135,25.91947526470232,23.882653589819363,24.14343193933421,24.20145189279736,24.15423416692524,25.957505386572475,25.943563603440623,26.093580073748917,25.95446098271909,24.34359137626058,24.360043162094716,24.473974706303622,24.36024726330966
N-acetylneuramic acid,0.6436564898333472,23.54618189657264,10.843847336987773,2.907100313360822e-14,7.738017010563364e-14,21.205139335597845,22.96187452666296,22.832533702253304,22.87577978733388,22.72958035690754,23.786056270179554,23.727405183010127,23.627426624677383,23.68299996017572,22.81218479419584,23.10184854933409,22.960587158508186,22.94191516077833,23.583921399668895,23.70327517918551,23.656308214447,23.611205326026766,23.099029696169495,23.05489642901815,23.110557153950538,22.972833401070087,23.438584919631992,23.415535161752324,23.52914484121638,23.415635514210816
N-acetylornithine,-0.8218437826867095,23.617365047715026,-13.211796287391406,2.8792070886487834e-17,9.832763831045844e-17,28.21651062861265,24.38057012842595,24.379412343253808,24.40416273952181,24.207933194037892,23.506147927642974,23.416265008290686,23.54606727105294,23.412193274498534,23.934918369852333,24.093599101258775,24.025034706964053,24.083098782464344,23.036597904202953,23.311985839198186,23.26784869469435,23.29690262336856,24.12397242156422,24.003127861427235,24.27035993181364,24.011274035652338,23.288533732347602,23.27603125557577,23.36988354161406,23.326881151509287
N-acetylserine,-1.02425817513004,28.403189625903437,-19.397800157613435,8.846720455834223e-24,5.521573801744808e-23,43.44554008759938,29.490600307118456,29.534986235077238,29.54252907911405,29.403784607225635,28.312462871394107,28.26909054416635,28.266638302349335,28.264795986379436,29.10646246475954,29.17667823196806,29.20113842237841,29.23745845864308,28.010032142927386,28.17277272075356,28.282491457824776,28.1966339176532,29.103841463033252,29.02409627336721,29.206910565570045,29.057828590863913,28.213667909840787,28.245914269909974,28.25349046556881,28.30722600879063
NAD,-0.30222632462916366,27.49671377103558,-5.963243283049967,3.287268747509236e-7,6.133975704115173e-7,4.862920301842642,27.8585840347684,27.86059393622103,27.83011602839927,27.762520037721952,27.50878817630225,27.501501715873992,27.470363427114446,27.372291370901102,27.599052522115294,27.726801745607762,27.562466819923408,27.685201485520654,27.1299600107747,27.327125462130542,27.36690026532312,27.257833103378108,27.53549384683793,27.506824403687755,27.616142628161125,27.499916592454294,27.32250380715427,27.40051419252539,27.36635747088383,27.392859183507266
NADH,-2.5652643707890164,19.54229119281227,-7.480754755127866,1.740508807252605e-9,3.663163885031646e-9,10.10589553800694,21.126504271708562,22.149676329515074,22.386895885907048,20.765587528289313,19.27531837948297,19.557932665984683,19.338592650750446,19.552971417139602,19.593308307341267,20.5359126855788,20.504428995595976,19.822444016205644,17.06192470465281,17.434907555809584,18.622067345680204,17.645546113591667,19.924127447267246,20.26950347159141,20.75337803917954,20.049654714157537,16.390741039450933,16.98986398790441,18.05516725322102,17.17321612920089
NADP,0.36086047431593116,20.428422568257428,2.6733253526055547,0.010358921688694567,0.013992274818311319,-5.1969183191539665,20.42725204709428,20.441004281164307,20.13961901586135,21.01455486350677,21.198598579224072,21.178110280124386,20.88791238168257,20.925402183500587,20.696882700564434,20.734561356728562,20.256953913188347,20.763669026799747,20.72408049191399,20.880125082042962,20.890324576350615,20.71067202464682,20.16790344483245,19.954553732957795,19.98200444563848,20.5684818350178,20.495051505356443,20.692428877899474,20.513777379119887,20.38128299328364
NADPH,0.07161789365018478,20.921479981875176,0.2940422032879798,0.7700483963263406,0.796450055628958,-8.545296639231665,21.45183509343021,21.681949456314502,21.487245607526795,21.023028421263188,21.3331927632844,21.67068710114077,21.59160046800563,21.480179565607568,19.510680679160014,19.849809570197763,20.228688293759618,19.705542012098114,19.499535231185604,19.850083501388955,20.066224796850484,20.284000654743693,20.745501144219933,20.63795004989211,20.938071922146623,20.308230947739997,20.592882568155645,20.70638725013525,20.53982671171866,20.813347309334368
N-carbamoylaspartate,-0.29538993969362437,23.245258824006342,-0.9504241465200292,0.3468638580790151,0.4076776513785827,-8.132567961560117,23.138969816481183,23.230289217644483,22.8274927419641,22.927290924054404,22.768441436540524,22.750687792841426,22.621664325577093,22.68396103652746,24.167461887888066,24.144639751138754,24.140307770002746,24.6286579926469,22.87740246950438,22.99200613850884,22.892922849903083,22.90503186725176,22.020047727178156,22.069899658676512,22.233555221899508,21.922567267748434,22.86670195636687,22.90341435891783,22.775305393190386,22.868961075870086
ophthalmate,-1.9245031050888208,26.474675367946418,-28.17643734200317,1.163605920719118e-30,1.3163291978135022e-29,59.53313104569436,27.82006739097691,27.882137194107994,27.76360732139197,27.695506059927936,26.005519561060733,25.985579153866873,26.066998240857128,25.860637364536192,27.605648988775144,27.691725585948426,27.63302273974996,27.682427701865244,25.45778927143869,25.567121282867568,25.72411835129213,25.69843460182807,27.47868702918682,27.446605018241698,27.601646733869597,27.44711593743179,25.525146209303273,25.503581696128673,25.57346188341727,25.685772823811007
acetylcholine,-0.21920665473659895,24.99213914517501,-3.282056078354964,0.0019717750565920894,0.002925338403632526,-3.6468756735605483,25.820506861546427,25.79630155397437,25.826402403195488,25.770025330344456,25.511719480731486,25.464859689687685,25.53046484195937,25.49718267664065,25.269672442708288,25.367367807973476,25.33341380920015,25.449634343471793,24.961259367091756,25.076821842835695,25.225962323077848,25.107534233142125,25.27303398675764,25.246967911357196,25.40221619491503,25.288236865517074,25.165473391070027,25.20028466442261,25.198172799929864,25.273564343533035
ornithine,-2.134529226448965,21.241748872879313,-13.241398033323803,2.6526423907239727e-17,9.233236013866136e-17,28.299663758327018,22.81120403093288,22.736122899271315,22.830542715113868,22.61072865895083,19.64740365767965,20.646018753360973,21.802329661598577,20.36763789725155,22.619671804678013,22.739225213511375,22.922073906112185,22.600312922096744,19.980945097843126,20.668539122024715,20.428489584662394,20.206385788591675,22.465623990212222,22.647807852717175,22.88318758501977,22.635555669363026,20.770362615580392,20.932751439730943,20.917549471129917,20.519293441137936
orotate,-1.3173020424541768,25.899049556254692,-3.197306079440135,0.0025101333075186324,0.0036346730292869797,-3.8751909061028957,25.742629010690766,25.800212813378284,25.148966369429317,25.26016240836045,24.62584684669802,25.42986313644432,24.68652437934338,24.36659908966655,27.620184671563123,27.64755567014558,27.5982267350943,28.00826888028279,25.049315949461043,25.17707675831527,25.06013485543617,25.054924670127555,25.557245387563494,25.584897208323405,25.79498959842927,25.334981945715445,24.924702422356347,24.99122315520866,24.95298889938397,24.97149602708479
orotidine,2.3645145021390945,29.436426012063247,16.873672259487844,2.483105517361157e-21,1.2484502740065818e-20,37.718369815235604,28.656292683504827,28.742649124093056,28.671977586480747,28.63812524319152,30.229493092369072,30.2256547741995,30.222489712633894,30.245507678398354,27.71278238818233,27.716154412797948,27.664816185879168,27.84774539404383,30.191126962041597,30.283047061137772,30.308669363937657,30.237607280289264,27.125735875228358,27.215310063845784,27.229670811413417,27.144807336671846,30.191693634212953,30.25176686191482,30.1384011936887,30.21478351617832
pantothenate,0.48170139216077246,30.23228931116608,10.394983078066952,1.1701548698006858e-13,3.025686163341773e-13,19.795765394934968,30.00449219408054,30.022126757882894,29.95329165326529,29.870574503320135,30.600805126015278,30.60910210363225,30.591868783917803,30.551380427505315,30.002490046454884,30.116730048118036,30.014754620798925,30.10087993171088,30.257763854549516,30.385683146050713,30.418520162974332,30.33320311003546,30.00418010090622,29.982887504403916,30.04899111110235,30.043981632970546,30.536524023523967,30.545510481872913,30.521817524929133,30.593618065937214
pentose phosphates,-0.23049768274199067,22.793569712891102,-3.735040086678061,5.163647030666433e-4,8.270974447350658e-4,-2.3671849822676645,23.04688559098098,23.019645507101956,22.989056953108477,22.813678303949384,22.92314944512377,23.032517587675684,23.01371646265434,22.76806505060402,22.87628459648971,23.105746257974246,23.042094102905967,22.947629526322427,22.332483779355897,22.56933432890466,22.761131942325452,22.71168295991644,22.914579230535892,23.016874970897693,23.17744586212293,22.901806252781828,22.67357219843299,22.668629381322617,22.716405149972854,22.915066675978885
phenylalanine,-0.9512372384151497,27.976314359397605,-14.697112923981333,5.375839050971809e-19,2.0702699323955265e-18,32.25682649257331,28.737479446891665,28.693901055550803,28.72683276416109,28.606824237927842,27.817505397011765,27.71233881955084,27.757499798754377,27.722874913904658,28.325599710102452,28.42990514978141,28.425077857090482,28.458566140168127,27.229543886075835,27.545826570098104,27.590450458084526,27.46754150892969,28.628546527770258,28.562961657983873,28.77503824674409,28.526935254271564,27.667741128739355,27.565180488148968,27.720971443141483,27.685346775022186
