Metabolite,Log2FC,AveExpr,t.val,p.val,p.adj,B,log2(MS55_01),log2(MS55_02),log2(MS55_03),log2(MS55_04),log2(MS55_17),log2(MS55_18),log2(MS55_19),log2(MS55_20),log2(MS55_33),log2(MS55_34),log2(MS55_35),log2(MS55_36),log2(POOL0),log2(POOL1),log2(POOL2),log2(POOL3),log2(POOL4),log2(POOL5),log2(POOL6),log2(POOL7),log2(POOL8),log2(POOL9)
5-aminolevulinic acid,-0.28303179742221474,22.01708767733765,-4.68862064102634,1.8563063787802533e-5,3.8180847109002936e-5,1.5198059087009765,22.389786179041764,22.353846615034215,22.35488731880133,22.33138727608141,22.17854396867897,22.387919756932135,22.23463785560823,22.296656742935102,22.434850674614324,22.547916854657792,22.51867360640445,22.49987354026018,22.28424575717348,22.049740552618978,22.07914485200615,22.030414606753865,22.013675430470975,22.033701578678134,22.148808317097785,22.07649200158186,21.95497445269891,22.272634800906033
Gly-Gly,-0.7742337968882964,20.227522187289985,-14.27290113893117,3.863056552580436e-20,3.3295868381764705e-19,35.330494704760795,21.039700696201994,21.170592985769108,21.274818663314175,21.078936261225884,20.95793173995564,21.02505719982994,21.009973262383067,21.161763465817018,21.105748454803265,21.286320621885228,21.260581532360014,21.164686915695736,20.398207010594902,20.3641574855551,20.389880383714047,20.383918491999346,20.341264193289756,20.468060986812237,20.322781122053446,20.297896898765334,20.27792992967839,20.293658694688695
GMP,-0.09172499565669057,20.692085164643082,-0.5060865189167023,0.6148184993948795,0.6911934682638087,-7.749698089634825,21.38229394953231,21.378361926021647,21.48666563210932,21.18832208843954,20.207264578826564,20.573011303297786,20.700556024949126,20.50506242246349,20.74266262577076,20.713188986077775,20.72396618457592,20.540239027521874,20.642050981433638,20.745878547365383,20.845531229523697,20.802138132522447,20.81353132003331,20.720553747334268,20.67721633445254,20.836885590207306,20.790623489693733,20.659669628855287
GTP,0.07687590706778025,22.96160802636426,0.37170397535208755,0.7115414672165898,0.7632829925139393,-7.809451575115905,23.64925919310037,23.795130328082937,23.841116335315636,23.465971142511375,22.450828081862575,22.627024149003258,23.021597961908704,22.49612764050501,22.932953722029502,22.68847871072282,22.95530483385841,22.52642862472641,23.11840274822534,23.149371498482495,23.162776000572396,23.180624101019934,23.063458633793015,23.01071521313906,23.221816192551234,23.115104769281675,23.0936382746422,23.028035575326317
guanosine,0.05851024655546411,19.551021867065657,0.24908842951793916,0.8042202378965155,0.8277453032146932,-7.848078185541814,19.67057212535425,19.997994700919843,19.762495410232795,19.395123511280875,19.442009923780553,19.512223390929936,19.440487680755673,19.653960652817844,19.51155078354133,19.795109556104446,19.843979996230797,19.499803556372715,19.62714603912211,19.996873721172015,19.57552573516937,20.006209772932593,19.762225706969325,19.770249363385897,19.563367586178245,19.09172810058544,19.632144075877456,19.830725104429767
hexanoylcarnitine C6,-0.17347220348734638,22.156802516490693,-2.5163262831804922,0.01480570516486904,0.024585620503131157,-4.83305223484445,22.768877544386577,22.79951265628937,22.63941303879039,22.46210881464651,22.87518103271198,22.929031479346154,22.939208992428618,22.897377517628197,22.472341449756136,22.522527131920814,22.56291536429479,22.51957108962511,22.666172990840376,22.45207959360585,22.614725992928996,22.583538478911063,22.459833105609125,22.53203513069737,22.478642184826178,22.366612616675596,22.550331307349115,22.55136165687011
hexenoylcarnitine C6:1,0.6719974899935082,20.926312787350476,5.733154635146533,4.3234560427066913e-7,1.0433940583065483e-6,5.215351822228496,21.089273103040338,21.224414317439916,20.683698088635975,20.57842415932105,21.11534055766078,21.37147637611169,20.79411027479748,21.23562808557609,20.584501059395258,20.86183003837406,20.882370575130487,20.1330664908537,21.415024873633232,21.539423986972153,21.748328994397212,21.56460914681974,21.622971878995514,21.429114555393436,21.490512429296572,21.61144557183906,21.746228630161863,21.347425771040346
hexosamine phosphate,-0.85879764359942,22.792514731422592,-10.675321381664228,5.097950976729828e-15,2.5631364633002748e-14,23.464806825854666,24.39282423967005,24.457587131874952,24.371628261508977,24.264557178292797,23.83096470933198,24.019685778095994,23.87004883807235,23.983576162656828,23.669384998749358,23.692691870860727,23.78812226707315,23.635881408779106,23.140510646197736,23.164801998898216,23.15551534278786,23.17897560742613,23.096111750247186,23.104570105215345,23.170253370979967,23.135958798014077,23.090034499768038,23.15608548194322
histidine,-0.6707706826342452,28.941551074033498,-10.993874022512083,1.6799702798630428e-15,8.943371195741492e-15,24.581056228628064,29.928656513862993,29.87741241689282,29.930499303806144,29.759306851400183,29.502474086063746,29.63328904510438,29.59687180696449,29.595130038343527,29.605979417992582,29.60036713817756,29.769790646720402,29.469900406291757,29.038955081133032,29.03592997859071,29.021979346912183,29.0143737309213,29.003972039418965,29.001392068940884,28.994105525297083,29.041560866372304,29.01870550528907,29.01271709046596
homoarginine,0.06305103479952123,20.882111685500636,0.6363975507096475,0.5271570578673129,0.6077415762674117,-7.674464636988064,21.218968957217395,21.04022547699013,21.060269885830934,20.740248266273163,20.409478259308592,20.82600705232515,20.621489954170283,20.79218030455609,21.05679392056848,21.013726376445188,21.14715717622592,20.78393813142601,21.094298840617228,21.012062728198462,20.895305174071385,20.96620385206878,20.83507712996347,20.832237100728968,21.00745980887882,20.98431136589584,21.0176939780745,20.911263503945683
hypotaurine,0.46235480981254184,20.401051994744115,5.682429112161299,5.212184480547435e-7,1.2413228828672182e-6,5.030632614787149,20.440941975572695,20.345779203863703,20.42308023308174,20.33926176719945,19.79307463645771,19.771214325871934,19.885208220571457,19.90038431539523,19.519412336497158,19.765680155100767,19.57619025706576,19.776878880121426,20.459002865599366,20.442934731807625,20.33442742795661,20.42942720233867,20.193823310053858,20.39127013973518,20.494875220831776,20.53978538317894,20.39319189094729,20.55906518134201
