Metabolite,Cond1_DF_Detected,Cond1_DF_ValueCol,Cond1_DF_PadjCol,Cond1_DF_Cutoff,Cond1_DF_Cutoff_Specific.x,Cond2_DF_Detected,Cond2_DF_ValueCol,Cond2_DF_PadjCol,Cond2_DF_Cutoff,Cond2_DF_Cutoff_Specific,BG_method,RG1_All,RG2_Significant,RG3_SignificantChange,Cond1_DF_ Log2FC,Cond1_DF_AveExpr,Cond1_DF_t.val,Cond1_DF_p.val,Cond1_DF_ p.adj,Cond1_DF_B,Cond1_DF_log2(MS55_01),Cond1_DF_log2(MS55_02),Cond1_DF_log2(MS55_03),Cond1_DF_log2(MS55_04),Cond1_DF_log2(MS55_05),Cond1_DF_log2(MS55_06),Cond1_DF_log2(MS55_07),Cond1_DF_log2(MS55_08),Cond1_DF_log2(MS55_17),Cond1_DF_log2(MS55_18),Cond1_DF_log2(MS55_19),Cond1_DF_log2(MS55_20),Cond1_DF_log2(MS55_21),Cond1_DF_log2(MS55_22),Cond1_DF_log2(MS55_23),Cond1_DF_log2(MS55_24),Cond1_DF_log2(MS55_33),Cond1_DF_log2(MS55_34),Cond1_DF_log2(MS55_35),Cond1_DF_log2(MS55_36),Cond1_DF_log2(MS55_37),Cond1_DF_log2(MS55_38),Cond1_DF_log2(MS55_39),Cond1_DF_log2(MS55_40),Cond1_DF_Cutoff_Specific.y,Cond2_DF_ Log2FC,Cond2_DF_AveExpr,Cond2_DF_t.val,Cond2_DF_p.val,Cond2_DF_ p.adj,Cond2_DF_B,Cond2_DF_log2(MS55_01),Cond2_DF_log2(MS55_02),Cond2_DF_log2(MS55_03),Cond2_DF_log2(MS55_04),Cond2_DF_log2(MS55_09),Cond2_DF_log2(MS55_10),Cond2_DF_log2(MS55_11),Cond2_DF_log2(MS55_12),Cond2_DF_log2(MS55_17),Cond2_DF_log2(MS55_18),Cond2_DF_log2(MS55_19),Cond2_DF_log2(MS55_20),Cond2_DF_log2(MS55_25),Cond2_DF_log2(MS55_26),Cond2_DF_log2(MS55_27),Cond2_DF_log2(MS55_28),Cond2_DF_log2(MS55_33),Cond2_DF_log2(MS55_34),Cond2_DF_log2(MS55_35),Cond2_DF_log2(MS55_36),Cond2_DF_log2(MS55_41),Cond2_DF_log2(MS55_42),Cond2_DF_log2(MS55_43),Cond2_DF_log2(MS55_44),RG1_Specific_Cond2,RG1_Specific_Cond1
N-carbamoylaspartate,TRUE,-0.29538993969362437,0.40767765137858253,No Change,Not Significant,TRUE,-0.2815218768995429,0.4031722305308342,No Change,Not Significant,TRUE,Cond1 Not Significant + Cond2 Not Significant,None,None,-0.29538993969362437,23.245258824006342,-0.9504241465200293,0.346863858079015,0.40767765137858253,-8.132567961560117,23.138969816481183,23.230289217644483,22.8274927419641,22.927290924054404,22.768441436540524,22.750687792841426,22.621664325577093,22.68396103652746,24.167461887888066,24.144639751138754,24.140307770002746,24.6286579926469,22.87740246950438,22.99200613850884,22.892922849903083,22.90503186725176,22.020047727178156,22.069899658676512,22.233555221899508,21.922567267748434,22.86670195636687,22.90341435891783,22.775305393190386,22.868961075870086,Not Significant,-0.2815218768995429,23.245258824006342,-0.9058033251114809,0.36976016722717386,0.4031722305308342,-8.174088860372542,23.138969816481183,23.230289217644483,22.8274927419641,22.927290924054404,22.588931850974745,22.679975844524662,22.57490001296908,22.519015471567158,24.167461887888066,24.144639751138754,24.140307770002746,24.6286579926469,22.969747814774408,23.181888734777548,23.01938266592016,23.036330244879203,22.020047727178156,22.069899658676512,22.233555221899508,21.922567267748434,22.860018877497804,23.002106176146352,22.88498612691384,22.75563363358371,Cond1 No Change + Cond2 Not Significant,Cond2 No Change + Cond1 Not Significant
NAD,TRUE,-0.302226324629153,6.133975704120013e-7,No Change,Significant Negative,TRUE,-0.26453642379213704,7.822632584434454e-6,No Change,Significant Negative,TRUE,Cond1 Significant Negative + Cond2 Significant Negative,None,None,-0.302226324629153,27.49671377103558,-5.963243283049737,3.28726874751183e-7,6.133975704120013e-7,4.862920301841855,27.8585840347684,27.86059393622103,27.83011602839927,27.762520037721952,27.50878817630225,27.501501715873992,27.470363427114446,27.372291370901102,27.599052522115294,27.726801745607762,27.562466819923408,27.685201485520654,27.1299600107747,27.327125462130542,27.36690026532312,27.257833103378108,27.53549384683793,27.506824403687755,27.616142628161125,27.499916592454294,27.32250380715427,27.40051419252539,27.36635747088383,27.392859183507266,Significant Negative,-0.26453642379213704,27.49671377103558,-5.21958189524399,4.1922395618239895e-6,7.822632584434454e-6,2.337035647012936,27.8585840347684,27.86059393622103,27.83011602839927,27.762520037721952,27.33602166102019,27.32863716104832,27.263558043647777,27.236976165324702,27.599052522115294,27.726801745607762,27.562466819923408,27.685201485520654,27.44243016797837,27.403954619889618,27.408002628978938,27.39157409018551,27.53549384683793,27.506824403687755,27.616142628161125,27.499916592454294,27.527274298754108,27.497769887340628,27.479399167203457,27.55367910454154,Cond1 No Change + Cond2 Significant Negative,Cond2 No Change + Cond1 Significant Negative
NADH,TRUE,-2.56526437078902,3.6631638850315522e-9,DOWN,DOWN,TRUE,-0.5056423449034178,0.16964161575992265,No Change,Not Significant,TRUE,Cond1 DOWN + Cond2 Not Significant,Cond1_DOWN,Cond1_DOWN,-2.56526437078902,19.54229119281227,-7.480754755127876,1.7405088072525606e-9,3.6631638850315522e-9,10.105895538006976,21.126504271708562,22.149676329515074,22.386895885907048,20.765587528289313,19.27531837948297,19.557932665984683,19.338592650750446,19.552971417139602,19.593308307341267,20.5359126855788,20.504428995595976,19.822444016205644,17.06192470465281,17.434907555809584,18.622067345680204,17.645546113591667,19.924127447267246,20.26950347159141,20.75337803917954,20.049654714157537,16.390741039450933,16.98986398790441,18.05516725322102,17.17321612920089,DOWN,-0.5056423449034178,19.54229119281227,-1.474540565527291,0.14714769985805445,0.16964161575992265,-7.504471210755678,21.126504271708562,22.149676329515074,22.386895885907048,20.765587528289313,20.15275726777842,20.535865651407395,20.84839255762422,19.33069139870395,19.593308307341267,20.5359126855788,20.504428995595976,19.822444016205644,19.448274518706842,20.466729850340904,20.668199549281756,18.928844744969247,19.924127447267246,20.26950347159141,20.75337803917954,20.049654714157537,20.490487114174325,20.531474928233443,20.821810827263864,19.590185145012118,Cond1 DOWN + Cond2 Not Significant,Cond2 No Change + Cond1 DOWN
NADP,TRUE,0.36086047431593116,0.013992274818311222,No Change,Significant Positive,TRUE,-0.6751953350302244,1.580488571079013e-5,No Change,Significant Negative,TRUE,Cond1 Significant Positive + Cond2 Significant Negative,None,None,0.36086047431593116,20.428422568257428,2.673325352605557,0.010358921688694496,0.013992274818311222,-5.196918319153962,20.42725204709428,20.441004281164307,20.13961901586135,21.01455486350677,21.198598579224072,21.178110280124386,20.88791238168257,20.925402183500587,20.696882700564434,20.734561356728562,20.256953913188347,20.763669026799747,20.72408049191399,20.880125082042962,20.890324576350615,20.71067202464682,20.16790344483245,19.954553732957795,19.98200444563848,20.5684818350178,20.495051505356443,20.692428877899474,20.513777379119887,20.38128299328364,Significant Positive,-0.6751953350302244,20.428422568257428,-5.0019798109477085,8.731981055685156e-6,1.580488571079013e-5,1.6127244033225345,20.42725204709428,20.441004281164307,20.13961901586135,21.01455486350677,19.88226141084402,19.504239335543804,19.835275464199206,20.076057345017713,20.696882700564434,20.734561356728562,20.256953913188347,20.763669026799747,19.72526834468915,19.07294402120737,19.5158505965501,19.93138830947604,20.16790344483245,19.954553732957795,19.98200444563848,20.5684818350178,19.85581058737287,19.76871476644055,19.437477425139832,20.439809036510912,Cond1 No Change + Cond2 Significant Negative,Cond2 No Change + Cond1 Significant Positive
NADPH,TRUE,0.07161789365017768,0.7964500556289812,No Change,Not Significant,TRUE,0.42904546194450077,0.10300375682630712,No Change,Not Significant,TRUE,Cond1 Not Significant + Cond2 Not Significant,None,None,0.07161789365017768,20.921479981875176,0.2940422032879502,0.770048396326363,0.7964500556289812,-8.54529663923167,21.45183509343021,21.681949456314502,21.487245607526795,21.023028421263188,21.3331927632844,21.67068710114077,21.59160046800563,21.480179565607568,19.510680679160014,19.849809570197763,20.228688293759618,19.705542012098114,19.499535231185604,19.850083501388955,20.066224796850484,20.284000654743693,20.745501144219933,20.63795004989211,20.938071922146623,20.308230947739997,20.592882568155645,20.70638725013525,20.53982671171866,20.813347309334368,Not Significant,0.42904546194450077,20.921479981875176,1.7615356513706186,0.08479314788463957,0.10300375682630712,-7.055894080848603,21.45183509343021,21.681949456314502,21.487245607526795,21.023028421263188,21.460372969878925,21.505282741145685,21.36818589461138,21.024729906871915,19.510680679160014,19.849809570197763,20.228688293759618,19.705542012098114,20.53506227224565,20.345005717619305,20.538252549198816,19.90729604697366,20.745501144219933,20.63795004989211,20.938071922146623,20.308230947739997,21.59046113359727,21.521397913594942,21.579141916821253,21.341889678524073,Cond1 No Change + Cond2 Not Significant,Cond2 No Change + Cond1 Not Significant
S-(2-succinyl)cysteine,TRUE,-3.1287916933374476,8.130607899198118e-15,DOWN,DOWN,TRUE,-2.7900652324546478,3.177393688022975e-13,DOWN,DOWN,TRUE,Cond1 DOWN + Cond2 DOWN,core_DOWN,core_DOWN,-3.1287916933374476,-Inf,-11.842101777380336,2.8299905947485162e-15,8.130607899198118e-15,23.606943746162283,19.952461846391937,19.51574865906439,20.03308840572427,19.690377903481746,17.71770832368133,17.140676118843707,14.933626310775265,17.21941230261783,19.315141967544655,19.47968978828365,19.557317773320882,19.416892831452135,15.133051893796772,17.22764733281993,16.023387180925624,16.41330106561375,18.517245573046306,18.505141795100556,19.25627078397651,18.964733389241033,15.342983331065629,15.912223953689026,16.829536992244634,14.765055590505174,DOWN,-2.7900652324546478,-Inf,-10.56006269724355,1.2112716269258855e-13,3.177393688022975e-13,19.79876900395507,19.952461846391937,19.51574865906439,20.03308840572427,19.690377903481746,16.78881915063432,16.357423698741165,15.812478973160172,16.106174323266863,19.315141967544655,19.47968978828365,19.557317773320882,19.416892831452135,16.91205384604046,17.07264533086735,15.98302908431752,16.86975753473285,18.517245573046306,18.505141795100556,19.25627078397651,18.964733389241033,16.73541791679933,16.357751051978315,16.290747956817004,17.43702905981691,Cond1 DOWN + Cond2 DOWN,Cond2 DOWN + Cond1 DOWN
S-adenosylhomocysteine,TRUE,-0.6077736398992855,1.1226244786479398e-10,No Change,Significant Negative,TRUE,-0.7910847412700157,3.843645811173021e-14,No Change,Significant Negative,TRUE,Cond1 Significant Negative + Cond2 Significant Negative,None,None,-0.6077736398992855,22.91204352345334,-8.522143266066834,5.08592305243818e-11,1.1226244786479398e-10,13.660602772137096,23.815703702673883,23.852173802889997,23.73850010337811,23.71089700993971,22.99788205704895,22.986007356511923,23.052063941717293,22.742651129661976,23.220364141673,23.566645612405146,23.39258969443163,23.49029802211244,22.706103713590593,22.884974794015232,22.9378091613275,22.790920945083233,23.168269022765603,23.225349148551995,23.367985572754186,23.144641378933773,22.778997657843007,22.754929335687056,22.829388676453053,22.938404764778127,Significant Negative,-0.7910847412700157,22.91204352345334,-11.092513821131938,1.359079181851234e-14,3.843645811173021e-14,21.97501983899348,23.815703702673883,23.852173802889997,23.73850010337811,23.71089700993971,22.54165437439013,22.63284630711015,22.405526222817606,22.5416021019175,23.220364141673,23.566645612405146,23.39258969443163,23.49029802211244,22.60006708608169,22.698286134453845,22.789781577920397,22.7189093614922,23.168269022765603,23.225349148551995,23.367985572754186,23.144641378933773,22.93716837894892,22.71369735786249,22.698713359299497,22.9221480549748,Cond1 No Change + Cond2 Significant Negative,Cond2 No Change + Cond1 Significant Negative
S-adenosylmethionine,TRUE,0.5739503144590685,5.233007581111365e-14,No Change,Significant Positive,TRUE,0.6600847988558094,4.775355562476715e-16,No Change,Significant Positive,TRUE,Cond1 Significant Positive + Cond2 Significant Positive,None,None,0.5739503144590685,26.207717600148587,10.98121420190681,1.9081685102395034e-14,5.233007581111365e-14,21.631400140714586,25.633050578756283,25.59758371201388,25.665124968278636,25.6868397271241,26.40321276503299,26.322027588235617,26.34527763814338,26.343696556679163,25.724563175892772,25.737771905780185,25.79510236210161,25.742779157818603,26.11138132070846,26.240773852933366,26.259823047788238,26.206514848722396,25.736164026365614,25.578098512698805,25.724391785192616,25.73253430665073,26.181179216193325,26.29245580142574,26.29377731943918,26.241288036880768,Significant Positive,0.6600847988558094,26.207717600148587,12.629198704228862,1.477458074578431e-16,4.775355562476715e-16,26.557616300415145,25.633050578756283,25.59758371201388,25.665124968278636,25.6868397271241,26.267574547400532,26.246117862432644,26.290763503953922,26.21455691283632,25.724563175892772,25.737771905780185,25.79510236210161,25.742779157818603,26.367079252739096,26.330117149020598,26.32843222879217,26.284095435021136,25.736164026365614,25.578098512698805,25.724391785192616,25.73253430665073,26.47245195617343,26.531278083823562,26.460372494641373,26.482182378108806,Cond1 No Change + Cond2 Significant Positive,Cond2 No Change + Cond1 Significant Positive
S-lactoylglutathione,TRUE,-0.14370040495173342,0.4689126079081703,No Change,Not Significant,TRUE,-0.3078778715289161,0.10380664567471161,No Change,Not Significant,TRUE,Cond1 Not Significant + Cond2 Not Significant,None,None,-0.14370040495173342,19.771865141547792,-0.8188412199437762,0.41709906007301334,0.4689126079081703,-8.249460569689004,20.590278913183475,20.7670807596088,20.667247851455425,20.490461234511265,20.100401844282008,20.365299424068944,19.88317347407243,19.80318583286396,20.03498876905493,20.04380203668057,20.060127800351232,20.166800671075464,19.97339400235483,20.30818446374025,20.511161681459505,20.354822120260454,19.12904221868626,19.383827453652987,19.667167144008452,19.42940299893038,19.234767327134037,19.491178894312615,19.477783580647763,19.202470346581613,Not Significant,-0.3078778715289161,19.771865141547792,-1.7543659115025327,0.08602760691274441,0.10380664567471161,-7.06795705043484,20.590278913183475,20.7670807596088,20.667247851455425,20.490461234511265,19.56424657505829,19.744582673740574,19.652518436864693,19.35795618176447,20.03498876905493,20.04380203668057,20.060127800351232,20.166800671075464,20.121325424138906,19.727831636613605,20.06405301338344,20.032653560327876,19.12904221868626,19.383827453652987,19.667167144008452,19.42940299893038,19.69363849962833,19.62671187340581,19.596110104792903,19.554065413133305,Cond1 No Change + Cond2 Not Significant,Cond2 No Change + Cond1 Not Significant
UDP,TRUE,0.07404313225019621,0.616922782868759,No Change,Not Significant,TRUE,-0.13237826865495705,0.34500876925090995,No Change,Not Significant,TRUE,Cond1 Not Significant + Cond2 Not Significant,None,None,0.07404313225019621,24.95950690282496,0.5733429581134368,0.5692049985584683,0.616922782868759,-8.422130448129055,25.60226454352149,25.691833399138137,25.649640633540866,25.52976945891807,25.511234820879785,25.578381731811422,25.457726494088266,25.279068270721172,24.619147016098204,24.680242691482015,24.748101409131667,24.793741626572018,24.65357188282258,24.915920842082024,24.90014725694826,24.889439721200958,24.64772868368727,24.661414679516376,24.712202530175585,24.618999342677867,24.896255714457563,24.93733349658157,24.898932711048133,24.92559065882017,Not Significant,-0.13237826865495705,24.95950690282496,-1.0250531795994786,0.3106985049055156,0.34500876925090995,-8.058843416789813,25.60226454352149,25.691833399138137,25.649640633540866,25.52976945891807,25.018458358872977,24.9854503499118,24.90651487374756,24.912529550136504,24.619147016098204,24.680242691482015,24.748101409131667,24.793741626572018,24.56527565564941,24.515004981059626,24.730588128807568,24.52568710719095,24.64772868368727,24.661414679516376,24.712202530175585,24.618999342677867,25.117516866359328,24.963249583592393,25.01598502349908,25.110286311772814,Cond1 No Change + Cond2 Not Significant,Cond2 No Change + Cond1 Not Significant
UDP-GlcNac,TRUE,-0.5532386207055957,1.6286819868510656e-7,No Change,Significant Negative,TRUE,-0.7126907369095683,3.538498596924356e-10,No Change,Significant Negative,TRUE,Cond1 Significant Negative + Cond2 Significant Negative,None,None,-0.5532386207055957,26.99693503884584,-6.359061150999197,8.368366009787243e-8,1.6286819868510656e-7,6.226987664193251,27.798661979090912,27.860298298357563,27.869003174767748,27.732332142355105,27.215734726469393,27.262366863786024,27.192971703603433,27.066259781000774,27.19498043379571,27.342053609749087,27.256925248961295,27.327431974400955,26.47188339747906,26.695070938829847,26.77088829378408,26.663258923309215,27.211157396739175,27.233054624708544,27.28401051509807,27.24613018671824,26.801478379838617,26.837988346342154,26.817967492774095,26.921307289058536,Significant Negative,-0.7126907369095683,26.99693503884584,-8.19184310014094,1.5444275644034482e-10,3.538498596924356e-10,12.541650524975449,27.798661979090912,27.860298298357563,27.869003174767748,27.732332142355105,26.71190633550715,26.690283853047987,26.64748569226669,26.619753688852843,27.19498043379571,27.342053609749087,27.256925248961295,27.327431974400955,26.626266759398906,26.627633366070505,26.712785923794144,26.709301867934933,27.211157396739175,27.233054624708544,27.28401051509807,27.24613018671824,26.914661664874686,26.74655507552585,26.88743135469902,26.90968515985482,Cond1 No Change + Cond2 Significant Negative,Cond2 No Change + Cond1 Significant Negative
UDP-hexose,TRUE,-0.16358571226077956,0.05953506835315819,No Change,Not Significant,TRUE,-0.32134168322657786,3.131550788031437e-4,No Change,Significant Negative,TRUE,Cond1 Not Significant + Cond2 Significant Negative,None,None,-0.16358571226077956,26.337880051035548,-2.0569082394110327,0.04539137808141342,0.05953506835315819,-6.522415749225918,26.94676829365274,27.080031750010818,26.98125418085109,26.88416393708988,26.554160162437945,26.585664625294328,26.486588765764047,26.446773247571265,26.321586941584915,26.441211238447327,26.371270780026176,26.481060589231742,26.134159361018135,26.315552779678995,26.359740616568516,26.256642786779544,26.249926810350733,26.28378168210564,26.29946416755027,26.248421279834954,26.387850891498875,26.384542845888696,26.351495250479292,26.362741770627277,Not Significant,-0.32134168322657786,26.337880051035548,-4.040513971301324,2.0069607260311974e-4,3.131550788031437e-4,-1.454500519290944,26.94676829365274,27.080031750010818,26.98125418085109,26.88416393708988,26.18851026984357,26.206916250672336,26.08496035535145,26.112177526579266,26.321586941584915,26.441211238447327,26.371270780026176,26.481060589231742,26.214366962361378,26.225480153247734,26.21101581700312,26.212563636325253,26.249926810350733,26.28378168210564,26.29946416755027,26.248421279834954,26.354206666845098,26.259162316223282,26.297428083595914,26.366053413968945,Cond1 No Change + Cond2 Significant Negative,Cond2 No Change + Cond1 Not Significant
UMP,TRUE,0.5270754423728334,6.236251542919936e-6,No Change,Significant Positive,TRUE,0.3720932991485846,7.963209249490205e-4,No Change,Significant Positive,TRUE,Cond1 Significant Positive + Cond2 Significant Positive,None,None,0.5270754423728334,22.158704731626983,5.268735613216141,3.5488061266339963e-6,6.236251542919936e-6,2.501775852081762,22.429329211848795,22.429571975811832,22.40853170239155,22.31651738967931,22.48518850218309,22.541684953180315,22.529630933420524,22.493442314867135,21.539356896904795,21.58646557091058,21.566055532086953,21.677101413451684,22.162320252234807,22.400908912301304,22.27549908866965,22.223485246891844,21.534676136087366,21.496890604797727,21.666863336998297,21.58163556196204,22.3317623696362,22.303694976599434,22.502510514096674,22.307772577323956,Significant Positive,0.3720932991485846,22.158704731626983,3.719507795387815,5.413332569133871e-4,7.963209249490205e-4,-2.4125959013250373,22.429329211848795,22.429571975811832,22.40853170239155,22.31651738967931,22.1974925804638,22.362758736374,22.222104943153916,22.24161789329899,21.539356896904795,21.58646557091058,21.566055532086953,21.677101413451684,22.040087406522403,22.06429478686043,22.275322184504887,22.201775447089616,21.534676136087366,21.496890604797727,21.666863336998297,21.58163556196204,22.296997678940947,22.12940805482452,22.312759457681004,22.353495752999443,Cond1 No Change + Cond2 Significant Positive,Cond2 No Change + Cond1 Significant Positive
UTP,TRUE,0.17137850890586037,0.4334338399860201,No Change,Not Significant,TRUE,-0.10531010988359668,0.624948930528385,No Change,Not Significant,TRUE,Cond1 Not Significant + Cond2 Not Significant,None,None,0.17137850890586037,26.243933151525308,0.8985585869734963,0.37356728750176316,0.4334338399860201,-8.180648635807644,27.056543310117643,27.201070100328117,27.174126587659543,26.923968020130904,27.095710987822475,27.16766650879573,27.053151364348235,26.832193573426114,25.55354726587,25.72649358597607,25.927681216867082,25.8021529243577,25.774304665600578,26.034751173417437,26.061517001804717,26.152070865851822,25.888850994661436,25.742485209194605,25.940655199800357,25.735996937847275,26.05169739771701,26.194020966457053,26.13064308470106,26.18238586973887,Not Significant,-0.10531010988359668,26.243933151525308,-0.5521538501832094,0.5835158522613098,0.624948930528385,-8.434226338200629,27.056543310117643,27.201070100328117,27.174126587659543,26.923968020130904,26.358756046551086,26.295774171658977,26.246817007475375,26.18917863650857,25.55354726587,25.72649358597607,25.927681216867082,25.8021529243577,25.630982132590006,25.599436630802035,25.77845862402038,25.52125727088343,25.888850994661436,25.742485209194605,25.940655199800357,25.735996937847275,26.51154099429952,26.354709424493127,26.453085926421682,26.46985316850337,Cond1 No Change + Cond2 Not Significant,Cond2 No Change + Cond1 Not Significant
Val-Lys,TRUE,-0.8797275444761716,1.0539055451257233e-15,No Change,Significant Negative,TRUE,-1.166345432273534,3.991144628338605e-20,DOWN,DOWN,TRUE,Cond1 Significant Negative + Cond2 DOWN,core_DOWN,Cond2_DOWN,-0.8797275444761716,24.750133370039684,-12.358808150094609,3.2024754133654576e-16,1.0539055451257233e-15,25.77313774793679,25.74484974480482,25.831878070911106,25.800869445558885,25.703436609113222,25.021050692718774,24.98360979800257,24.929931089067416,24.918798074106565,25.32879746252841,25.446829536730146,25.376201762645692,25.492134898075097,24.38798710578086,24.56825703242309,24.622636720970387,24.50009297059635,25.409213409012807,25.319670412897192,25.556253006452362,25.377888652608195,24.466486013627197,24.427112225026544,24.469434258633836,24.535896496670347,Significant Negative,-1.166345432273534,24.750133370039684,-16.38534512726992,7.938188211060209e-21,3.991144628338605e-20,36.537815754220404,25.74484974480482,25.831878070911106,25.800869445558885,25.703436609113222,24.34085724632903,24.37237527099759,24.270866337519994,24.349737249844896,25.32879746252841,25.446829536730146,25.376201762645692,25.492134898075097,24.263885795454357,24.251601046107414,24.207644141802533,24.257890515298385,25.409213409012807,25.319670412897192,25.556253006452362,25.377888652608195,24.54425662610434,24.39423314557429,24.545033420614878,24.59349702840785,Cond1 No Change + Cond2 DOWN,Cond2 DOWN + Cond1 Significant Negative
acetyl-CoA,TRUE,-0.028466063058314006,0.8107484938916901,No Change,Not Significant,TRUE,-0.40656257587588485,6.881387949383653e-4,No Change,Significant Negative,TRUE,Cond1 Not Significant + Cond2 Significant Negative,None,None,-0.028466063058314006,21.505213493997424,-0.26416672616492065,0.7928314001040284,0.8107484938916901,-8.553798950782937,21.880706702346448,21.891728122499195,22.040712775453585,21.702068087316594,21.72205746718057,22.02208025935355,21.992382705262322,21.63977557598173,21.130036471332303,21.496136546508666,21.406612934288408,21.337076430402252,21.300768879035953,21.710767895725972,21.59073844515031,21.736468740585057,21.899609969477094,21.59946550231911,21.79275568097784,21.292578904947767,21.407518592404415,21.24902278478512,21.232884806878822,21.52342921882563,Not Significant,-0.40656257587588485,21.505213493997424,-3.7729244268972253,4.600264872239901e-4,6.881387949383653e-4,-2.256002384940059,21.880706702346448,21.891728122499195,22.040712775453585,21.702068087316594,21.3267580302604,21.292795812707137,21.06803804339286,21.55028119596722,21.130036471332303,21.496136546508666,21.406612934288408,21.337076430402252,21.07524408144358,20.475745119493826,21.004187370932932,21.085854366035488,21.899609969477094,21.59946550231911,21.79275568097784,21.292578904947767,21.401276383114617,21.145159825856474,21.41563283883754,21.74976414931653,Cond1 No Change + Cond2 Significant Negative,Cond2 No Change + Cond1 Not Significant
acetylcarnitine,TRUE,0.2456758690875489,0.10962223369307267,No Change,Not Significant,TRUE,-0.28955926983505975,0.05580316422863896,No Change,Not Significant,TRUE,Cond1 Not Significant + Cond2 Not Significant,None,None,0.2456758690875489,32.12009831065348,1.75102679907668,0.08660762109452702,0.10962223369307267,-7.073560367659364,32.84221970693413,32.89239493818768,33.036710263048946,32.765438146101346,32.547830405634784,32.521600048726384,32.42705863038194,32.37840070160065,31.629604858284072,31.77403120991809,31.73377843743676,31.914776333404575,31.948769058690445,32.28456743378502,32.35028934296428,32.20776754429806,31.941930249724848,31.840660082721822,32.10634796499059,31.748536917445126,32.59871408198677,32.603028289536724,32.6299009553845,32.67661304425894,Not Significant,-0.28955926983505975,32.12009831065348,-2.0638007439858974,0.04470419233785994,0.05580316422863896,-6.509136832713908,32.84221970693413,32.89239493818768,33.036710263048946,32.765438146101346,31.877865454164287,31.815715319263507,31.543430133797177,31.723144931850285,31.629604858284072,31.77403120991809,31.73377843743676,31.914776333404575,31.625237496603177,31.645077721875207,31.59885299774817,31.541532041563123,31.941930249724848,31.840660082721822,32.10634796499059,31.748536917445126,32.422194791481786,32.22407352980869,32.333995824368564,32.40059762765321,Cond1 No Change + Cond2 Not Significant,Cond2 No Change + Cond1 Not Significant
acetylcholine,TRUE,-0.2192066547366025,0.0029253384036322045,No Change,Significant Negative,TRUE,-0.8398766672512537,5.47452485929841e-16,No Change,Significant Negative,TRUE,Cond1 Significant Negative + Cond2 Significant Negative,None,None,-0.2192066547366025,24.99213914517501,-3.2820560783550023,0.0019717750565918725,0.0029253384036322045,-3.646875673560447,25.820506861546427,25.79630155397437,25.826402403195488,25.770025330344456,25.511719480731486,25.464859689687685,25.53046484195937,25.49718267664065,25.269672442708288,25.367367807973476,25.33341380920015,25.449634343471793,24.961259367091756,25.076821842835695,25.225962323077848,25.107534233142125,25.27303398675764,25.246967911357196,25.40221619491503,25.288236865517074,25.165473391070027,25.20028466442261,25.198172799929864,25.273564343533035,Significant Negative,-0.8398766672512537,24.99213914517501,-12.574993784439348,1.7240216407735322e-16,5.47452485929841e-16,26.401096580239138,25.820506861546427,25.79630155397437,25.826402403195488,25.770025330344456,24.603384274969677,24.581671470622172,24.579944781089672,24.607432561308865,25.269672442708288,25.367367807973476,25.33341380920015,25.449634343471793,24.650028419236822,24.570714205327825,24.615169797001695,24.664662685030166,25.27303398675764,25.246967911357196,25.40221619491503,25.288236865517074,24.705132175534313,24.63660862285347,24.71312576274197,24.83738474822972,Cond1 No Change + Cond2 Significant Negative,Cond2 No Change + Cond1 Significant Negative
aconitate,TRUE,0.7439632075691698,7.816559093494923e-8,No Change,Significant Positive,TRUE,0.5376047573341012,3.3376633244093826e-5,No Change,Significant Positive,TRUE,Cond1 Significant Positive + Cond2 Significant Positive,None,None,0.7439632075691698,26.372484920283306,6.583823285017274,3.8435014327129733e-8,7.816559093494923e-8,7.00436431488453,26.44295946318318,26.386903762490274,26.209377781271392,26.553434746218162,26.839259709462652,26.779578178302195,26.507966431793477,26.64866575846153,25.62030183890971,25.50102307697958,25.283143240494123,25.8224221042205,26.209047382415612,26.457353406835637,26.500411497940533,26.38025372811666,25.767543751508995,25.63720800379307,25.809514479223843,25.773151370350725,26.855021329316223,26.87510977088888,26.841315368998316,26.84055954694195,Significant Positive,0.5376047573341012,26.372484920283306,4.757620650404588,1.9730937884630052e-5,3.3376633244093826e-5,0.8104509004034739,26.44295946318318,26.386903762490274,26.209377781271392,26.553434746218162,26.28400598819984,26.248815965238034,26.091764823958474,26.278299314483306,25.62030183890971,25.50102307697958,25.283143240494123,25.8224221042205,26.491286492726125,26.38475695181395,26.146222416774382,26.379915456020527,25.767543751508995,25.63720800379307,25.809514479223843,25.773151370350725,26.807609065460518,26.61990160039425,26.68419144653553,26.84147118504784,Cond1 No Change + Cond2 Significant Positive,Cond2 No Change + Cond1 Significant Positive
