Metabolite,Cond1_DF_Detected,Cond1_DF_ValueCol,Cond1_DF_PadjCol,Cond1_DF_Cutoff,Cond1_DF_Cutoff_Specific.x,Cond2_DF_Detected,Cond2_DF_ValueCol,Cond2_DF_PadjCol,Cond2_DF_Cutoff,Cond2_DF_Cutoff_Specific,BG_method,RG1_All,RG2_Significant,RG3_SignificantChange,Cond1_DF_ Log2FC,Cond1_DF_AveExpr,Cond1_DF_t.val,Cond1_DF_p.val,Cond1_DF_ p.adj,Cond1_DF_B,Cond1_DF_log2(MS55_01),Cond1_DF_log2(MS55_02),Cond1_DF_log2(MS55_03),Cond1_DF_log2(MS55_04),Cond1_DF_log2(MS55_05),Cond1_DF_log2(MS55_06),Cond1_DF_log2(MS55_07),Cond1_DF_log2(MS55_08),Cond1_DF_log2(MS55_17),Cond1_DF_log2(MS55_18),Cond1_DF_log2(MS55_19),Cond1_DF_log2(MS55_20),Cond1_DF_log2(MS55_21),Cond1_DF_log2(MS55_22),Cond1_DF_log2(MS55_23),Cond1_DF_log2(MS55_24),Cond1_DF_log2(MS55_33),Cond1_DF_log2(MS55_34),Cond1_DF_log2(MS55_35),Cond1_DF_log2(MS55_36),Cond1_DF_log2(MS55_37),Cond1_DF_log2(MS55_38),Cond1_DF_log2(MS55_39),Cond1_DF_log2(MS55_40),Cond1_DF_Cutoff_Specific.y,Cond2_DF_ Log2FC,Cond2_DF_AveExpr,Cond2_DF_t.val,Cond2_DF_p.val,Cond2_DF_ p.adj,Cond2_DF_B,Cond2_DF_log2(MS55_01),Cond2_DF_log2(MS55_02),Cond2_DF_log2(MS55_03),Cond2_DF_log2(MS55_04),Cond2_DF_log2(MS55_09),Cond2_DF_log2(MS55_10),Cond2_DF_log2(MS55_11),Cond2_DF_log2(MS55_12),Cond2_DF_log2(MS55_17),Cond2_DF_log2(MS55_18),Cond2_DF_log2(MS55_19),Cond2_DF_log2(MS55_20),Cond2_DF_log2(MS55_25),Cond2_DF_log2(MS55_26),Cond2_DF_log2(MS55_27),Cond2_DF_log2(MS55_28),Cond2_DF_log2(MS55_33),Cond2_DF_log2(MS55_34),Cond2_DF_log2(MS55_35),Cond2_DF_log2(MS55_36),Cond2_DF_log2(MS55_41),Cond2_DF_log2(MS55_42),Cond2_DF_log2(MS55_43),Cond2_DF_log2(MS55_44),RG1_Specific_Cond2,RG1_Specific_Cond1
mevalonic acid 5-pyrophosphate,TRUE,0.6109514564578831,0.04383885615512014,No Change,Significant Positive,TRUE,-0.13495342755757989,0.6667831643770423,No Change,Not Significant,TRUE,Cond1 Significant Positive + Cond2 Not Significant,None,None,0.6109514564578831,18.33195976520297,2.1958744023406447,0.033181896647798116,0.04383885615512014,-6.247641935769334,18.97923253898074,18.966476635512628,18.820324125115903,18.427466198045586,19.94088541528458,19.73751297393813,19.69556279842737,19.38129157483154,17.862547303740236,17.578662771338,17.602150744817774,17.16273890058101,18.459418571611682,18.530315182705586,18.881494523426884,18.976847289970706,18.47594228693923,18.347360474119302,18.828709906658595,17.911478777038084,18.20870763595305,18.06618507062024,17.80844662821497,18.607840475397005,Significant Positive,-0.13495342755757989,18.33195976520297,-0.48504799186488384,0.6299443155164322,0.6667831643770423,-8.469564436118565,18.97923253898074,18.966476635512628,18.820324125115903,18.427466198045586,18.92640710914593,18.567613706569723,18.09750924215094,18.461824340708606,17.862547303740236,17.578662771338,17.602150744817774,17.16273890058101,18.12050004226018,17.753009076471937,17.931456757857056,17.29670040110521,18.47594228693923,18.347360474119302,18.828709906658595,17.911478777038084,18.411083739356464,17.745433476179443,17.420684648241146,18.61142699214949,Cond1 No Change + Cond2 Not Significant,Cond2 No Change + Cond1 Significant Positive
myo-inositol,TRUE,1.08575557415233,4.5416587104679745e-22,UP,UP,TRUE,1.2838239180200226,5.893308487801881e-25,UP,UP,TRUE,Cond1 UP + Cond2 UP,core_UP,core_UP,1.08575557415233,27.523414650807094,18.36429333299173,8.28037223455487e-23,4.5416587104679745e-22,41.17334635952491,26.827580967666297,26.785332725691323,26.967970452583298,26.846721057774936,27.60726966098482,27.508713528626775,27.591891972346858,27.783991434889252,26.45022395604947,26.418242393335156,26.51639146120554,26.533478320337863,27.637426546142823,27.61519386389002,27.61912676304935,27.713728136470742,26.346187546767368,26.223917766495944,26.41144475621034,26.36177150863889,27.71515461123073,27.635930263741592,27.62666687458011,27.663236146631252,UP,1.2838239180200226,27.523414650807094,21.714389112703437,8.139928850555084e-26,5.893308487801881e-25,48.20859293084091,26.827580967666297,26.785332725691323,26.967970452583298,26.846721057774936,27.740819464336923,27.738186349348016,27.818763822386902,28.03339128548746,26.45022395604947,26.418242393335156,26.51639146120554,26.533478320337863,27.797067647486713,27.888202711108175,27.818249373275815,27.79631653552736,26.346187546767368,26.223917766495944,26.41144475621034,26.36177150863889,27.8110624370753,27.943612971733284,27.857582101545084,27.851895229685603,Cond1 UP + Cond2 UP,Cond2 UP + Cond1 UP
ophthalmate,TRUE,-1.9245031050888208,1.3163291978133147e-29,DOWN,DOWN,TRUE,-1.580229878425623,4.604010772043397e-26,DOWN,DOWN,TRUE,Cond1 DOWN + Cond2 DOWN,core_DOWN,core_DOWN,-1.9245031050888208,26.474675367946418,-28.176437342003258,1.1636059207189523e-30,1.3163291978133147e-29,59.5331310456945,27.82006739097691,27.882137194107994,27.76360732139197,27.695506059927936,26.005519561060733,25.985579153866873,26.066998240857128,25.860637364536192,27.605648988775144,27.691725585948426,27.63302273974996,27.682427701865244,25.45778927143869,25.567121282867568,25.72411835129213,25.69843460182807,27.47868702918682,27.446605018241698,27.601646733869597,27.44711593743179,25.525146209303273,25.503581696128673,25.57346188341727,25.685772823811007,DOWN,-1.580229878425623,26.474675367946418,-23.135971065822748,5.596035192538936e-27,4.604010772043397e-26,50.927898999019504,27.82006739097691,27.882137194107994,27.76360732139197,27.695506059927936,25.91458668696057,25.94961800414542,26.047899170363866,25.955109999382774,27.605648988775144,27.691725585948426,27.63302273974996,27.682427701865244,26.13024963297798,25.96264125805408,26.215660079937194,26.184051931443058,27.47868702918682,27.446605018241698,27.601646733869597,27.44711593743179,26.167775459873514,25.86769852806853,26.174086315001254,26.216062094157746,Cond1 DOWN + Cond2 DOWN,Cond2 DOWN + Cond1 DOWN
ornithine,TRUE,-2.134529226448958,9.233236013867193e-17,DOWN,DOWN,TRUE,-1.8126071453967896,2.5036236171451864e-14,DOWN,DOWN,TRUE,Cond1 DOWN + Cond2 DOWN,core_DOWN,core_DOWN,-2.134529226448958,21.241748872879313,-13.241398033323758,2.6526423907242763e-17,9.233236013867193e-17,28.299663758326897,22.81120403093288,22.736122899271315,22.830542715113868,22.61072865895083,19.64740365767965,20.646018753360973,21.802329661598577,20.36763789725155,22.619671804678013,22.739225213511375,22.922073906112185,22.600312922096744,19.980945097843126,20.668539122024715,20.428489584662394,20.206385788591675,22.465623990212222,22.647807852717175,22.88318758501977,22.635555669363026,20.770362615580392,20.932751439730943,20.917549471129917,20.519293441137936,DOWN,-1.8126071453967896,21.241748872879313,-11.244377632708689,8.57594830182329e-15,2.5036236171451864e-14,22.441335229603368,22.81120403093288,22.736122899271315,22.830542715113868,22.61072865895083,20.2999120940512,20.479598383476258,21.706619214925876,21.047541894642496,22.619671804678013,22.739225213511375,22.922073906112185,22.600312922096744,20.538157534583934,21.056724506240535,20.599851085179044,21.416867066669873,22.465623990212222,22.647807852717175,22.88318758501977,22.635555669363026,20.710227108070047,20.65291423319758,20.822651099198016,21.41970728298307,Cond1 DOWN + Cond2 DOWN,Cond2 DOWN + Cond1 DOWN
orotate,TRUE,-1.3173020424541804,0.0036346730292868843,DOWN,DOWN,TRUE,-1.0870484738182746,0.014750608207347285,DOWN,DOWN,TRUE,Cond1 DOWN + Cond2 DOWN,core_DOWN,core_DOWN,-1.3173020424541804,25.899049556254692,-3.197306079440144,0.0025101333075185665,0.0036346730292868843,-3.8751909061028735,25.742629010690766,25.800212813378284,25.148966369429317,25.26016240836045,24.62584684669802,25.42986313644432,24.68652437934338,24.36659908966655,27.620184671563123,27.64755567014558,27.5982267350943,28.00826888028279,25.049315949461043,25.17707675831527,25.06013485543617,25.054924670127555,25.557245387563494,25.584897208323405,25.79498959842927,25.334981945715445,24.924702422356347,24.99122315520866,24.95298889938397,24.97149602708479,DOWN,-1.0870484738182746,25.899049556254692,-2.6384432590038984,0.011327815142658966,0.014750608207347285,-5.27895764096556,25.742629010690766,25.800212813378284,25.148966369429317,25.26016240836045,24.87456902715224,25.096282561294117,24.633851715247424,24.73459651819271,27.620184671563123,27.64755567014558,27.5982267350943,28.00826888028279,25.225555813969713,25.54179383126307,25.224877396275545,25.176934025475003,25.557245387563494,25.584897208323405,25.79498959842927,25.334981945715445,25.503548007742044,25.579772276079524,25.268744033206353,25.193213807259223,Cond1 DOWN + Cond2 DOWN,Cond2 DOWN + Cond1 DOWN
orotidine,TRUE,2.3645145021390945,1.2484502740065731e-20,UP,UP,TRUE,2.2656356042015986,6.565395942586866e-20,UP,UP,TRUE,Cond1 UP + Cond2 UP,core_UP,core_UP,2.3645145021390945,29.436426012063247,16.873672259487847,2.48310551736114e-21,1.2484502740065731e-20,37.71836981523562,28.656292683504827,28.742649124093056,28.671977586480747,28.63812524319152,30.229493092369072,30.2256547741995,30.222489712633894,30.245507678398354,27.71278238818233,27.716154412797948,27.664816185879168,27.84774539404383,30.191126962041597,30.283047061137772,30.308669363937657,30.237607280289264,27.125735875228358,27.215310063845784,27.229670811413417,27.144807336671846,30.191693634212953,30.25176686191482,30.1384011936887,30.21478351617832,UP,2.2656356042015986,29.436426012063247,16.168051669862677,1.3420975131254919e-20,6.565395942586866e-20,36.00441105649426,28.656292683504827,28.742649124093056,28.671977586480747,28.63812524319152,30.05613144114064,30.195256508384148,30.053406799851345,30.044598906193787,27.71278238818233,27.716154412797948,27.664816185879168,27.84774539404383,30.19031476396527,30.198916846049578,30.180478309074154,30.20733243961968,27.125735875228358,27.215310063845784,27.229670811413417,27.144807336671846,30.13153495966587,30.038834848740805,30.10175960700361,30.155128926063078,Cond1 UP + Cond2 UP,Cond2 UP + Cond1 UP
pantothenate,TRUE,0.481701392160776,3.0256861633407867e-13,No Change,Significant Positive,TRUE,0.20130565614101315,1.2225609221485812e-4,No Change,Significant Positive,TRUE,Cond1 Significant Positive + Cond2 Significant Positive,None,None,0.481701392160776,30.23228931116608,10.394983078067057,1.170154869800304e-13,3.0256861633407867e-13,19.795765394935298,30.00449219408054,30.022126757882894,29.95329165326529,29.870574503320135,30.600805126015278,30.60910210363225,30.591868783917803,30.551380427505315,30.002490046454884,30.116730048118036,30.014754620798925,30.10087993171088,30.257763854549516,30.385683146050713,30.418520162974332,30.33320311003546,30.00418010090622,29.982887504403916,30.04899111110235,30.043981632970546,30.536524023523967,30.545510481872913,30.521817524929133,30.593618065937214,Significant Positive,0.20130565614101315,30.23228931116608,4.3441204928188935,7.63256266313755e-5,1.2225609221485812e-4,-0.5141908234055972,30.00449219408054,30.022126757882894,29.95329165326529,29.870574503320135,30.160548597002908,30.117034085547736,30.04341429078251,30.09120796288102,30.002490046454884,30.116730048118036,30.014754620798925,30.10087993171088,30.239730216713234,30.2592459242298,30.21623528404101,30.268302421054543,30.00418010090622,29.982887504403916,30.04899111110235,30.043981632970546,30.316872625214618,30.316306564649256,30.245040239548466,30.307109767041606,Cond1 No Change + Cond2 Significant Positive,Cond2 No Change + Cond1 Significant Positive
pentose phosphates,TRUE,-0.23049768274199067,8.270974447350599e-4,No Change,Significant Negative,TRUE,-0.23802399749077807,5.450992663376018e-4,No Change,Significant Negative,TRUE,Cond1 Significant Negative + Cond2 Significant Negative,None,None,-0.23049768274199067,22.793569712891102,-3.7350400866780626,5.163647030666396e-4,8.270974447350599e-4,-2.3671849822676574,23.04688559098098,23.019645507101956,22.989056953108477,22.813678303949384,22.92314944512377,23.032517587675684,23.01371646265434,22.76806505060402,22.87628459648971,23.105746257974246,23.042094102905967,22.947629526322427,22.332483779355897,22.56933432890466,22.761131942325452,22.71168295991644,22.914579230535892,23.016874970897693,23.17744586212293,22.901806252781828,22.67357219843299,22.668629381322617,22.716405149972854,22.915066675978885,Significant Negative,-0.23802399749077807,22.793569712891102,-3.8569983075038383,3.5536858247423763e-4,5.450992663376018e-4,-2.007171142715798,23.04688559098098,23.019645507101956,22.989056953108477,22.813678303949384,22.701043251411093,22.59746438868231,22.59159134269651,22.518750654063435,22.87628459648971,23.105746257974246,23.042094102905967,22.947629526322427,22.76816061675162,22.74253793977879,22.96745041268439,22.80149035013866,22.914579230535892,23.016874970897693,23.17744586212293,22.901806252781828,22.970876927090774,22.69286907601805,22.804241642536166,22.838962583430316,Cond1 No Change + Cond2 Significant Negative,Cond2 No Change + Cond1 Significant Negative
phenylalanine,TRUE,-0.9512372384151497,2.070269932395438e-18,No Change,Significant Negative,TRUE,-0.8381868403946342,2.117020059676971e-16,No Change,Significant Negative,TRUE,Cond1 Significant Negative + Cond2 Significant Negative,None,None,-0.9512372384151497,27.976314359397605,-14.697112923981349,5.375839050971579e-19,2.070269932395438e-18,32.25682649257337,28.737479446891665,28.693901055550803,28.72683276416109,28.606824237927842,27.817505397011765,27.71233881955084,27.757499798754377,27.722874913904658,28.325599710102452,28.42990514978141,28.425077857090482,28.458566140168127,27.229543886075835,27.545826570098104,27.590450458084526,27.46754150892969,28.628546527770258,28.562961657983873,28.77503824674409,28.526935254271564,27.667741128739355,27.565180488148968,27.720971443141483,27.685346775022186,Significant Negative,-0.8381868403946342,27.976314359397605,-12.950425138107036,5.965084146051134e-17,2.117020059676971e-16,27.477554568682148,28.737479446891665,28.693901055550803,28.72683276416109,28.606824237927842,27.919024721935596,27.725442046109404,27.509098051663546,27.68160345982921,28.325599710102452,28.42990514978141,28.425077857090482,28.458566140168127,27.725606504704036,27.710392098129205,27.723532424298913,27.65285835143831,28.628546527770258,28.562961657983873,28.77503824674409,28.526935254271564,27.93624934346758,27.642460126405993,27.682985176241854,27.93017365948433,Cond1 No Change + Cond2 Significant Negative,Cond2 No Change + Cond1 Significant Negative
phosphocreatine,TRUE,-8.13720982084769,1.1558180009048343e-45,DOWN,DOWN,TRUE,-7.431899601391638,7.150595095202359e-44,DOWN,DOWN,TRUE,Cond1 DOWN + Cond2 DOWN,core_DOWN,core_DOWN,-8.13720982084769,22.6202500242179,-66.76278287583776,1.9157204434886756e-47,1.1558180009048343e-45,98.373099543964,29.04349576585877,29.069663351604415,29.04187333043748,28.909044615601132,20.698354651105586,21.057570322937206,20.747353163148084,20.835062980665914,28.96161075252513,28.976554078979024,28.991964535151368,28.970111173744932,20.51264012590256,20.56451137555356,20.99923439291821,20.822308562928185,28.71813113594918,28.67880876064916,28.778340233827322,28.760151284512933,20.76723945545913,21.034492042151566,20.596323797564715,20.618140298333778,DOWN,-7.431899601391638,22.6202500242179,-60.975974611288365,1.1851815074921036e-45,7.150595095202359e-44,94.28383434460632,29.04349576585877,29.069663351604415,29.04187333043748,28.909044615601132,22.133138629344828,22.04856428757971,21.90508228891268,21.99494761021398,28.96161075252513,28.976554078979024,28.991964535151368,28.970111173744932,21.302381310776866,21.46474002286139,21.16108069721318,21.217149037461418,28.71813113594918,28.67880876064916,28.778340233827322,28.760151284512933,21.18985863339552,21.291833974462193,21.04071804984526,20.96745926007408,Cond1 DOWN + Cond2 DOWN,Cond2 DOWN + Cond1 DOWN
phosphoenolpyruvate,TRUE,-0.03119237701048405,0.8099383455644995,No Change,Not Significant,TRUE,0.6569839317906663,1.5191064500058374e-6,No Change,Significant Positive,TRUE,Cond1 Not Significant + Cond2 Significant Positive,None,None,-0.03119237701048405,23.31092558449237,-0.27105109643782105,0.7875643581179664,0.8099383455644995,-8.551920147027213,23.203102160079812,23.403029931039253,23.5106677217084,22.97470227885174,23.291130578519432,23.303918834842033,23.36834545153458,23.52212079594047,22.90845244295228,22.95527962415953,23.18048950636145,23.03715300945059,22.752958922185734,22.61922007262527,22.754067131548325,22.69833740878562,22.734923975723728,23.054865222337966,22.983684167145164,22.633653353483663,23.038597414838172,23.051251323768007,22.949297740694835,22.85644919388537,Not Significant,0.6569839317906663,23.31092558449237,5.708965847458103,7.889282116052416e-7,1.5191064500058374e-6,3.9923186337152465,23.203102160079812,23.403029931039253,23.5106677217084,22.97470227885174,24.04005507310559,24.01142895409494,24.109259333600615,23.319420823656575,22.90845244295228,22.95527962415953,23.18048950636145,23.03715300945059,23.488813338712546,23.923141375137057,23.991297172990755,23.29801150743675,22.734923975723728,23.054865222337966,22.983684167145164,22.633653353483663,23.503429220802985,23.80033396175366,23.823965258168815,23.154654555321386,Cond1 No Change + Cond2 Significant Positive,Cond2 No Change + Cond1 Not Significant
phosphoethanolamine,TRUE,-6.838386945818417,1.1089549523114188e-39,DOWN,DOWN,TRUE,-6.553335465031367,7.568500837722297e-39,DOWN,DOWN,TRUE,Cond1 DOWN + Cond2 DOWN,core_DOWN,core_DOWN,-6.838386945818417,22.723128899515718,-48.727242206112905,3.0634114704735324e-41,1.1089549523114188e-39,84.13417791399394,27.29709824654895,27.36894113152744,27.352110876998555,27.26547414336905,21.00809721499189,20.81618977719734,20.732568484628857,20.88441972804161,27.090884085023664,27.082306896290884,27.100933218389677,27.178430179089325,19.700609261185473,20.04195935259469,20.12047225928351,19.897750780762852,26.908784916661816,26.80556572540498,26.958576914898213,26.86662801391203,20.13953325414841,19.82598201038732,20.042921095397986,20.00458777967363,DOWN,-6.553335465031367,22.723128899515718,-46.696094706626184,2.0907460877685903e-40,7.568500837722297e-39,82.20571798686149,27.29709824654895,27.36894113152744,27.352110876998555,27.26547414336905,20.598686891063323,20.213181474625888,20.252152249505812,20.10256815011785,27.090884085023664,27.082306896290884,27.100933218389677,27.178430179089325,20.474798790272985,20.85967821070765,20.762250346449594,20.637298844815575,26.908784916661816,26.80556572540498,26.958576914898213,26.86662801391203,20.78557000163622,20.649427852630343,20.903100804224607,20.396995151688337,Cond1 DOWN + Cond2 DOWN,Cond2 DOWN + Cond1 DOWN
phosphorylcholine,TRUE,-1.2595965413874666,1.8782208490366084e-22,DOWN,DOWN,TRUE,-2.0108483209661614,8.4330299000757e-31,DOWN,DOWN,TRUE,Cond1 DOWN + Cond2 DOWN,core_DOWN,core_DOWN,-1.2595965413874666,33.14632858306181,-18.79587267752785,3.216842338128998e-23,1.8782208490366084e-22,42.13395386798463,34.61893984992131,34.71041419416304,34.615087107335206,34.535653853485016,33.4063883747974,33.384621685868225,33.31761131754217,33.340915078522215,34.328051528067824,34.40591129632685,34.322462049087655,34.409755437223474,32.81057719256622,32.97743437134971,33.020303941042805,32.90497720846853,34.18913947467512,34.15982048201034,34.2045398779746,34.153299230471845,33.06785954050874,33.088732604336236,33.06406062855011,33.15443394054034,DOWN,-2.0108483209661614,33.14632858306181,-30.006154965357467,7.45461206636526e-32,8.4330299000757e-31,62.319214354732154,34.61893984992131,34.71041419416304,34.615087107335206,34.535653853485016,32.381047469181404,32.30241885635962,32.24881166465995,32.295238901740326,34.328051528067824,34.40591129632685,34.322462049087655,34.409755437223474,32.424687425281924,32.39501823087187,32.43653666513838,32.44457219208866,34.18913947467512,34.15982048201034,34.2045398779746,34.153299230471845,32.440316534230675,32.33172651452165,32.376724279620646,32.44579579545322,Cond1 DOWN + Cond2 DOWN,Cond2 DOWN + Cond1 DOWN
proline,TRUE,-1.1370693948880302,3.1588142808982764e-27,DOWN,DOWN,TRUE,-1.0979089431895304,1.5136369606265678e-26,DOWN,DOWN,TRUE,Cond1 DOWN + Cond2 DOWN,core_DOWN,core_DOWN,-1.1370693948880302,33.65774729097695,-24.651411054500667,3.741693273446032e-28,3.1588142808982764e-27,53.67468501364044,34.578774842324194,34.62866513212362,34.659673027224805,34.54914563280569,33.400428753413884,33.31478565196677,33.43971819664677,33.3539411310118,34.40685627962883,34.4553060383542,34.47413710451384,34.51621379106388,33.110373230964136,33.23774702486344,33.34650052887961,33.33084276063456,34.43308224041886,34.361475953567954,34.538571306485316,34.364719432769164,33.38196168956585,33.459916443836164,33.46579221385813,33.47978041698285,DOWN,-1.0979089431895304,33.65774729097695,-23.802421189643123,1.6725270283166493e-27,1.5136369606265678e-26,52.15433865287129,34.578774842324194,34.62866513212362,34.659673027224805,34.54914563280569,33.22847770864333,33.32761469770076,33.290768874876036,33.36022736247385,34.40685627962883,34.4553060383542,34.47413710451384,34.51621379106388,33.40681722878877,33.4014318785711,33.42384818523128,33.37265856369083,34.43308224041886,34.361475953567954,34.538571306485316,34.364719432769164,33.47128643471334,33.44623280549471,33.52172515240779,33.54062457041414,Cond1 DOWN + Cond2 DOWN,Cond2 DOWN + Cond1 DOWN
propionylcarnitine,TRUE,-0.04473093366491554,0.616922782868759,No Change,Not Significant,TRUE,-0.45512292812935584,9.092411754926379e-7,No Change,Significant Negative,TRUE,Cond1 Not Significant + Cond2 Significant Negative,None,None,-0.04473093366491554,28.715841688573956,-0.5773198646256559,0.5665384560849305,0.616922782868759,-8.419810164592704,29.269318751082157,29.40433844476959,29.329913901251754,29.195674085412872,28.999484215951238,29.03741399094423,28.956065309031214,28.813243274750644,28.76349864198563,28.849802704494653,28.804990537069745,28.881682078020674,28.570944236902896,28.811301892766487,28.93382977116575,28.804222627546366,28.65402305560427,28.64927468418824,28.75686297591572,28.674080229286567,28.912405684199047,28.94740603115446,28.926652772418112,28.983719078272404,Not Significant,-0.45512292812935584,28.715841688573956,-5.874044776797483,4.4708543988312035e-7,9.092411754926379e-7,4.556887978900658,29.269318751082157,29.40433844476959,29.329913901251754,29.195674085412872,28.347704551815596,28.417864140463955,28.334122286495937,28.352234991485883,28.76349864198563,28.849802704494653,28.804990537069745,28.881682078020674,28.422724941437156,28.414794996931686,28.390497589249684,28.348914840609012,28.65402305560427,28.64927468418824,28.75686297591572,28.674080229286567,28.703362254955465,28.59967700278304,28.70491208379765,28.735175271504573,Cond1 No Change + Cond2 Significant Negative,Cond2 No Change + Cond1 Not Significant
pyroglutamic acid,TRUE,-0.26955965945870375,7.73573828656732e-4,No Change,Significant Negative,TRUE,-0.2302977985004908,0.003349777821277879,No Change,Significant Negative,TRUE,Cond1 Significant Negative + Cond2 Significant Negative,None,None,-0.26955965945870375,28.299582775584984,-3.7599115923075908,4.7867551828482865e-4,7.73573828656732e-4,-2.2942594112286416,28.63280018665512,28.535700488471463,28.371013711295713,28.223860634168012,28.345640347329763,28.44450580073209,28.46443070115959,28.266610187840758,28.1684249631232,28.411489694533927,28.354711243790387,28.372463906562988,27.956014673296647,28.26071677152086,28.204366854506507,27.963819074417895,28.685131072179328,28.73731223708055,28.86999447927692,28.719805160767628,28.246790194776015,28.216897666664558,28.296985258147707,28.181214334008434,Significant Negative,-0.2302977985004908,28.299582775584984,-3.212273542724103,0.002405917772188532,0.003349777821277879,-3.8351426676923523,28.63280018665512,28.535700488471463,28.371013711295713,28.223860634168012,28.51075556192281,28.32223242220421,28.25405792749845,28.25781799776841,28.1684249631232,28.411489694533927,28.354711243790387,28.372463906562988,28.138867857827396,28.280146268727616,28.052288568963675,28.21477137192373,28.685131072179328,28.73731223708055,28.86999447927692,28.719805160767628,28.458688127455396,28.162727523167842,28.211923819633835,28.454856748805952,Cond1 No Change + Cond2 Significant Negative,Cond2 No Change + Cond1 Significant Negative
pyruvate,TRUE,0.021446322829902442,0.8615189988598522,No Change,Not Significant,TRUE,0.11685478497476609,0.3618020761980148,No Change,Not Significant,TRUE,Cond1 Not Significant + Cond2 Not Significant,None,None,0.021446322829902442,24.424871166683847,0.18151705644919028,0.8567592253854883,0.8615189988598522,-8.57258976922841,24.602695571582938,24.43719841938356,24.249261175155645,24.266619131199967,24.636893471681304,24.48692552588498,24.375716562804737,24.42385552845298,24.001064321806023,24.14035069557896,23.744968271284794,24.002156970243366,23.712011162377927,23.945870199475557,23.943848401384454,23.93670617830751,24.62354990821291,24.44450754721041,24.657825608610526,24.4308882330014,24.614899963251776,24.512259362984423,24.603415908468204,24.666039462155464,Not Significant,0.11685478497476609,24.424871166683847,0.9890337270801539,0.327820665726378,0.3618020761980148,-8.09509284540409,24.602695571582938,24.43719841938356,24.249261175155645,24.266619131199967,24.339694654695002,24.47091589329825,23.7891960827553,24.44583677739138,24.001064321806023,24.14035069557896,23.744968271284794,24.002156970243366,24.475354916217174,24.46532398502129,24.240232158960893,24.281795920912753,24.62354990821291,24.44450754721041,24.657825608610526,24.4308882330014,24.864051909626404,24.422921685836982,24.314760602721982,24.893258685530217,Cond1 No Change + Cond2 Not Significant,Cond2 No Change + Cond1 Not Significant
sedoheptulose 7-phosphate,TRUE,-1.2987984498815628,1.6015818670525685e-17,DOWN,DOWN,TRUE,-0.4624045770641594,1.8559103906765858e-5,No Change,Significant Negative,TRUE,Cond1 DOWN + Cond2 Significant Negative,core_DOWN,Cond1_DOWN,-1.2987984498815628,19.014526944318803,-13.898321588133873,4.424259301250189e-18,1.6015818670525685e-17,30.117159300682264,19.55337800962148,19.445777065254223,19.48928857802546,19.10775718730353,18.264099869965,18.332952730131723,18.34903112277639,18.067691196098565,19.62159726222805,19.761293255607345,19.524092780593204,19.685450033174014,18.212632200950846,18.340314870306308,18.798160994071477,18.2513724766609,19.749980713645684,19.68802325857734,19.999367695884303,19.743315547294905,18.21570544084691,18.39349536703969,18.1613619290233,18.39692179075968,DOWN,-0.4624045770641594,19.014526944318803,-4.94814843399972,1.0458721538619435e-5,1.8559103906765858e-5,1.4349087679441919,19.55337800962148,19.445777065254223,19.48928857802546,19.10775718730353,19.248074228517503,19.083715362869317,18.517400369638505,18.99051744952519,19.62159726222805,19.761293255607345,19.524092780593204,19.685450033174014,19.27757294416623,19.371714558415796,18.945835948071878,19.445302088083753,19.749980713645684,19.68802325857734,19.999367695884303,19.743315547294905,19.16991746977496,18.960735854574985,19.351805502190206,19.457874686611355,Cond1 DOWN + Cond2 Significant Negative,Cond2 No Change + Cond1 DOWN
serine,TRUE,-3.2012900280177092,1.0417122960872783e-35,DOWN,DOWN,TRUE,-2.941864385002244,4.056887471280113e-34,DOWN,DOWN,TRUE,Cond1 DOWN + Cond2 DOWN,core_DOWN,core_DOWN,-3.2012900280177092,23.616409452660584,-39.235267884929286,5.17978489767155e-37,1.0417122960872783e-35,74.33465200479566,26.12485911812423,26.07895988799137,26.0964503665468,25.985007498765032,22.863640590895752,22.693787827900746,22.957224034731762,22.60352071821416,25.764622611121172,25.718325316011672,25.863570694489947,25.857194120071878,22.21695587404589,22.624986801049246,22.414680556557148,22.297713736643065,25.645103257088245,25.43607600222827,25.63113510371517,25.505476573715356,22.571674755087777,22.683000848007676,22.717636323547335,22.646478146976044,DOWN,-2.941864385002244,23.616409452660584,-36.05572635296925,2.241374293524924e-35,4.056887471280113e-34,70.52892758690274,26.12485911812423,26.07895988799137,26.0964503665468,25.985007498765032,23.081709504962106,22.971880040141293,22.94858250885783,22.889052421869145,25.764622611121172,25.718325316011672,25.863570694489947,25.857194120071878,22.846862725610336,22.875257162803393,22.61256621233,22.919942429297556,25.645103257088245,25.43607600222827,25.63113510371517,25.505476573715356,22.984168429448157,22.583860529944932,22.749507680261853,22.94101828431561,Cond1 DOWN + Cond2 DOWN,Cond2 DOWN + Cond1 DOWN
