"";"original_row_id";"Metabolite";"CAS_commonName";"CAS";"SUPER_PATHWAY";"SUB_PATHWAY";"COMP_ID";"PLATFORM";"RI";"MASS";"PUBCHEM";"KEGG";"HMDB";"CHEBI";"row_id";"seed1_type";"seed1_id";"seed2_type";"seed2_id";"pair_compatible";"compatibility_path";"n_seed_ids";"all_seed_ids_compatible"
"95";"276";"gamma-glutamylcysteine";"gamma-Glutamylcysteine";"636-58-8";"Peptide";"gamma-glutamyl";"1778";"LC/MS Pos";"1274";"251.1";"842";"C00669";"HMDB01049";NA;276;"HMDB";"HMDB0001049";"PUBCHEM";"842";FALSE;"no_match";3;FALSE
"96";"276";"gamma-glutamylcysteine";"gamma-Glutamylcysteine";"636-58-8";"Peptide";"gamma-glutamyl";"1778";"LC/MS Pos";"1274";"251.1";"842";"C00669";"HMDB01049";NA;276;"KEGG";"C00669";"PUBCHEM";"842";FALSE;"no_match";3;FALSE
"97";"286";"glucose";NA;"50-99-7";"Carbohydrate";"Glycolysis, gluconeogenesis, pyruvate metabolism";"20488";"GC/MS";"1866.8";"217.1";"79025";"C00031";"HMDB00122";NA;286;"HMDB";"HMDB0000122";"KEGG";"C00031";TRUE;"direct";3;FALSE
"98";"286";"glucose";NA;"50-99-7";"Carbohydrate";"Glycolysis, gluconeogenesis, pyruvate metabolism";"20488";"GC/MS";"1866.8";"217.1";"79025";"C00031";"HMDB00122";NA;286;"HMDB";"HMDB0000122";"PUBCHEM";"79025";FALSE;"no_match";3;FALSE
"99";"286";"glucose";NA;"50-99-7";"Carbohydrate";"Glycolysis, gluconeogenesis, pyruvate metabolism";"20488";"GC/MS";"1866.8";"217.1";"79025";"C00031";"HMDB00122";NA;286;"KEGG";"C00031";"PUBCHEM";"79025";FALSE;"no_match";3;FALSE
"100";"300";"glycerol 3-phosphate (G3P)";NA;"29849-82-9";"Lipid";"Glycerolipid metabolism";"15365";"GC/MS";"1719.7";"357.1";"754";"C00093";"HMDB00126";NA;300;"HMDB";"HMDB0000126";"KEGG";"C00093";TRUE;"direct";3;FALSE
"101";"300";"glycerol 3-phosphate (G3P)";NA;"29849-82-9";"Lipid";"Glycerolipid metabolism";"15365";"GC/MS";"1719.7";"357.1";"754";"C00093";"HMDB00126";NA;300;"HMDB";"HMDB0000126";"PUBCHEM";"754";FALSE;"no_match";3;FALSE
"102";"300";"glycerol 3-phosphate (G3P)";NA;"29849-82-9";"Lipid";"Glycerolipid metabolism";"15365";"GC/MS";"1719.7";"357.1";"754";"C00093";"HMDB00126";NA;300;"KEGG";"C00093";"PUBCHEM";"754";FALSE;"no_match";3;FALSE
"103";"305";"glycolate (hydroxyacetate)";"Glycolic acid";"79-14-1";"Xenobiotics";"Chemical";"15737";"GC/MS";"1119";"177";"757, 5460308";"C00160";"HMDB00115";NA;305;"HMDB";"HMDB0000115";"KEGG";"C00160";FALSE;"no_match";4;FALSE
"104";"305";"glycolate (hydroxyacetate)";"Glycolic acid";"79-14-1";"Xenobiotics";"Chemical";"15737";"GC/MS";"1119";"177";"757, 5460308";"C00160";"HMDB00115";NA;305;"HMDB";"HMDB0000115";"PUBCHEM";"757";TRUE;"direct";4;FALSE
"105";"305";"glycolate (hydroxyacetate)";"Glycolic acid";"79-14-1";"Xenobiotics";"Chemical";"15737";"GC/MS";"1119";"177";"757, 5460308";"C00160";"HMDB00115";NA;305;"HMDB";"HMDB0000115";"PUBCHEM";"5460308";TRUE;"direct";4;FALSE
"106";"305";"glycolate (hydroxyacetate)";"Glycolic acid";"79-14-1";"Xenobiotics";"Chemical";"15737";"GC/MS";"1119";"177";"757, 5460308";"C00160";"HMDB00115";NA;305;"KEGG";"C00160";"PUBCHEM";"757";FALSE;"no_match";4;FALSE
"107";"305";"glycolate (hydroxyacetate)";"Glycolic acid";"79-14-1";"Xenobiotics";"Chemical";"15737";"GC/MS";"1119";"177";"757, 5460308";"C00160";"HMDB00115";NA;305;"KEGG";"C00160";"PUBCHEM";"5460308";FALSE;"no_match";4;FALSE
"108";"305";"glycolate (hydroxyacetate)";"Glycolic acid";"79-14-1";"Xenobiotics";"Chemical";"15737";"GC/MS";"1119";"177";"757, 5460308";"C00160";"HMDB00115";NA;305;"PUBCHEM";"757";"PUBCHEM";"5460308";TRUE;"secondary";4;FALSE
"109";"322";"gulono-1,4-lactone";"L-Gulonolactone";"1128-23-0";"Cofactors and vitamins";"Ascorbate and aldarate metabolism";"33454";"GC/MS";"1862";"333.1";"608";"C01040";"HMDB03466";NA;322;"HMDB";"HMDB0003466";"KEGG";"C01040";TRUE;"direct";3;FALSE
"110";"322";"gulono-1,4-lactone";"L-Gulonolactone";"1128-23-0";"Cofactors and vitamins";"Ascorbate and aldarate metabolism";"33454";"GC/MS";"1862";"333.1";"608";"C01040";"HMDB03466";NA;322;"HMDB";"HMDB0003466";"PUBCHEM";"608";FALSE;"no_match";3;FALSE
"111";"322";"gulono-1,4-lactone";"L-Gulonolactone";"1128-23-0";"Cofactors and vitamins";"Ascorbate and aldarate metabolism";"33454";"GC/MS";"1862";"333.1";"608";"C01040";"HMDB03466";NA;322;"KEGG";"C01040";"PUBCHEM";"608";FALSE;"no_match";3;FALSE
"112";"324";"hexanoylcarnitine";NA;"6920-35-0";"Lipid";"Carnitine metabolism";"32328";"LC/MS Pos";"3174";"260.2";"6426853";"C01585";"HMDB00705";NA;324;"HMDB";"HMDB0000705";"KEGG";"C01585";FALSE;"no_match";3;FALSE
"113";"324";"hexanoylcarnitine";NA;"6920-35-0";"Lipid";"Carnitine metabolism";"32328";"LC/MS Pos";"3174";"260.2";"6426853";"C01585";"HMDB00705";NA;324;"HMDB";"HMDB0000705";"PUBCHEM";"6426853";TRUE;"direct";3;FALSE
"114";"324";"hexanoylcarnitine";NA;"6920-35-0";"Lipid";"Carnitine metabolism";"32328";"LC/MS Pos";"3174";"260.2";"6426853";"C01585";"HMDB00705";NA;324;"KEGG";"C01585";"PUBCHEM";"6426853";FALSE;"no_match";3;FALSE
"115";"389";"maltopentaose";"Maltopentaose";"34620-76-3";"Carbohydrate";"Fructose, mannose, galactose, starch, and sucrose metabolism";"35163";"LC/MS Neg";"1100";"827.1";"3710145";"C06218";"HMDB12254";NA;389;"HMDB";"HMDB0012254";"KEGG";"C06218";FALSE;"no_match";3;FALSE
"116";"389";"maltopentaose";"Maltopentaose";"34620-76-3";"Carbohydrate";"Fructose, mannose, galactose, starch, and sucrose metabolism";"35163";"LC/MS Neg";"1100";"827.1";"3710145";"C06218";"HMDB12254";NA;389;"HMDB";"HMDB0012254";"PUBCHEM";"3710145";TRUE;"direct";3;FALSE
"117";"389";"maltopentaose";"Maltopentaose";"34620-76-3";"Carbohydrate";"Fructose, mannose, galactose, starch, and sucrose metabolism";"35163";"LC/MS Neg";"1100";"827.1";"3710145";"C06218";"HMDB12254";NA;389;"KEGG";"C06218";"PUBCHEM";"3710145";FALSE;"no_match";3;FALSE
"118";"390";"maltose";NA;"6363-53-7";"Carbohydrate";"Fructose, mannose, galactose, starch, and sucrose metabolism";"15804";"GC/MS";"2176.1999999999998";"204.1";"439341";"C00208";"HMDB00163";NA;390;"HMDB";"HMDB0000163";"KEGG";"C00208";TRUE;"direct";3;FALSE
"119";"390";"maltose";NA;"6363-53-7";"Carbohydrate";"Fructose, mannose, galactose, starch, and sucrose metabolism";"15804";"GC/MS";"2176.1999999999998";"204.1";"439341";"C00208";"HMDB00163";NA;390;"HMDB";"HMDB0000163";"PUBCHEM";"439341";FALSE;"no_match";3;FALSE
"120";"390";"maltose";NA;"6363-53-7";"Carbohydrate";"Fructose, mannose, galactose, starch, and sucrose metabolism";"15804";"GC/MS";"2176.1999999999998";"204.1";"439341";"C00208";"HMDB00163";NA;390;"KEGG";"C00208";"PUBCHEM";"439341";FALSE;"no_match";3;FALSE
"121";"428";"ornithine";"Ornithine";"3184-13-2";"Amino acid";"Urea cycle, arginine-, proline-, metabolism";"1493";"GC/MS";"1763.8";"141.9";"6262";"C00077";"HMDB03374";NA;428;"HMDB";"HMDB0003374";"KEGG";"C00077";FALSE;"no_match";3;FALSE
"122";"428";"ornithine";"Ornithine";"3184-13-2";"Amino acid";"Urea cycle, arginine-, proline-, metabolism";"1493";"GC/MS";"1763.8";"141.9";"6262";"C00077";"HMDB03374";NA;428;"HMDB";"HMDB0003374";"PUBCHEM";"6262";FALSE;"no_match";3;FALSE
"123";"428";"ornithine";"Ornithine";"3184-13-2";"Amino acid";"Urea cycle, arginine-, proline-, metabolism";"1493";"GC/MS";"1763.8";"141.9";"6262";"C00077";"HMDB03374";NA;428;"KEGG";"C00077";"PUBCHEM";"6262";TRUE;"direct";3;FALSE
"124";"442";"phenylacetylglutamine";"Phenylacetylglutamine";"28047-15-6";"Amino acid";"Phenylalanine & tyrosine metabolism";"35126";"LC/MS Pos";"2868";"265.2";"306137";"C04148";"HMDB06344";NA;442;"HMDB";"HMDB0006344";"KEGG";"C04148";TRUE;"direct";3;FALSE
"125";"442";"phenylacetylglutamine";"Phenylacetylglutamine";"28047-15-6";"Amino acid";"Phenylalanine & tyrosine metabolism";"35126";"LC/MS Pos";"2868";"265.2";"306137";"C04148";"HMDB06344";NA;442;"HMDB";"HMDB0006344";"PUBCHEM";"306137";FALSE;"no_match";3;FALSE
"126";"442";"phenylacetylglutamine";"Phenylacetylglutamine";"28047-15-6";"Amino acid";"Phenylalanine & tyrosine metabolism";"35126";"LC/MS Pos";"2868";"265.2";"306137";"C04148";"HMDB06344";NA;442;"KEGG";"C04148";"PUBCHEM";"306137";FALSE;"no_match";3;FALSE
"127";"487";"ribulose";NA;"488-84-6";"Carbohydrate";"Nucleotide sugars, pentose metabolism";"35855";"GC/MS";"1662";"306.10000000000002";"12358756";"C00309";"HMDB00621, HMDB03371";NA;487;"HMDB";"HMDB0000621";"HMDB";"HMDB0003371";FALSE;"no_match";4;FALSE
"128";"487";"ribulose";NA;"488-84-6";"Carbohydrate";"Nucleotide sugars, pentose metabolism";"35855";"GC/MS";"1662";"306.10000000000002";"12358756";"C00309";"HMDB00621, HMDB03371";NA;487;"HMDB";"HMDB0000621";"KEGG";"C00309";TRUE;"direct";4;FALSE
"129";"487";"ribulose";NA;"488-84-6";"Carbohydrate";"Nucleotide sugars, pentose metabolism";"35855";"GC/MS";"1662";"306.10000000000002";"12358756";"C00309";"HMDB00621, HMDB03371";NA;487;"HMDB";"HMDB0000621";"PUBCHEM";"12358756";TRUE;"direct";4;FALSE
"130";"487";"ribulose";NA;"488-84-6";"Carbohydrate";"Nucleotide sugars, pentose metabolism";"35855";"GC/MS";"1662";"306.10000000000002";"12358756";"C00309";"HMDB00621, HMDB03371";NA;487;"HMDB";"HMDB0003371";"KEGG";"C00309";FALSE;"no_match";4;FALSE
"131";"487";"ribulose";NA;"488-84-6";"Carbohydrate";"Nucleotide sugars, pentose metabolism";"35855";"GC/MS";"1662";"306.10000000000002";"12358756";"C00309";"HMDB00621, HMDB03371";NA;487;"HMDB";"HMDB0003371";"PUBCHEM";"12358756";FALSE;"no_match";4;FALSE
"132";"487";"ribulose";NA;"488-84-6";"Carbohydrate";"Nucleotide sugars, pentose metabolism";"35855";"GC/MS";"1662";"306.10000000000002";"12358756";"C00309";"HMDB00621, HMDB03371";NA;487;"KEGG";"C00309";"PUBCHEM";"12358756";TRUE;"direct";4;FALSE
"133";"493";"serine";"L-Serine";"56-45-1";"Amino acid";"Glycine, serine and threonine metabolism";"1648";"GC/MS";"1389.1";"204";"5951, 617";"C00065";"HMDB03406";NA;493;"HMDB";"HMDB0003406";"KEGG";"C00065";FALSE;"no_match";4;FALSE
"134";"493";"serine";"L-Serine";"56-45-1";"Amino acid";"Glycine, serine and threonine metabolism";"1648";"GC/MS";"1389.1";"204";"5951, 617";"C00065";"HMDB03406";NA;493;"HMDB";"HMDB0003406";"PUBCHEM";"5951";FALSE;"no_match";4;FALSE
"135";"493";"serine";"L-Serine";"56-45-1";"Amino acid";"Glycine, serine and threonine metabolism";"1648";"GC/MS";"1389.1";"204";"5951, 617";"C00065";"HMDB03406";NA;493;"HMDB";"HMDB0003406";"PUBCHEM";"617";FALSE;"no_match";4;FALSE
"136";"493";"serine";"L-Serine";"56-45-1";"Amino acid";"Glycine, serine and threonine metabolism";"1648";"GC/MS";"1389.1";"204";"5951, 617";"C00065";"HMDB03406";NA;493;"KEGG";"C00065";"PUBCHEM";"5951";TRUE;"direct";4;FALSE
"137";"493";"serine";"L-Serine";"56-45-1";"Amino acid";"Glycine, serine and threonine metabolism";"1648";"GC/MS";"1389.1";"204";"5951, 617";"C00065";"HMDB03406";NA;493;"KEGG";"C00065";"PUBCHEM";"617";TRUE;"direct";4;FALSE
"138";"493";"serine";"L-Serine";"56-45-1";"Amino acid";"Glycine, serine and threonine metabolism";"1648";"GC/MS";"1389.1";"204";"5951, 617";"C00065";"HMDB03406";NA;493;"PUBCHEM";"5951";"PUBCHEM";"617";TRUE;"secondary";4;FALSE
"139";"512";"tartarate";NA;"87-69-4, 6106-24-7";"Xenobiotics";"Food component/Plant";"15336";"GC/MS";"1626.1";"292.10000000000002";"875";"C00898";"HMDB00956";NA;512;"HMDB";"HMDB0000956";"KEGG";"C00898";TRUE;"direct";3;FALSE
"140";"512";"tartarate";NA;"87-69-4, 6106-24-7";"Xenobiotics";"Food component/Plant";"15336";"GC/MS";"1626.1";"292.10000000000002";"875";"C00898";"HMDB00956";NA;512;"HMDB";"HMDB0000956";"PUBCHEM";"875";FALSE;"no_match";3;FALSE
"141";"512";"tartarate";NA;"87-69-4, 6106-24-7";"Xenobiotics";"Food component/Plant";"15336";"GC/MS";"1626.1";"292.10000000000002";"875";"C00898";"HMDB00956";NA;512;"KEGG";"C00898";"PUBCHEM";"875";FALSE;"no_match";3;FALSE
"142";"555";"valylasparagine";"Valylasparagine";"66170-00-1";"Peptide";"Dipeptide";"40727";"LC/MS Neg";"1334";"230.2";"10357, 439193";"C00252";"HMDB02923";NA;555;"HMDB";"HMDB0002923";"KEGG";"C00252";FALSE;"no_match";4;FALSE
"143";"555";"valylasparagine";"Valylasparagine";"66170-00-1";"Peptide";"Dipeptide";"40727";"LC/MS Neg";"1334";"230.2";"10357, 439193";"C00252";"HMDB02923";NA;555;"HMDB";"HMDB0002923";"PUBCHEM";"10357";TRUE;"direct";4;FALSE
"144";"555";"valylasparagine";"Valylasparagine";"66170-00-1";"Peptide";"Dipeptide";"40727";"LC/MS Neg";"1334";"230.2";"10357, 439193";"C00252";"HMDB02923";NA;555;"HMDB";"HMDB0002923";"PUBCHEM";"439193";TRUE;"direct";4;FALSE
"145";"555";"valylasparagine";"Valylasparagine";"66170-00-1";"Peptide";"Dipeptide";"40727";"LC/MS Neg";"1334";"230.2";"10357, 439193";"C00252";"HMDB02923";NA;555;"KEGG";"C00252";"PUBCHEM";"10357";FALSE;"no_match";4;FALSE
"146";"555";"valylasparagine";"Valylasparagine";"66170-00-1";"Peptide";"Dipeptide";"40727";"LC/MS Neg";"1334";"230.2";"10357, 439193";"C00252";"HMDB02923";NA;555;"KEGG";"C00252";"PUBCHEM";"439193";FALSE;"no_match";4;FALSE
"147";"555";"valylasparagine";"Valylasparagine";"66170-00-1";"Peptide";"Dipeptide";"40727";"LC/MS Neg";"1334";"230.2";"10357, 439193";"C00252";"HMDB02923";NA;555;"PUBCHEM";"10357";"PUBCHEM";"439193";TRUE;"secondary";4;FALSE
"148";"571";"venlafaxine";"Venlafaxine";"93413-69-5";"Xenobiotics";"Drug";"38623";"LC/MS Pos";"3700";"278.2";"5656";"C07187";"HMDB05016";NA;571;"HMDB";"HMDB0005016";"KEGG";"C07187";TRUE;"direct";3;FALSE
"149";"571";"venlafaxine";"Venlafaxine";"93413-69-5";"Xenobiotics";"Drug";"38623";"LC/MS Pos";"3700";"278.2";"5656";"C07187";"HMDB05016";NA;571;"HMDB";"HMDB0005016";"PUBCHEM";"5656";FALSE;"no_match";3;FALSE
"150";"571";"venlafaxine";"Venlafaxine";"93413-69-5";"Xenobiotics";"Drug";"38623";"LC/MS Pos";"3700";"278.2";"5656";"C07187";"HMDB05016";NA;571;"KEGG";"C07187";"PUBCHEM";"5656";FALSE;"no_match";3;FALSE
"151";"574";"xylitol";"D-Xylitol";"87-99-0";"Carbohydrate";"Nucleotide sugars, pentose metabolism";"41319";"GC/MS";"1677.6";"217";"6912";"C00379";"HMDB00568";NA;574;"HMDB";"HMDB0000568";"KEGG";"C00379";FALSE;"no_match";3;FALSE
"152";"574";"xylitol";"D-Xylitol";"87-99-0";"Carbohydrate";"Nucleotide sugars, pentose metabolism";"41319";"GC/MS";"1677.6";"217";"6912";"C00379";"HMDB00568";NA;574;"HMDB";"HMDB0000568";"PUBCHEM";"6912";FALSE;"no_match";3;FALSE
"153";"574";"xylitol";"D-Xylitol";"87-99-0";"Carbohydrate";"Nucleotide sugars, pentose metabolism";"41319";"GC/MS";"1677.6";"217";"6912";"C00379";"HMDB00568";NA;574;"KEGG";"C00379";"PUBCHEM";"6912";TRUE;"direct";3;FALSE
