"";"MetaboliteID";"Description";"term";"Metabolite";"pubchem";"Metabolite_Name";"Log2FC";"t.val";"p.val";"p.adj"
"24";"C00002";"map01232";"Nucleotide metabolism";"ATP";"3304";NA;NA;NA;NA;NA
"25";"C00002";"map04080";"Neuroactive ligand-receptor interaction";"ATP";"3304";NA;NA;NA;NA;NA
"26";"C00002";"map04621";"NOD-like receptor signaling pathway";"ATP";"3304";NA;NA;NA;NA;NA
"27";"C00002";"map04142";"Lysosome";"ATP";"3304";NA;NA;NA;NA;NA
"28";"C00002";"map04714";"Thermogenesis";"ATP";"3304";NA;NA;NA;NA;NA
"29";"C00002";"map04148";"Efferocytosis";"ATP";"3304";NA;NA;NA;NA;NA
"30";"C00002";"map04924";"Renin secretion";"ATP";"3304";NA;NA;NA;NA;NA
"31";"C00002";"map04750";"Inflammatory mediator regulation of TRP channels";"ATP";"3304";NA;NA;NA;NA;NA
"32";"C00002";"map05133";"Pertussis";"ATP";"3304";NA;NA;NA;NA;NA
"33";"C00002";"map04930";"Type II diabetes mellitus";"ATP";"3304";NA;NA;NA;NA;NA
"34";"C00003";"map05208";"Chemical carcinogenesis - reactive oxygen species";"NAD+";"3305";"nicotinamide adenine dinucleotide (NAD+)";-1,68329713980365;-5,57446128890262;9,18792556127214e-08;2,39137788581056e-07
"35";"C00003";"map04212";"Longevity regulating pathway - worm";"NAD+";"3305";"nicotinamide adenine dinucleotide (NAD+)";-1,68329713980365;-5,57446128890262;9,18792556127214e-08;2,39137788581056e-07
"36";"C00003";"map04925";"Aldosterone synthesis and secretion";"NAD+";"3305";"nicotinamide adenine dinucleotide (NAD+)";-1,68329713980365;-5,57446128890262;9,18792556127214e-08;2,39137788581056e-07
"37";"C00003";"map04211";"Longevity regulating pathway";"NAD+";"3305";"nicotinamide adenine dinucleotide (NAD+)";-1,68329713980365;-5,57446128890262;9,18792556127214e-08;2,39137788581056e-07
"38";"C00003";"map04936";"Alcoholic liver disease";"NAD+";"3305";"nicotinamide adenine dinucleotide (NAD+)";-1,68329713980365;-5,57446128890262;9,18792556127214e-08;2,39137788581056e-07
"39";"C00003";"map01240";"Biosynthesis of cofactors";"NAD+";"3305";"nicotinamide adenine dinucleotide (NAD+)";-1,68329713980365;-5,57446128890262;9,18792556127214e-08;2,39137788581056e-07
"40";"C00003";"map04148";"Efferocytosis";"NAD+";"3305";"nicotinamide adenine dinucleotide (NAD+)";-1,68329713980365;-5,57446128890262;9,18792556127214e-08;2,39137788581056e-07
"41";"C00003";"map04977";"Vitamin digestion and absorption";"NAD+";"3305";"nicotinamide adenine dinucleotide (NAD+)";-1,68329713980365;-5,57446128890262;9,18792556127214e-08;2,39137788581056e-07
"42";"C00003";"map00190";"Oxidative phosphorylation";"NAD+";"3305";"nicotinamide adenine dinucleotide (NAD+)";-1,68329713980365;-5,57446128890262;9,18792556127214e-08;2,39137788581056e-07
"43";"C00003";"map01100";"Metabolic pathways";"NAD+";"3305";"nicotinamide adenine dinucleotide (NAD+)";-1,68329713980365;-5,57446128890262;9,18792556127214e-08;2,39137788581056e-07
"44";"C00003";"map00730";"Thiamine metabolism";"NAD+";"3305";"nicotinamide adenine dinucleotide (NAD+)";-1,68329713980365;-5,57446128890262;9,18792556127214e-08;2,39137788581056e-07
"45";"C00003";"map00983";"Drug metabolism - other enzymes";"NAD+";"3305";"nicotinamide adenine dinucleotide (NAD+)";-1,68329713980365;-5,57446128890262;9,18792556127214e-08;2,39137788581056e-07
"46";"C00003";"map00760";"Nicotinate and nicotinamide metabolism";"NAD+";"3305";"nicotinamide adenine dinucleotide (NAD+)";-1,68329713980365;-5,57446128890262;9,18792556127214e-08;2,39137788581056e-07
"47";"C00003";"map04152";"AMPK signaling pathway";"NAD+";"3305";"nicotinamide adenine dinucleotide (NAD+)";-1,68329713980365;-5,57446128890262;9,18792556127214e-08;2,39137788581056e-07
"48";"C00004";"map00190";"Oxidative phosphorylation";"NADH";"3306";"nicotinamide adenine dinucleotide reduced (NADH)";0,146400162291731;1,10643324461057;0,270048208854277;0,317376245457604
"49";"C00004";"map04925";"Aldosterone synthesis and secretion";"NADH";"3306";"nicotinamide adenine dinucleotide reduced (NADH)";0,146400162291731;1,10643324461057;0,270048208854277;0,317376245457604
"50";"C00004";"map04020";"Calcium signaling pathway";"NADH";"3306";"nicotinamide adenine dinucleotide reduced (NADH)";0,146400162291731;1,10643324461057;0,270048208854277;0,317376245457604
"51";"C00004";"map04714";"Thermogenesis";"NADH";"3306";"nicotinamide adenine dinucleotide reduced (NADH)";0,146400162291731;1,10643324461057;0,270048208854277;0,317376245457604
"52";"C00004";"map01100";"Metabolic pathways";"NADH";"3306";"nicotinamide adenine dinucleotide reduced (NADH)";0,146400162291731;1,10643324461057;0,270048208854277;0,317376245457604
"53";"C00005";"map00195";"Photosynthesis";"NADPH";"3307";NA;NA;NA;NA;NA
"54";"C00005";"map00480";"Glutathione metabolism";"NADPH";"3307";NA;NA;NA;NA;NA
"55";"C00005";"map01100";"Metabolic pathways";"NADPH";"3307";NA;NA;NA;NA;NA
"56";"C00005";"map04918";"Thyroid hormone synthesis";"NADPH";"3307";NA;NA;NA;NA;NA
"57";"C00005";"map04936";"Alcoholic liver disease";"NADPH";"3307";NA;NA;NA;NA;NA
"58";"C00005";"map05415";"Diabetic cardiomyopathy";"NADPH";"3307";NA;NA;NA;NA;NA
"59";"C00005";"map05208";"Chemical carcinogenesis - reactive oxygen species";"NADPH";"3307";NA;NA;NA;NA;NA
"60";"C00005";"map04925";"Aldosterone synthesis and secretion";"NADPH";"3307";NA;NA;NA;NA;NA
"61";"C00006";"map00195";"Photosynthesis";"NADP+";"3308";NA;NA;NA;NA;NA
"62";"C00006";"map00480";"Glutathione metabolism";"NADP+";"3308";NA;NA;NA;NA;NA
"63";"C00006";"map00983";"Drug metabolism - other enzymes";"NADP+";"3308";NA;NA;NA;NA;NA
"64";"C00006";"map00760";"Nicotinate and nicotinamide metabolism";"NADP+";"3308";NA;NA;NA;NA;NA
"65";"C00006";"map01100";"Metabolic pathways";"NADP+";"3308";NA;NA;NA;NA;NA
"66";"C00006";"map04918";"Thyroid hormone synthesis";"NADP+";"3308";NA;NA;NA;NA;NA
"67";"C00006";"map04925";"Aldosterone synthesis and secretion";"NADP+";"3308";NA;NA;NA;NA;NA
"68";"C00006";"map01240";"Biosynthesis of cofactors";"NADP+";"3308";NA;NA;NA;NA;NA
"69";"C00006";"map05415";"Diabetic cardiomyopathy";"NADP+";"3308";NA;NA;NA;NA;NA
"70";"C00006";"map04936";"Alcoholic liver disease";"NADP+";"3308";NA;NA;NA;NA;NA
"71";"C00006";"map05208";"Chemical carcinogenesis - reactive oxygen species";"NADP+";"3308";NA;NA;NA;NA;NA
"72";"C00008";"map00190";"Oxidative phosphorylation";"ADP";"3310";NA;NA;NA;NA;NA
"73";"C00008";"map00195";"Photosynthesis";"ADP";"3310";NA;NA;NA;NA;NA
"74";"C00008";"map00230";"Purine metabolism";"ADP";"3310";NA;NA;NA;NA;NA
"75";"C00008";"map00908";"Zeatin biosynthesis";"ADP";"3310";NA;NA;NA;NA;NA
"76";"C00008";"map01100";"Metabolic pathways";"ADP";"3310";NA;NA;NA;NA;NA
"77";"C00008";"map01110";"Biosynthesis of secondary metabolites";"ADP";"3310";NA;NA;NA;NA;NA
"78";"C00008";"map04152";"AMPK signaling pathway";"ADP";"3310";NA;NA;NA;NA;NA
"79";"C00008";"map04924";"Renin secretion";"ADP";"3310";NA;NA;NA;NA;NA
"80";"C00008";"map04080";"Neuroactive ligand-receptor interaction";"ADP";"3310";NA;NA;NA;NA;NA
"81";"C00008";"map05012";"Parkinson disease";"ADP";"3310";NA;NA;NA;NA;NA
"82";"C00008";"map05014";"Amyotrophic lateral sclerosis";"ADP";"3310";NA;NA;NA;NA;NA
"83";"C00008";"map04742";"Taste transduction";"ADP";"3310";NA;NA;NA;NA;NA
"84";"C00008";"map04611";"Platelet activation";"ADP";"3310";NA;NA;NA;NA;NA
"85";"C00008";"map01232";"Nucleotide metabolism";"ADP";"3310";NA;NA;NA;NA;NA
"86";"C00008";"map01240";"Biosynthesis of cofactors";"ADP";"3310";NA;NA;NA;NA;NA
"87";"C00008";"map04714";"Thermogenesis";"ADP";"3310";NA;NA;NA;NA;NA
"88";"C00008";"map04068";"FoxO signaling pathway";"ADP";"3310";NA;NA;NA;NA;NA
"89";"C00008";"map04082";"Neuroactive ligand signaling";"ADP";"3310";NA;NA;NA;NA;NA
"90";"C00008";"map04142";"Lysosome";"ADP";"3310";NA;NA;NA;NA;NA
"91";"C00008";"map05022";"Pathways of neurodegeneration - multiple diseases";"ADP";"3310";NA;NA;NA;NA;NA
"92";"C00009";"map02024";"Quorum sensing";"Orthophosphate";"3311";"phosphate";-0,450008679905779;-4,80740076276045;3,26444902530999e-06;7,26849978291678e-06
"93";"C00009";"map05012";"Parkinson disease";"Orthophosphate";"3311";"phosphate";-0,450008679905779;-4,80740076276045;3,26444902530999e-06;7,26849978291678e-06
"94";"C00009";"map00190";"Oxidative phosphorylation";"Orthophosphate";"3311";"phosphate";-0,450008679905779;-4,80740076276045;3,26444902530999e-06;7,26849978291678e-06
"95";"C00009";"map02010";"ABC transporters";"Orthophosphate";"3311";"phosphate";-0,450008679905779;-4,80740076276045;3,26444902530999e-06;7,26849978291678e-06
"96";"C00009";"map04111";"Cell cycle - yeast";"Orthophosphate";"3311";"phosphate";-0,450008679905779;-4,80740076276045;3,26444902530999e-06;7,26849978291678e-06
"97";"C00009";"map02020";"Two-component system";"Orthophosphate";"3311";"phosphate";-0,450008679905779;-4,80740076276045;3,26444902530999e-06;7,26849978291678e-06
"98";"C00009";"map04928";"Parathyroid hormone synthesis, secretion and action";"Orthophosphate";"3311";"phosphate";-0,450008679905779;-4,80740076276045;3,26444902530999e-06;7,26849978291678e-06
"99";"C00009";"map04978";"Mineral absorption";"Orthophosphate";"3311";"phosphate";-0,450008679905779;-4,80740076276045;3,26444902530999e-06;7,26849978291678e-06
"100";"C00009";"map05022";"Pathways of neurodegeneration - multiple diseases";"Orthophosphate";"3311";"phosphate";-0,450008679905779;-4,80740076276045;3,26444902530999e-06;7,26849978291678e-06
"101";"C00009";"map00195";"Photosynthesis";"Orthophosphate";"3311";"phosphate";-0,450008679905779;-4,80740076276045;3,26444902530999e-06;7,26849978291678e-06
"102";"C00010";"map00071";"Fatty acid degradation";"CoA";"3312";NA;NA;NA;NA;NA
"103";"C00010";"map00332";"Carbapenem biosynthesis";"CoA";"3312";NA;NA;NA;NA;NA
"104";"C00010";"map00770";"Pantothenate and CoA biosynthesis";"CoA";"3312";NA;NA;NA;NA;NA
"105";"C00010";"map01100";"Metabolic pathways";"CoA";"3312";NA;NA;NA;NA;NA
"106";"C00010";"map01110";"Biosynthesis of secondary metabolites";"CoA";"3312";NA;NA;NA;NA;NA
"107";"C00010";"map04975";"Fat digestion and absorption";"CoA";"3312";NA;NA;NA;NA;NA
"108";"C00010";"map01240";"Biosynthesis of cofactors";"CoA";"3312";NA;NA;NA;NA;NA
"109";"C00010";"map04216";"Ferroptosis";"CoA";"3312";NA;NA;NA;NA;NA
"110";"C00010";"map04725";"Cholinergic synapse";"CoA";"3312";NA;NA;NA;NA;NA
"111";"C00010";"map04977";"Vitamin digestion and absorption";"CoA";"3312";NA;NA;NA;NA;NA
"112";"C00010";"map04714";"Thermogenesis";"CoA";"3312";NA;NA;NA;NA;NA
"113";"C00012";"map00330";"Arginine and proline metabolism";"Peptide";"3314";NA;NA;NA;NA;NA
"114";"C00012";"map01100";"Metabolic pathways";"Peptide";"3314";NA;NA;NA;NA;NA
"115";"C00012";"map05022";"Pathways of neurodegeneration - multiple diseases";"Peptide";"3314";NA;NA;NA;NA;NA
"116";"C00015";"map00240";"Pyrimidine metabolism";"UDP";"3317";NA;NA;NA;NA;NA
"117";"C00015";"map00908";"Zeatin biosynthesis";"UDP";"3317";NA;NA;NA;NA;NA
"118";"C00015";"map01100";"Metabolic pathways";"UDP";"3317";NA;NA;NA;NA;NA
"119";"C00015";"map01232";"Nucleotide metabolism";"UDP";"3317";NA;NA;NA;NA;NA
"120";"C00015";"map04080";"Neuroactive ligand-receptor interaction";"UDP";"3317";NA;NA;NA;NA;NA
"121";"C00015";"map01240";"Biosynthesis of cofactors";"UDP";"3317";NA;NA;NA;NA;NA
"122";"C00015";"map04082";"Neuroactive ligand signaling";"UDP";"3317";NA;NA;NA;NA;NA
"123";"C00016";"map00740";"Riboflavin metabolism";"FAD";"3318";"flavin adenine dinucleotide (FAD)";-2,04087448122865;-14,9117028746231;4,77060829780542e-33;1,00712841842559e-31
"124";"C00016";"map01240";"Biosynthesis of cofactors";"FAD";"3318";"flavin adenine dinucleotide (FAD)";-2,04087448122865;-14,9117028746231;4,77060829780542e-33;1,00712841842559e-31
"125";"C00016";"map01100";"Metabolic pathways";"FAD";"3318";"flavin adenine dinucleotide (FAD)";-2,04087448122865;-14,9117028746231;4,77060829780542e-33;1,00712841842559e-31
"126";"C00016";"map04977";"Vitamin digestion and absorption";"FAD";"3318";"flavin adenine dinucleotide (FAD)";-2,04087448122865;-14,9117028746231;4,77060829780542e-33;1,00712841842559e-31
"127";"C00016";"map01110";"Biosynthesis of secondary metabolites";"FAD";"3318";"flavin adenine dinucleotide (FAD)";-2,04087448122865;-14,9117028746231;4,77060829780542e-33;1,00712841842559e-31
"128";"C00017";"map00450";"Selenocompound metabolism";"Protein";"3319";NA;NA;NA;NA;NA
"129";"C00017";"map05022";"Pathways of neurodegeneration - multiple diseases";"Protein";"3319";NA;NA;NA;NA;NA
"130";"C00018";"map00730";"Thiamine metabolism";"Pyridoxal phosphate";"3320";NA;NA;NA;NA;NA
"131";"C00018";"map00750";"Vitamin B6 metabolism";"Pyridoxal phosphate";"3320";NA;NA;NA;NA;NA
"132";"C00018";"map01100";"Metabolic pathways";"Pyridoxal phosphate";"3320";NA;NA;NA;NA;NA
"133";"C00018";"map01240";"Biosynthesis of cofactors";"Pyridoxal phosphate";"3320";NA;NA;NA;NA;NA
"134";"C00018";"map04977";"Vitamin digestion and absorption";"Pyridoxal phosphate";"3320";NA;NA;NA;NA;NA
"135";"C00019";"map00670";"One carbon pool by folate";"S-Adenosyl-L-methionine";"3321";NA;NA;NA;NA;NA
"136";"C00019";"map01060";"Biosynthesis of plant secondary metabolites";"S-Adenosyl-L-methionine";"3321";NA;NA;NA;NA;NA
"137";"C00019";"map00261";"Monobactam biosynthesis";"S-Adenosyl-L-methionine";"3321";NA;NA;NA;NA;NA
"138";"C00019";"map00270";"Cysteine and methionine metabolism";"S-Adenosyl-L-methionine";"3321";NA;NA;NA;NA;NA
"139";"C00019";"map00330";"Arginine and proline metabolism";"S-Adenosyl-L-methionine";"3321";NA;NA;NA;NA;NA
"140";"C00019";"map00908";"Zeatin biosynthesis";"S-Adenosyl-L-methionine";"3321";NA;NA;NA;NA;NA
"141";"C00019";"map00999";"Biosynthesis of various plant secondary metabolites";"S-Adenosyl-L-methionine";"3321";NA;NA;NA;NA;NA
"142";"C00019";"map01070";"Biosynthesis of plant hormones";"S-Adenosyl-L-methionine";"3321";NA;NA;NA;NA;NA
"143";"C00019";"map01100";"Metabolic pathways";"S-Adenosyl-L-methionine";"3321";NA;NA;NA;NA;NA
"144";"C00019";"map01110";"Biosynthesis of secondary metabolites";"S-Adenosyl-L-methionine";"3321";NA;NA;NA;NA;NA
"145";"C00019";"map01230";"Biosynthesis of amino acids";"S-Adenosyl-L-methionine";"3321";NA;NA;NA;NA;NA
"146";"C00019";"map01240";"Biosynthesis of cofactors";"S-Adenosyl-L-methionine";"3321";NA;NA;NA;NA;NA
"147";"C00019";"map04148";"Efferocytosis";"S-Adenosyl-L-methionine";"3321";NA;NA;NA;NA;NA
"148";"C00019";"map04981";"Folate transport and metabolism";"S-Adenosyl-L-methionine";"3321";NA;NA;NA;NA;NA
"149";"C00019";"map05208";"Chemical carcinogenesis - reactive oxygen species";"S-Adenosyl-L-methionine";"3321";NA;NA;NA;NA;NA
"150";"C00019";"map04122";"Sulfur relay system";"S-Adenosyl-L-methionine";"3321";NA;NA;NA;NA;NA
"151";"C00020";"map01100";"Metabolic pathways";"AMP";"3322";"adenosine 5'-monophosphate (AMP)";0,630272643475948;3,3943989367454;0,000849787681766439;0,00147676517867948
"152";"C00020";"map01065";"Biosynthesis of alkaloids derived from histidine and purine";"AMP";"3322";"adenosine 5'-monophosphate (AMP)";0,630272643475948;3,3943989367454;0,000849787681766439;0,00147676517867948
"153";"C00020";"map04923";"Regulation of lipolysis in adipocytes";"AMP";"3322";"adenosine 5'-monophosphate (AMP)";0,630272643475948;3,3943989367454;0,000849787681766439;0,00147676517867948
"154";"C00020";"map04150";"mTOR signaling pathway";"AMP";"3322";"adenosine 5'-monophosphate (AMP)";0,630272643475948;3,3943989367454;0,000849787681766439;0,00147676517867948
"155";"C00020";"map04925";"Aldosterone synthesis and secretion";"AMP";"3322";"adenosine 5'-monophosphate (AMP)";0,630272643475948;3,3943989367454;0,000849787681766439;0,00147676517867948
"156";"C00020";"map04740";"Olfactory transduction";"AMP";"3322";"adenosine 5'-monophosphate (AMP)";0,630272643475948;3,3943989367454;0,000849787681766439;0,00147676517867948
"157";"C00020";"map01070";"Biosynthesis of plant hormones";"AMP";"3322";"adenosine 5'-monophosphate (AMP)";0,630272643475948;3,3943989367454;0,000849787681766439;0,00147676517867948
"158";"C00020";"map01110";"Biosynthesis of secondary metabolites";"AMP";"3322";"adenosine 5'-monophosphate (AMP)";0,630272643475948;3,3943989367454;0,000849787681766439;0,00147676517867948
"159";"C00020";"map04924";"Renin secretion";"AMP";"3322";"adenosine 5'-monophosphate (AMP)";0,630272643475948;3,3943989367454;0,000849787681766439;0,00147676517867948
"160";"C00020";"map04068";"FoxO signaling pathway";"AMP";"3322";"adenosine 5'-monophosphate (AMP)";0,630272643475948;3,3943989367454;0,000849787681766439;0,00147676517867948
"161";"C00020";"map04211";"Longevity regulating pathway";"AMP";"3322";"adenosine 5'-monophosphate (AMP)";0,630272643475948;3,3943989367454;0,000849787681766439;0,00147676517867948
"162";"C00020";"map04151";"PI3K-Akt signaling pathway";"AMP";"3322";"adenosine 5'-monophosphate (AMP)";0,630272643475948;3,3943989367454;0,000849787681766439;0,00147676517867948
"163";"C00020";"map05022";"Pathways of neurodegeneration - multiple diseases";"AMP";"3322";"adenosine 5'-monophosphate (AMP)";0,630272643475948;3,3943989367454;0,000849787681766439;0,00147676517867948
"164";"C00020";"map00230";"Purine metabolism";"AMP";"3322";"adenosine 5'-monophosphate (AMP)";0,630272643475948;3,3943989367454;0,000849787681766439;0,00147676517867948
"165";"C00020";"map01232";"Nucleotide metabolism";"AMP";"3322";"adenosine 5'-monophosphate (AMP)";0,630272643475948;3,3943989367454;0,000849787681766439;0,00147676517867948
"166";"C00020";"map04152";"AMPK signaling pathway";"AMP";"3322";"adenosine 5'-monophosphate (AMP)";0,630272643475948;3,3943989367454;0,000849787681766439;0,00147676517867948
"167";"C00020";"map01523";"Antifolate resistance";"AMP";"3322";"adenosine 5'-monophosphate (AMP)";0,630272643475948;3,3943989367454;0,000849787681766439;0,00147676517867948
"168";"C00020";"map04934";"Cushing syndrome";"AMP";"3322";"adenosine 5'-monophosphate (AMP)";0,630272643475948;3,3943989367454;0,000849787681766439;0,00147676517867948
"169";"C00020";"map05032";"Morphine addiction";"AMP";"3322";"adenosine 5'-monophosphate (AMP)";0,630272643475948;3,3943989367454;0,000849787681766439;0,00147676517867948
"170";"C00020";"map04022";"cGMP-PKG signaling pathway";"AMP";"3322";"adenosine 5'-monophosphate (AMP)";0,630272643475948;3,3943989367454;0,000849787681766439;0,00147676517867948
"171";"C00020";"map04024";"cAMP signaling pathway";"AMP";"3322";"adenosine 5'-monophosphate (AMP)";0,630272643475948;3,3943989367454;0,000849787681766439;0,00147676517867948
"172";"C00020";"map05012";"Parkinson disease";"AMP";"3322";"adenosine 5'-monophosphate (AMP)";0,630272643475948;3,3943989367454;0,000849787681766439;0,00147676517867948
"173";"C00020";"map01060";"Biosynthesis of plant secondary metabolites";"AMP";"3322";"adenosine 5'-monophosphate (AMP)";0,630272643475948;3,3943989367454;0,000849787681766439;0,00147676517867948
"174";"C00020";"map04928";"Parathyroid hormone synthesis, secretion and action";"AMP";"3322";"adenosine 5'-monophosphate (AMP)";0,630272643475948;3,3943989367454;0,000849787681766439;0,00147676517867948
"175";"C00020";"map00908";"Zeatin biosynthesis";"AMP";"3322";"adenosine 5'-monophosphate (AMP)";0,630272643475948;3,3943989367454;0,000849787681766439;0,00147676517867948
"176";"C00020";"map04927";"Cortisol synthesis and secretion";"AMP";"3322";"adenosine 5'-monophosphate (AMP)";0,630272643475948;3,3943989367454;0,000849787681766439;0,00147676517867948
"177";"C00020";"map01240";"Biosynthesis of cofactors";"AMP";"3322";"adenosine 5'-monophosphate (AMP)";0,630272643475948;3,3943989367454;0,000849787681766439;0,00147676517867948
"178";"C00020";"map04742";"Taste transduction";"AMP";"3322";"adenosine 5'-monophosphate (AMP)";0,630272643475948;3,3943989367454;0,000849787681766439;0,00147676517867948
"179";"C00021";"map01100";"Metabolic pathways";"S-Adenosyl-L-homocysteine";"3323";"S-adenosylhomocysteine (SAH)";0,819460587773214;6,84155356007049;1,2458310479863e-10;4,25223770869575e-10
"180";"C00021";"map00670";"One carbon pool by folate";"S-Adenosyl-L-homocysteine";"3323";"S-adenosylhomocysteine (SAH)";0,819460587773214;6,84155356007049;1,2458310479863e-10;4,25223770869575e-10
"181";"C00021";"map01240";"Biosynthesis of cofactors";"S-Adenosyl-L-homocysteine";"3323";"S-adenosylhomocysteine (SAH)";0,819460587773214;6,84155356007049;1,2458310479863e-10;4,25223770869575e-10
"182";"C00021";"map00270";"Cysteine and methionine metabolism";"S-Adenosyl-L-homocysteine";"3323";"S-adenosylhomocysteine (SAH)";0,819460587773214;6,84155356007049;1,2458310479863e-10;4,25223770869575e-10
"183";"C00021";"map01230";"Biosynthesis of amino acids";"S-Adenosyl-L-homocysteine";"3323";"S-adenosylhomocysteine (SAH)";0,819460587773214;6,84155356007049;1,2458310479863e-10;4,25223770869575e-10
"184";"C00021";"map04981";"Folate transport and metabolism";"S-Adenosyl-L-homocysteine";"3323";"S-adenosylhomocysteine (SAH)";0,819460587773214;6,84155356007049;1,2458310479863e-10;4,25223770869575e-10
"185";"C00021";"map05208";"Chemical carcinogenesis - reactive oxygen species";"S-Adenosyl-L-homocysteine";"3323";"S-adenosylhomocysteine (SAH)";0,819460587773214;6,84155356007049;1,2458310479863e-10;4,25223770869575e-10
"186";"C00022";"map00010";"Glycolysis / Gluconeogenesis";"Pyruvate";"3324";NA;NA;NA;NA;NA
"187";"C00022";"map00020";"Citrate cycle (TCA cycle)";"Pyruvate";"3324";NA;NA;NA;NA;NA
"188";"C00022";"map00030";"Pentose phosphate pathway";"Pyruvate";"3324";NA;NA;NA;NA;NA
"189";"C00022";"map00040";"Pentose and glucuronate interconversions";"Pyruvate";"3324";NA;NA;NA;NA;NA
"190";"C00022";"map00053";"Ascorbate and aldarate metabolism";"Pyruvate";"3324";NA;NA;NA;NA;NA
"191";"C00022";"map00660";"C5-Branched dibasic acid metabolism";"Pyruvate";"3324";NA;NA;NA;NA;NA
"192";"C00022";"map00250";"Alanine, aspartate and glutamate metabolism";"Pyruvate";"3324";NA;NA;NA;NA;NA
"193";"C00022";"map00260";"Glycine, serine and threonine metabolism";"Pyruvate";"3324";NA;NA;NA;NA;NA
"194";"C00022";"map00720";"Other carbon fixation pathways";"Pyruvate";"3324";NA;NA;NA;NA;NA
"195";"C00022";"map00261";"Monobactam biosynthesis";"Pyruvate";"3324";NA;NA;NA;NA;NA
"196";"C00022";"map00270";"Cysteine and methionine metabolism";"Pyruvate";"3324";NA;NA;NA;NA;NA
"197";"C00022";"map00290";"Valine, leucine and isoleucine biosynthesis";"Pyruvate";"3324";NA;NA;NA;NA;NA
"198";"C00022";"map00330";"Arginine and proline metabolism";"Pyruvate";"3324";NA;NA;NA;NA;NA
"199";"C00022";"map00350";"Tyrosine metabolism";"Pyruvate";"3324";NA;NA;NA;NA;NA
"200";"C00022";"map00360";"Phenylalanine metabolism";"Pyruvate";"3324";NA;NA;NA;NA;NA
"201";"C00022";"map00362";"Benzoate degradation";"Pyruvate";"3324";NA;NA;NA;NA;NA
"202";"C00022";"map00430";"Taurine and hypotaurine metabolism";"Pyruvate";"3324";NA;NA;NA;NA;NA
"203";"C00022";"map00440";"Phosphonate and phosphinate metabolism";"Pyruvate";"3324";NA;NA;NA;NA;NA
"204";"C00022";"map00470";"D-Amino acid metabolism";"Pyruvate";"3324";NA;NA;NA;NA;NA
"205";"C00022";"map00984";"Steroid degradation";"Pyruvate";"3324";NA;NA;NA;NA;NA
"206";"C00022";"map00620";"Pyruvate metabolism";"Pyruvate";"3324";NA;NA;NA;NA;NA
"207";"C00022";"map00621";"Dioxin degradation";"Pyruvate";"3324";NA;NA;NA;NA;NA
"208";"C00022";"map00622";"Xylene degradation";"Pyruvate";"3324";NA;NA;NA;NA;NA
"209";"C00022";"map00630";"Glyoxylate and dicarboxylate metabolism";"Pyruvate";"3324";NA;NA;NA;NA;NA
"210";"C00022";"map00650";"Butanoate metabolism";"Pyruvate";"3324";NA;NA;NA;NA;NA
"211";"C00022";"map00680";"Methane metabolism";"Pyruvate";"3324";NA;NA;NA;NA;NA
