"";"Metabolite";"CAS";"SUPER_PATHWAY";"SUB_PATHWAY";"COMP_ID";"PLATFORM";"RI";"MASS";"PUBCHEM";"KEGG";"HMDB"
"178";"allo-threonine";"28954-12-3";"Amino acid";"Glycine, serine and threonine metabolism";"15142";"GC/MS";"1417.8";"219";"99289";"C05519";"HMDB04041"
"179";"alpha-glutamylglutamate";"3929-61-1";"Peptide";"Dipeptide";"22166";"LC/MS Pos";"857";"277.10000000000002";"439500";"C01425";NA
"180";"alpha-glutamyltryptophan";"38101-59-6";"Peptide";"Dipeptide";"40664";"LC/MS Pos";"2660";"334.1";"100094";NA;NA
"181";"alpha-glutamyltyrosine";NA;"Peptide";"Dipeptide";"40033";"LC/MS Pos";"1810";"311.10000000000002";"351830";NA;NA
"182";"alpha-hydroxyisovalerate";"600-37-3";"Amino acid";"Valine, leucine and isoleucine metabolism";"33937";"LC/MS Neg";"1142";"117.1";"99823";NA;"HMDB00407"
"183";"alpha-tocopherol";"59-02-9, 10191-41-0";"Cofactors and vitamins";"Tocopherol metabolism";"1561";"GC/MS";"2305.4";"502.5";"14985";"C02477";"HMDB01893"
"184";"androsterone sulfate";"2479-86-9";"Lipid";"Sterol/Steroid";"31591";"LC/MS Neg";"5011";"369.2";NA;"C00523";"HMDB02759"
"185";"anserine";"10030-52-1";"Peptide";"Dipeptide derivative";"15747";"LC/MS Neg";"1126";"239.2";"112072";"C01262";"HMDB00194"
"186";"arabitol";"488-82-4";"Carbohydrate";"Nucleotide sugars, pentose metabolism";"38075";"GC/MS";"1687.5";"307.10000000000002";"94154";"C00474";"HMDB01851"
"187";"arabonate";"7643-75-7";"Cofactors and vitamins";"Ascorbate and aldarate metabolism";"37516";"GC/MS";"1736";"292.10000000000002";"122045";NA;"HMDB00539"
"188";"arachidate (20:0)";"506-30-9";"Lipid";"Long chain fatty acid";"1118";"GC/MS";"2071.1999999999998";"369.3";"10467";"C06425";"HMDB02212"
"189";"arachidonate (20:4n6)";"506-32-1";"Lipid";"Long chain fatty acid";"1110";"LC/MS Neg";"5525";"303.39999999999998";"444899";"C00219";"HMDB01043"
"190";"arginine";"1119-34-2";"Amino acid";"Urea cycle, arginine-, proline-, metabolism";"1638";"LC/MS Neg";"728";"173.2";"6322, 1549073";"C00062";"HMDB00517"
"191";"argininosuccinate";"156637-58-0";"Amino acid";"Urea cycle, arginine-, proline-, metabolism";"15497";"GC/MS";"2157";"446.3";"828";"C03406";"HMDB00052"
"192";"arginylleucine";"1188-24-5";"Peptide";"Dipeptide";"39995";"LC/MS Pos";"1620";"288.3";"6992563";NA;NA
"193";"arginylmethionine";NA;"Peptide";"Dipeptide";"41458";"LC/MS Pos";"1151";"306.2";"9815009";NA;NA
"194";"arginylphenylalanine";"2047-13-4";"Peptide";"Dipeptide";"41485";"LC/MS Pos";"1795";"322.2";"150964";NA;NA
"195";"arginyltyrosine";"74863-12-0";"Peptide";"Dipeptide";"41376";"LC/MS Pos";"1376.6";"338.2";NA;NA;NA
"196";"arginylvaline";"2896-20-0";"Peptide";"Dipeptide";"41395";"LC/MS Pos";"944.9";"274.2";"6992654";NA;NA
"197";"ascorbate (Vitamin C)";"134-03-2";"Cofactors and vitamins";"Ascorbate and aldarate metabolism";"1640";"GC/MS";"1850.1";"332.1";NA;"C00072";"HMDB00044"
"198";"asparagine";"70-47-3";"Amino acid";"Alanine and aspartate metabolism";"11398";"GC/MS";"1651.2";"231";"6267";"C00152";"HMDB00168"
"199";"aspartate";"56-84-8";"Amino acid";"Alanine and aspartate metabolism";"15996";"GC/MS";"1529.7";"232";"5960";"C00049";"HMDB00191"
"200";"aspartate-glutamate";"6157-06-8";"Peptide";"Dipeptide";"37461";"LC/MS Pos";"819";"263.2";"4130574";NA;NA
"201";"aspartylleucine";"3062-14-4";"Peptide";"Dipeptide";"40068";"LC/MS Pos";"2310";"247.2";"332962";NA;NA
"202";"aspartylphenylalanine";"13433-09-5";"Peptide";"Dipeptide";"22175";"LC/MS Pos";"2538";"281.10000000000002";"93078";NA;"HMDB00706"
"203";"aspartyltryptophan";"71835-79-5";"Peptide";"Dipeptide";"41481";"LC/MS Pos";"2717";"320.2";"9948926";NA;NA
"204";"aspartylvaline";"13433-04-0";"Peptide";"Dipeptide";"41373";"LC/MS Neg";"749.4";"231.1";"4991131";NA;NA
"205";"atenolol";"29122-68-7";"Xenobiotics";"Drug";"38658";"LC/MS Pos";"1988";"267.2";"2249";"D00235";"HMDB01924"
"206";"azelate (nonanedioate)";"123-99-9";"Lipid";"Fatty acid, dicarboxylate";"18362";"LC/MS Neg";"1322";"187.2";"2266";"C08261";"HMDB00784"
"207";"benzoate";"65-85-0";"Xenobiotics";"Benzoate metabolism";"15778";"GC/MS";"1291.5";"179";"243";"C00180";"HMDB01870"
"208";"beta-alanine";"56-41-7, 107-95-9";"Amino acid";"Alanine and aspartate metabolism";"55";"GC/MS";"1451.8";"174";"239";"C00099";"HMDB00056"
"209";"beta-hydroxypyruvate";"3369-79-7";"Amino acid";"Glycine, serine and threonine metabolism";"15686";"GC/MS";"1425.1";"221";"964";"C00168";"HMDB01352"
"210";"beta-tocopherol";NA;"Cofactors and vitamins";"Tocopherol metabolism";"35702";"GC/MS";"2260";"488.3";"6857447";"C14152";"HMDB06335"
"211";"betaine";"107-43-7";"Amino acid";"Glycine, serine and threonine metabolism";"34426";"LC/MS Neg";"725";"178.1";"247";NA;"HMDB00043"
"212";"bilirubin (E,E)*";NA;"Cofactors and vitamins";"Hemoglobin and porphyrin metabolism";"32586";"LC/MS Neg";"4242";"583.20000000000005";"5315454";NA;NA
"213";"bilirubin (Z,Z)";"635-65-4";"Cofactors and vitamins";"Hemoglobin and porphyrin metabolism";"27716";"LC/MS Neg";"4812";"583.20000000000005";"5280352";"C00486";"HMDB00054"
"214";"butyrylcarnitine";"25576-40-3";"Lipid";"Fatty acid metabolism (also BCAA metabolism)";"32412";"LC/MS Pos";"2007";"232.2";"213144";NA;NA
"215";"caprate (10:0)";"112-37-8";"Lipid";"Medium chain fatty acid";"1642";"LC/MS Neg";"5092";"171.2";"2969";"C01571";"HMDB00511"
"216";"caproate (6:0)";"142-62-1";"Lipid";"Medium chain fatty acid";"32489";"LC/MS Neg";"2766";"115.2";"8892";"C01585";"HMDB00535"
"217";"caprylate (8:0)";"124-07-2";"Lipid";"Medium chain fatty acid";"32492";"LC/MS Neg";"4367";"143.19999999999999";"379";"C06423";"HMDB00482"
"218";"carnitine";"461-05-2";"Lipid";"Carnitine metabolism";"15500";"LC/MS Pos";"702";"162.19999999999999";"10917";NA;NA
"219";"catechol sulfate";NA;"Xenobiotics";"Benzoate metabolism";"35320";"LC/MS Neg";"1928";"188.9";"3083879";"C00090";NA
"220";"celecoxib";"169590-42-5";"Xenobiotics";"Drug";"38599";"LC/MS Neg";"5257.9";"380.2";"2662";"D00567, C07589";"HMDB05014"
"221";"chiro-inositol";"643-12-9";"Lipid";"Inositol metabolism";"37112";"GC/MS";"1857";"318.10000000000002";NA;NA;NA
"222";"cholate";"81-25-4";"Lipid";"Bile acid metabolism";"22842";"LC/MS Neg";"5148";"407.4";NA;"C00695";"HMDB00619"
"223";"cholesterol";"57-88-5";"Lipid";"Sterol/Steroid";"63";"GC/MS";"2316.9";"329.3";"5997, 5314029";"C00187";"HMDB00067"
"224";"choline";"67-48-1";"Lipid";"Glycerolipid metabolism";"15506";"LC/MS Pos";"674";"104.2";"6209";NA;NA
"225";"choline phosphate";"72556-74-2";"Lipid";"Glycerolipid metabolism";"34396";"LC/MS Pos";"695";"184.1";"135437";NA;NA
"226";"cinnamoylglycine";NA;"Xenobiotics";"Food component/Plant";"38637";"LC/MS Neg";"3139";"204.1";"709625";NA;NA
"227";"cis-aconitate";"585-84-2";"Energy";"Krebs cycle";"12025";"LC/MS Neg";"603";"173.1";"643757";"C00417";"HMDB00072"
"228";"cis-vaccenate (18:1n7)";"693-72-1";"Lipid";"Long chain fatty acid";"33970";"GC/MS";"1987";"339.3";"5282761";"C08367";NA
"229";"citalopram";"21986-53-7";"Xenobiotics";"Drug";"38651";"LC/MS Pos";"3771.8";"325.2";"2771";"C07572";"HMDB05038"
"230";"citramalate";"6236-10-8";"Amino acid";"Valine, leucine and isoleucine metabolism";"22158";"GC/MS";"1490.7";"247";"1081";"C00815";"HMDB00426"
"231";"citrate";"77-92-9";"Energy";"Krebs cycle";"1564";"GC/MS";"1763.4";"273.10000000000002";"311";"C00158";"HMDB00094"
"232";"citrulline";"372-75-8";"Amino acid";"Urea cycle, arginine-, proline-, metabolism";"2132";"LC/MS Pos";"715";"176.1";"833";"C00327";"HMDB00904"
"233";"codeine";"76-57-3";"Xenobiotics";"Drug";"39610";"LC/MS Pos";"2201.1";"300.2";NA;NA;"HMDB04995"
"234";"cortisol";"50-23-7";"Lipid";"Sterol/Steroid";"1712";"LC/MS Pos";"4573";"363.2";NA;"C00735";"HMDB00063"
"235";"cortisone";"53-06-5";"Lipid";"Sterol/Steroid";"1769";"LC/MS Pos";"4420";"361.2";"222786";"C00762";"HMDB02802"
"236";"creatine";"57-00-1";"Amino acid";"Creatine metabolism";"27718";"LC/MS Pos";"758";"132.1";"586";"C00300";"HMDB00064"
"237";"creatinine";"60-27-5";"Amino acid";"Creatine metabolism";"513";"LC/MS Pos";"730";"114.1";"588";"C00791";"HMDB00562"
"238";"cysteine";"52-90-4, 56-89-3";"Amino acid";"Cysteine, methionine, SAM, taurine metabolism";"31453";"GC/MS";"1560.1";"218";"5862";"C00097";"HMDB00574"
"239";"cysteine-glutathione disulfide";"13081-14-6";"Amino acid";"Glutathione metabolism";"35159";"LC/MS Pos";"821";"427.1";"53477713, 65359, 11215652, 11767258";NA;"HMDB00656"
"240";"cysteinylglycine";"19246-18-5";"Peptide";"Dipeptide";"35637";"LC/MS Neg";"881";"177";"439498";"C01419";"HMDB00078"
"241";"cystine";"56-89-3";"Amino acid";"Cysteine, methionine, SAM, taurine metabolism";"39512";"GC/MS";"2015.3";"145.9";"595";"C00491";"HMDB00192"
"242";"cytidine";"65-46-3";"Nucleotide";"Pyrimidine metabolism, cytidine containing";"514";"LC/MS Pos";"1065";"244";"6175";"C00475";"HMDB00089"
"243";"cytidine 5'-diphosphocholine";"33818-15-4";"Lipid";"Glycerolipid metabolism";"34418";"LC/MS Pos";"777";"489.1";NA;NA;NA
"244";"cytidine 5'-monophosphate (5'-CMP)";"63-37-6";"Nucleotide";"Pyrimidine metabolism, cytidine containing";"2372";"LC/MS Pos";"887";"324";"7058165";"C00055";"HMDB00095"
"245";"cytidine-3'-monophosphate (3'-CMP)";"84-52-6";"Nucleotide";"Pyrimidine metabolism, cytidine containing";"2959";"LC/MS Pos";"1181";"323.89999999999998";"66535";"C05822";NA
"246";"cytosine-2',3'-cyclic monophosphate";"15718-51-1";"Nucleotide";"Pyrimidine metabolism, cytidine containing";"37465";"LC/MS Pos";"912";"306.2";"417654";"C02354";"HMDB11691"
"247";"deoxycarnitine";"6249-56-5";"Lipid";"Carnitine metabolism";"36747";"LC/MS Pos";"759";"146.1";"725";"C01181";"HMDB01161"
"248";"dihomo-linoleate (20:2n6)";"2091-39-6";"Lipid";"Long chain fatty acid";"17805";"LC/MS Neg";"5722";"307.3";"6439848";"C16525";NA
"249";"dihomo-linolenate (20:3n3 or n6)";NA;"Lipid";"Essential fatty acid";"35718";"LC/MS Neg";"5600";"305.39999999999998";"5312529";"C03242";"HMDB02925"
"250";"dihydrocholesterol";"80-97-7";"Lipid";"Sterol/Steroid";"21131";"GC/MS";"2320.8000000000002";"215.2";"6665";NA;"HMDB00908"
"251";"dimethylarginine (SDMA + ADMA)";NA;"Amino acid";"Urea cycle, arginine-, proline-, metabolism";"36808";"LC/MS Pos";"812";"203.2";"123831";"C03626";"HMDB01539, HMDB03334"
"252";"dimethylglycine";"1118-68-9";"Amino acid";"Glycine, serine and threonine metabolism";"5086";"GC/MS";"1030";"57.9";"673, 6971056";"C01026";"HMDB00092"
"253";"docosadienoate (22:2n6)";"7370-49-2";"Lipid";"Long chain fatty acid";"32415";"LC/MS Neg";"6017";"335.4";"5282807";"C16533";NA
"254";"docosahexaenoate (DHA, 22:6n3)";"6217-54-5";"Lipid";"Essential fatty acid";"19323";"LC/MS Neg";"5518";"327.3";"445580";"C06429";"HMDB02183"
"255";"docosapentaenoate (n3 DPA, 22:5n3)";"2234-74-4";"Lipid";"Essential fatty acid";"32504";"LC/MS Neg";"5574";"329.4";NA;"C16513";"HMDB01976"
"256";"docosapentaenoate (n6 DPA, 22:5n6)";"25182-74-5";"Lipid";"Essential fatty acid";"37478";"LC/MS Neg";"5625";"329.4";"6441454";"C06429";"HMDB13123"
"257";"docosatrienoate (22:3n3)";"59708-86-0";"Lipid";"Long chain fatty acid";"32417";"LC/MS Neg";"5825";"333.4";"5312556";"C16534";"HMDB02823"
"258";"dodecanedioate";"693-23-2";"Lipid";"Fatty acid, dicarboxylate";"32388";"LC/MS Neg";"2990";"229.2";"12736";"C02678";"HMDB00623"
"259";"eicosapentaenoate (EPA, 20:5n3)";"10-2005-9, 10417-94-4";"Lipid";"Essential fatty acid";"18467";"LC/MS Neg";"5442";"301.3";"446284";"C06428";"HMDB01999"
"260";"eicosenoate (20:1n9 or 11)";NA;"Lipid";"Long chain fatty acid";"33587";"LC/MS Neg";"5955";"309.39999999999998";NA;NA;"HMDB02231"
"261";"epinephrine";"51-43-4";"Amino acid";"Phenylalanine & tyrosine metabolism";"1578";"LC/MS Pos";"891";"184";"5816";"D00095, C00788, D02149";"HMDB00068"
"262";"ergothioneine";"58511-63-0";"Xenobiotics";"Food component/Plant";"37459";"LC/MS Pos";"847";"230.2";"5351619";"C05570";"HMDB03045"
"263";"erucate (22:1n9)";"112-86-7";"Lipid";"Long chain fatty acid";"1552";"GC/MS";"2134";"395.4";"8216";"C08316";"HMDB02068"
"264";"erythritol";"149-32-6";"Xenobiotics";"Sugar, sugar substitute, starch";"20699";"GC/MS";"1517.5";"217";NA;"C00503";"HMDB02994"
"265";"erythronate*";"88759-55-1";"Carbohydrate";"Aminosugars metabolism";"33477";"GC/MS";"1546.9";"292.10000000000002";"2781043";NA;"HMDB00613"
"266";"ethanolamine";"141-43-5";"Lipid";"Glycerolipid metabolism";"1497";"GC/MS";"1304";"174.1";NA;"C00189";"HMDB00149"
"267";"flavin adenine dinucleotide (FAD)";"146-14-5, 84366-81-4";"Cofactors and vitamins";"Riboflavin metabolism";"2134";"LC/MS Neg";"2413";"784.1";"643975";"C00016";"HMDB01248"
"268";"fructose";"57-48-7";"Carbohydrate";"Fructose, mannose, galactose, starch, and sucrose metabolism";"577";"GC/MS";"1758";"217";"439709";"C00095";"HMDB00660"
"269";"fructose 1-phosphate";"53823-70-4";"Carbohydrate";"Glycolysis, gluconeogenesis, pyruvate metabolism";"15907";"GC/MS";"1996.5";"445.2";"65246";"C01094";"HMDB01076"
"270";"fructose-6-phosphate";"103213-47-4";"Carbohydrate";"Glycolysis, gluconeogenesis, pyruvate metabolism";"12021";"GC/MS";"1994.9";"315.10000000000002";NA;"C05345";"HMDB00124"
"271";"fucose";"2438-80-4";"Carbohydrate";"Aminosugars metabolism";"15821";"GC/MS";"1682.2";"204";"439554, 17106";NA;"HMDB00174"
"272";"fumarate";"100-17-8";"Energy";"Krebs cycle";"1643";"GC/MS";"1382.1";"245";NA;"C00122";"HMDB00134"
"273";"gabapentin";"60142-96-3";"Xenobiotics";"Drug";"38686";"LC/MS Pos";"2482";"172.2";"3446";"D00332";"HMDB05015"
"274";"galactose";"59-23-4";"Carbohydrate";"Fructose, mannose, galactose, starch, and sucrose metabolism";"12055";"GC/MS";"1793.8";"203.9";"3037556";"C01582";"HMDB00143"
"275";"gamma-aminobutyrate (GABA)";"56-12-2";"Amino acid";"Glutamate metabolism";"1416";"GC/MS";"1539.7";"304.10000000000002";"119, 5460232";"C00334";"HMDB00112"
"276";"gamma-glutamylcysteine";"636-58-8";"Peptide";"gamma-glutamyl";"1778";"LC/MS Pos";"1274";"251.1";"842";"C00669";"HMDB01049"
"277";"gamma-glutamylglutamate";"1116-22-9";"Peptide";"gamma-glutamyl";"36738";"LC/MS Pos";"1036";"277.10000000000002";"92865";NA;NA
"278";"gamma-glutamylglutamine";"10148-81-9";"Peptide";"gamma-glutamyl";"2730";"LC/MS Pos";"806";"276.10000000000002";"150914";NA;"HMDB11738"
"279";"gamma-glutamylisoleucine*";NA;"Peptide";"gamma-glutamyl";"34456";"LC/MS Pos";"2644";"261.2";NA;NA;"HMDB11170"
"280";"gamma-glutamylleucine";"2566-39-4";"Peptide";"gamma-glutamyl";"18369";"LC/MS Pos";"2744";"261.2";"151023";NA;"HMDB11171"
"281";"gamma-glutamylphenylalanine";"7432-24-8";"Peptide";"gamma-glutamyl";"33422";"LC/MS Pos";"2846";"295.10000000000002";"111299";NA;"HMDB00594"
"282";"gamma-glutamylvaline";"2746-34-1";"Peptide";"gamma-glutamyl";"32393";"LC/MS Pos";"2040";"247.2";NA;NA;"HMDB11172"
"283";"gamma-tocopherol";"54-28-4";"Cofactors and vitamins";"Tocopherol metabolism";"33420";"GC/MS";"2264";"488.4";"92729";"C02483";"HMDB01492"
"284";"glucarate (saccharate)";"5793-88-4";"Cofactors and vitamins";"Ascorbate and aldarate metabolism";"1476";"GC/MS";"1885.8";"333.1";"33037";"C00818";"HMDB00663"
"285";"gluconate";"527-07-1";"Carbohydrate";"Nucleotide sugars, pentose metabolism";"587";"GC/MS";"1879.4";"333";"10690";"C00257";"HMDB00625"
"286";"glucose";"50-99-7";"Carbohydrate";"Glycolysis, gluconeogenesis, pyruvate metabolism";"20488";"GC/MS";"1866.8";"217.1";"79025";"C00031";"HMDB00122"
"287";"glucose 1-phosphate";"56401-20-8";"Carbohydrate";"Glycolysis, gluconeogenesis, pyruvate metabolism";"15561";"GC/MS";"2017";"299.10000000000002";"65533";"C00103";"HMDB01586"
"288";"glucose-6-phosphate (G6P)";"103192-55-8";"Carbohydrate";"Glycolysis, gluconeogenesis, pyruvate metabolism";"31260";"GC/MS";"2042.7";"387.2";NA;"C00668";"HMDB01401"
"289";"glucuronate";"207300-70-7";"Carbohydrate";"Glycolysis, gluconeogenesis, pyruvate metabolism";"15443";"GC/MS";"1886.5";"217";"444791";"C00191";"HMDB00127"
"290";"glutamate";"56-86-0";"Amino acid";"Glutamate metabolism";"57";"LC/MS Pos";"700";"148.1";"611";"C00025";"HMDB03339"
"291";"glutamate, gamma-methyl ester";"1499-55-4";"Amino acid";"Glutamate metabolism";"33487";"LC/MS Pos";"1062";"162.1";"68662";NA;NA
"292";"glutamine";"56-85-9";"Amino acid";"Glutamate metabolism";"53";"LC/MS Pos";"684";"147.19999999999999";"5961";"C00064";"HMDB00641"
"293";"glutarate (pentanedioate)";"110-94-1";"Amino acid";"Lysine metabolism";"396";"GC/MS";"1433.6";"261";"743";"C00489";"HMDB00661"
"294";"glutaroyl carnitine";"102636-82-8";"Amino acid";"Lysine metabolism";"35439";"LC/MS Pos";"1565";"276.10000000000002";NA;NA;"HMDB13130"
"295";"glutathione, oxidized (GSSG)";"103239-24-3";"Amino acid";"Glutathione metabolism";"27727";"LC/MS Pos";"1535";"613.1";"53477713, 65359, 11215652, 11767258";"C00127";"HMDB03337"
"296";"glutathione, reduced (GSH)";"70-18-8";"Amino acid";"Glutathione metabolism";"2127";"LC/MS Pos";"1274";"308.10000000000002";"124886";"C00051";"HMDB00125"
"297";"glycerate";"600-19-1";"Carbohydrate";"Glycolysis, gluconeogenesis, pyruvate metabolism";"1572";"GC/MS";"1360.7";"189";"439194, 5460358";"C00258";"HMDB00139"
"298";"glycerol";"56-81-5";"Lipid";"Glycerolipid metabolism";"15122";"GC/MS";"1311";"205";"753";"C00116";"HMDB00131"
"299";"glycerol 2-phosphate";"819-83-0";"Xenobiotics";"Chemical";"27728";"GC/MS";"1691.8";"243";"2526";"C02979";"HMDB02520"
"300";"glycerol 3-phosphate (G3P)";"29849-82-9";"Lipid";"Glycerolipid metabolism";"15365";"GC/MS";"1719.7";"357.1";"754";"C00093";"HMDB00126"
"301";"glycerophosphoethanolamine";"33049-08-0";"Lipid";"Glycerolipid metabolism";"37455";"GC/MS";"1906";"357.1";"123874";"C01233";"HMDB00114"
"302";"glycerophosphorylcholine (GPC)";"28319-77-9";"Lipid";"Glycerolipid metabolism";"15990";"LC/MS Pos";"694";"258.10000000000002";"657272";"C00670";"HMDB00086"
"303";"glycine";"56-40-6";"Amino acid";"Glycine, serine and threonine metabolism";"11777";"GC/MS";"1166";"101.9";"750";"C00037";"HMDB00123"
"304";"glycocholenate sulfate*";NA;"Lipid";"Bile acid metabolism";"32599";"LC/MS Neg";"4763";"254.8";NA;NA;NA
"305";"glycolate (hydroxyacetate)";"79-14-1";"Xenobiotics";"Chemical";"15737";"GC/MS";"1119";"177";"757, 5460308";"C00160";"HMDB00115"
"306";"glycolithocholate sulfate*";NA;"Lipid";"Bile acid metabolism";"32620";"LC/MS Neg";"5015";"512.29999999999995";"72222";"C11301";"HMDB02639"
"307";"glycylglycine";"556-50-3";"Peptide";"Dipeptide";"21029";"GC/MS";"1757.9";"174";"11163";"C02037";"HMDB11733"
"308";"glycylisoleucine";"19461-38-2";"Peptide";"Dipeptide";"36659";"LC/MS Pos";"2080";"189.1";NA;NA;NA
"309";"glycylleucine";"869-19-2";"Peptide";"Dipeptide";"34398";"LC/MS Pos";"2236";"189.1";"92843";"C02155";"HMDB00759"
"310";"glycyllysine";"31461-63-9";"Peptide";"Dipeptide";"41529";"GC/MS";"2088.3000000000002";"174.1";"306144";NA;NA
"311";"glycylmethionine";"554-94-9";"Peptide";"Dipeptide";"42012";"LC/MS Pos";"1593";"207.1";"96757";NA;NA
"312";"glycylphenylalanine";"3321-03-7";"Peptide";"Dipeptide";"33954";"LC/MS Neg";"2193";"221.2";"1549344, 92953";NA;NA
"313";"glycylproline";"704-15-4";"Peptide";"Dipeptide";"22171";"LC/MS Pos";"1115";"173.1";"3013625";NA;"HMDB00721"
"314";"glycylthreonine";"7093-70-1";"Peptide";"Dipeptide";"42050";"GC/MS";"1911.1";"174.1";"351980";NA;NA
"315";"glycyltryptophan";NA;"Peptide";"Dipeptide";"38151";"LC/MS Pos";"2542";"262.39999999999998";"1551340, 92181";NA;NA
"316";"glycyltyrosine";"658-79-7";"Peptide";"Dipeptide";"33958";"LC/MS Pos";"1728";"239.1";"92829";NA;NA
"317";"glycylvaline";"1963-21-9";"Peptide";"Dipeptide";"18357";"LC/MS Pos";"1572";"175.1";"2724807";NA;NA
"318";"guanidinoacetate";"352-97-6";"Amino acid";"Guanidino and acetamido metabolism";"12359";"GC/MS";"1696.6";"172";"763";"C00581";"HMDB00128"
"319";"guanine";"73-40-5";"Nucleotide";"Purine metabolism, guanine containing";"418";"GC/MS";"1942.3";"352.1";"764";"C00242";"HMDB00132"
"320";"guanosine";"118-00-3";"Nucleotide";"Purine metabolism, guanine containing";"1573";"LC/MS Neg";"1675";"282.10000000000002";"6802";"C00387";"HMDB00133"
"321";"guanosine 5'- monophosphate (5'-GMP)";"5550-12-9";"Nucleotide";"Purine metabolism, guanine containing";"2849";"LC/MS Pos";"1300";"364";"135414246";NA;NA
"322";"gulono-1,4-lactone";"1128-23-0";"Cofactors and vitamins";"Ascorbate and aldarate metabolism";"33454";"GC/MS";"1862";"333.1";"608";"C01040";"HMDB03466"
"323";"heme";"14875-96-8";"Cofactors and vitamins";"Hemoglobin and porphyrin metabolism";"41754";"LC/MS Pos";"5057";"616.20000000000005";NA;NA;NA
"324";"hexanoylcarnitine";"6920-35-0";"Lipid";"Carnitine metabolism";"32328";"LC/MS Pos";"3174";"260.2";"6426853";"C01585";"HMDB00705"
"325";"hippurate";"495-69-2";"Xenobiotics";"Benzoate metabolism";"15753";"LC/MS Neg";"2136";"178.1";"464";"C01586";"HMDB00714"
"326";"histamine";"51-45-6";"Amino acid";"Histidine metabolism";"1574";"GC/MS";"1808";"174.1";"774";"C00388";"HMDB00870"
"327";"histidine";"5934-29-2";"Amino acid";"Histidine metabolism";"59";"LC/MS Neg";"757";"154.1";"6274, 86580368";"C00135";"HMDB00177"
"328";"histidylleucine";"7763-65-7";"Peptide";"Dipeptide";"40061";"LC/MS Pos";"1482";"269.2";"189008, 440549";NA;NA
"329";"histidylmethionine";"2488-11-1";"None";"None";"41965";"LC/MS Pos";"1025";"287.2";NA;NA;NA
"330";"histidylphenylalanine";"16874-81-0";"Peptide";"Dipeptide";"42084";"LC/MS Pos";"1730";"303.2";"152198";NA;NA
"331";"histidyltryptophan";"23403-90-9";"Peptide";"Dipeptide";"41912";"LC/MS Pos";"1961";"342.2";"6539217";NA;NA
"332";"histidyltyrosine";"35979-00-1";"Peptide";"Dipeptide";"41899";"LC/MS Pos";"1253";"319.2";"515713";NA;NA
"333";"homocysteine";"454-29-5";"Amino acid";"Cysteine, methionine, SAM, taurine metabolism";"40266";"GC/MS";"1648.2";"234";"778";"C00155";"HMDB00742"
"334";"homoserine";"672-15-1";"Amino acid";"Glycine, serine and threonine metabolism";"23642";"GC/MS";"1471";"218.1";"12647";"C00263";"HMDB00719"
"335";"homostachydrine*";"1195-94-4";"Xenobiotics";"Food component/Plant";"33009";"LC/MS Pos";"1199";"158.19999999999999";"441447";"C08283";NA
"336";"hydantoin-5-propionic acid";"5624-26-0";"Amino acid";"Histidine metabolism";"40473";"LC/MS Neg";"762";"171.3";"782";"C05565";"HMDB01212"
"337";"hydrochlorothiazide";"58-93-5";"Xenobiotics";"Drug";"39625";"LC/MS Neg";"2041.6";"296.10000000000002";"3639";"340";"192"
"338";"hypotaurine";"300-84-5";"Amino acid";"Cysteine, methionine, SAM, taurine metabolism";"590";"GC/MS";"1598.5";"188";"107812";"C00519";"HMDB00965"
"339";"hypoxanthine";"68-94-0";"Nucleotide";"Purine metabolism, (hypo)xanthine/inosine containing";"3127";"LC/MS Neg";"1313";"135.1";"790";"C00262";"HMDB00157"
"340";"imidazole propionate";"1074-59-5";"Amino acid";"Histidine metabolism";"40730";"LC/MS Pos";"1011.7";"141.1";"70630";NA;"HMDB02271"
"341";"indoleacetate";"6505-45-9";"Amino acid";"Tryptophan metabolism";"27513";"GC/MS";"1862";"202";"802";"C00954";"HMDB00197"
"342";"indolelactate";"832-97-3";"Amino acid";"Tryptophan metabolism";"18349";"GC/MS";"1964.9";"202";"676157";"C02043";"HMDB00671"
"343";"inosine";"58-63-9";"Nucleotide";"Purine metabolism, (hypo)xanthine/inosine containing";"1123";"LC/MS Neg";"1600";"267.2";NA;NA;NA
"344";"inositol 1-phosphate (I1P)";"106032-59-1";"Lipid";"Inositol metabolism";"1481";"GC/MS";"2057.8000000000002";"318.10000000000002";NA;NA;"HMDB00213"
"345";"isobutyrylcarnitine";"25518-49-4";"Amino acid";"Valine, leucine and isoleucine metabolism";"33441";"LC/MS Pos";"1941";"232.2";NA;NA;NA
"346";"isoleucine";"73-32-5";"Amino acid";"Valine, leucine and isoleucine metabolism";"1125";"LC/MS Pos";"1614";"132.1";"6306";"C00407";"HMDB00172"
"347";"isoleucylalanine";"24787-73-3";"Peptide";"Dipeptide";"40046";"LC/MS Pos";"1686";"203.2";"7009577";NA;NA
"348";"isoleucylarginine";"55715-01-0";"Peptide";"Dipeptide";"40071";"LC/MS Pos";"1245";"288.2";"9900561";NA;NA
"349";"isoleucylglutamate";"42516-53-0";"Peptide";"Dipeptide";"40057";"LC/MS Pos";"1650";"261.2";NA;NA;NA
"350";"isoleucylglycine";"868-28-0";"Peptide";"Dipeptide";"40008";"LC/MS Pos";"1732";"189.2";"342532";NA;NA
"351";"isoleucylhistidine";NA;"Peptide";"Dipeptide";"40085";"LC/MS Pos";"1021";"269.2";NA;NA;NA
