"","Metabolite","PC1","PC2","PC3","PC4","PC5","PC6","PC7","PC8","PC9","PC10","PC11","PC12"
"109","malate",-0.00487061834802418,-0.00481348777427616,-0.0301668053524239,-0.0307853361337782,-0.143484436556268,-0.140603815082442,-0.245841709130166,-0.295930752474912,0.31873631483067,-0.11753786223539,0.247590087645211,-0.113582168288027
"110","malonate",-1.28975731797409e-05,4.31330173022984e-05,-0.000142556837807335,-0.000682320436469165,0.00012555504025757,-0.000799673830047154,-0.000130257303450058,0.00294491048143066,0.000538391744341571,0.00468688034519022,0.00466875146814648,0.000828468528363523
"111","malonylcarnitine C3-DC",-6.94968745074835e-05,-1.78950562941355e-05,9.05719476229315e-05,-6.02059090714478e-05,0.000159136409612491,8.83189681192735e-05,7.81503733308867e-05,8.38969587717357e-05,0.000355710706370072,0.00035835931726219,2.86502173805744e-05,0.000112551681786703
"112","mesaconate",-0.000770448593014661,0.000320752142288843,0.000325087234135113,6.0585457337134e-05,-0.00172995971641135,0.00259366586363253,-0.00218988842607416,-0.00133474255010014,-0.00356126839023722,0.00858434541163045,0.00776158134720199,6.81105528479544e-05
"113","methionine",0.00333495511875666,0.00106516257697737,-0.00276118230373423,-0.00113653771266055,0.0100371406155431,-0.00783760650209267,0.0126534953493132,-0.0117420247748477,-0.00974861722072582,0.00274227017680999,-0.00105550236273174,0.00556383820631096
"114","methionine sulfoxide",8.85248818689871e-06,-6.86406418116767e-06,-1.12092213487186e-05,-2.2856010947385e-05,3.18414085983095e-05,-2.28545211459691e-05,-7.17630800836097e-05,1.0981008289325e-05,-0.000132916733301628,3.80042769892581e-06,0.000641357698458514,-5.81852138777127e-05
"115","methylhistidine",0.000496497491892215,0.000231477823204068,-0.000509242637515905,-4.70477362262522e-05,0.00128356716172729,-0.00415092386678445,0.00559694168848289,-0.00160423884106831,-0.00380830307345786,0.00619439733920141,-0.000943732649882759,2.63568619832513e-05
"116","methylindole",3.36939021575783e-05,1.2148943336253e-05,-2.630490942167e-05,9.50371699870706e-06,5.36789945625793e-05,-8.05041569092255e-05,0.000207317001279871,7.30155695318604e-05,0.000110700006689883,0.000388361941575998,-0.000106765361345021,0.000161228457319303
"117","methylmalonylcarnitine C3-DC-M/succinylcarnitine C4-DC",-0.00147581655338139,0.00122992213924033,0.000628823446310332,-2.21190830020367e-05,-4.03969851758725e-05,-0.0040126402477462,0.00430824606056747,0.00950866118665976,-0.00573811871984309,-0.012391480474338,-0.00143273919365416,-0.00138770284312478
"118","mevalonic acid 5-pyrophosphate",-5.36527050650661e-06,-8.64186406742992e-06,2.97628740915171e-05,-4.02452272920479e-05,0.000229357341567049,-0.000121565458731062,0.00011835438733598,0.00016913368917569,-8.64652673668805e-05,0.000281875592419449,-0.000140239779894017,0.000124923443009499
"119","myo-inositol",-0.00712998254385877,0.00612526084752468,0.00272190396410693,0.00493138318549415,-0.023357783793871,-0.00748340221349455,-0.0108206968066422,0.0247573940507827,-0.038419867504362,-0.0580210585712269,0.0978929788684691,-0.0231513678156797
"120","N-acetylalanine",0.000223279603158927,-3.3133224859132e-05,-0.000106827420292413,0.000118901172531576,-0.000725189381466415,-6.10023008374627e-05,0.000329204979770929,0.00042948001616972,-0.000120280838478113,0.0016600488724263,-0.000398276743488149,0.000168805131958081
"121","N-acetylarginine",9.12520091322581e-05,-3.91853595058651e-05,-4.92332228376405e-05,6.39334936229065e-05,3.02908795024801e-05,-0.000211813030305909,-8.78746753791509e-05,0.000424009850405644,0.000195929298585524,0.000107495735947488,0.000114113292559985,9.24683654399971e-05
"122","N-acetylaspartate",0.114075037393444,-0.0442452075593473,-0.06065344993974,-0.0460440757067185,0.0500157505132846,-0.0182105171031154,-0.235742453267375,-0.20219927334299,0.172569962694085,0.410237952881234,-0.236177711016382,-0.002864274629978
"123","N-acetylaspartylglutamate",0.0030321394477144,-0.000850517164714246,-0.00208423824191065,-0.00163463981104811,0.00215055204645016,-0.00173625307809652,-0.00476996365773823,-0.00132941808580456,0.00643152247474624,0.00818566788835153,-0.0066826491124319,0.000324142789586821
"124","N-acetylglutamate",0.0038203444875845,-0.000993362423962586,-0.00346802052425381,-0.00220351158870686,0.00332431983334,0.00152435393772903,-0.00920540165829608,-0.00939588512124849,0.0115976200577609,0.0282981359480414,-0.00946032642381633,0.00238970154875731
"125","N-acetylglutamine",0.00043419161480552,-0.000104418325903138,-0.000361103461546492,-0.000356006872011659,9.44877549325284e-06,-0.000315428245757878,-0.000511467163530828,-7.39660418277939e-05,0.000570877480065042,0.000916372103548254,-0.000671153431422225,-0.000264188209594861
"126","N-acetylhexosamine phosphate",-6.67188065757307e-05,-1.72041976527916e-05,3.80255012528884e-05,6.35480874305397e-05,0.000238096988894017,-8.75715509797044e-05,3.25475713955766e-05,0.000786639424215591,0.00022723292985999,-0.000710273261697452,-0.000620591308601813,0.000191606341296934
"127","N-acetylhistidine",0.000179402120793104,0.000166833565905254,-0.000527770900523209,2.57592308792802e-05,0.00441252252194556,-0.00184802194418582,0.0040972921957178,-0.00536792905057356,-0.00362104488771274,0.00638658787970505,-0.00126774734539483,0.00174250435436734
"128","N-acetylmethionine",0.00142155961563745,-0.000292512633184353,-0.00147015037499132,0.000510098550959654,0.00197634927135453,0.00194737527843081,-0.00411610812472802,-0.00427206713541552,0.00800253790122784,0.011046573412352,-0.000995560154874884,0.00158683999655457
"129","N-acetylneuramic acid",-0.000384249105218822,0.000121465227776055,-0.000351162405409133,2.43933592086099e-06,0.000770941639317486,-0.0024890536217411,0.000765957329229636,0.00432290072583024,-0.00345723501644786,-0.00295202222975755,-0.00696812797665161,0.000250342858337573
"130","N-acetylornithine",0.000173412944964059,4.76418514332011e-05,-0.000176574857418963,1.51030458859748e-05,0.00036260860613582,-0.00139582273763836,0.00166085446605829,0.000795370064721604,-0.00153350727184287,0.00181763909989299,-0.000981295721790041,0.000188851774162374
"131","N-acetylserine",0.00993569946483648,-0.00447931830198714,-0.0058552746779782,0.00487662355812304,-0.0232283777991004,-0.0170342570173715,0.00673420433246768,0.0379547668610372,0.00719404800706607,0.0297691071914434,0.00869792170396516,-0.00867290004691222
"132","NAD",-0.00034012417628349,0.00186017413902154,-0.000185580735050967,0.00168625662628311,-0.00757064396124944,0.00506928029958567,0.0120521389343458,0.0184728683802109,-0.0110434723824124,-0.00704662598266802,-0.00642836087118617,0.0113224443033701
"133","NADH",3.27070399604322e-05,4.03947743074981e-07,-4.68426869059277e-05,0.000200053680698697,-0.000161697417303805,-0.00104446337483208,0.000352040390036215,0.0018975074684706,0.000694832378154108,-0.00114998991663181,0.00171323571297907,0.000204080965073373
"134","NADP",-8.08140036082899e-06,1.31470026514071e-05,0.000113227565964929,-7.36819996170314e-05,0.000195926494272941,0.000517609966774823,-0.000144279021325593,-8.45599622024512e-05,-0.00135276917496602,0.000702648545116097,-0.000605242512233155,-1.77060786512755e-05
"135","NADPH",-3.47006846621353e-05,5.52926388898588e-05,5.19163962806116e-05,0.00030863183600288,0.000799831666346401,-0.000952075001217772,-0.000248949839438512,0.00135918935635581,0.00108287168302957,-0.00270861548814277,-0.0011301935881756,0.000215386013872734
"136","N-carbamoylaspartate",2.38559260477767e-05,0.00109491890217925,0.000799683752111793,-0.000484550497548394,-0.00213115336401421,0.0145050738135541,0.00642299340485655,0.00146163656286628,-0.0327951188548343,-0.00457569339430157,0.0136940805563716,-0.00487458351628078
"137","ophthalmate",0.00457183808857016,0.00104236762192209,-0.00249669649880983,-0.00526853354574552,-0.00438151223258393,-0.0126613200004549,-0.000184405385083686,0.0209821262145224,0.00868777864064668,-0.0191846664021653,-0.0417908302565387,0.00185672193237625
"138","ornithine",0.000164720121485893,-2.79362982480261e-05,-0.000176304994513131,-0.00010320635097149,0.000189824489224265,9.92496291070331e-05,0.00015651458539402,9.83409944815246e-05,8.6528075132068e-05,-0.000807468776566966,0.00104218339362199,-0.000121092709876435
"139","orotate",0.00174159734942295,0.0129216637066241,0.00707137685373263,-0.00473524888426578,-0.00941830759703271,0.182309144649726,0.0279408924831747,0.0224753645903646,-0.329064685590535,-0.0952517220707987,0.171057852876932,-0.0371328154615835
"140","orotidine",-0.0442481923668542,-0.0160467484091097,0.00666111337925677,-0.00285160502504481,-0.152712417126108,-0.153765813896182,0.0846119895163151,0.123189885068576,0.0702945995022433,-0.0128556110959205,0.127546864722471,-0.0760386435978328
"141","pantothenate",-0.0220405751260643,-0.00392889175535253,0.013138811688681,0.00179443799917895,0.019444979214034,0.213008334227976,0.0467311899387283,-0.213393403067539,0.0235720507557106,0.065991088355404,-0.0134567774422774,-0.00684324773804898
"142","pentose phosphates",-1.95434346835637e-05,3.76850304392257e-06,-8.05428175038376e-05,-0.000197092357168761,0.000217375266017725,0.00027983124521947,0.00116649312381502,-2.1374384065327e-05,0.000983053513474136,0.000887972664721389,-0.00192103719326232,0.000909768461806804
"143","phenylalanine",0.00441959116583395,0.00246799966328963,-0.00411436685748641,-0.000233983456709504,0.0200508073150486,-0.0214561021738599,0.0295829820782363,-0.0264057905928121,-0.0176000822847996,0.0745157420555477,0.0221374122386161,0.00591644614206411
"144","phosphocreatine",0.0183212440477687,-0.00511470328916789,-0.012031540056365,-0.0127012648546277,-0.00659124549120358,-0.00693939234762585,-0.020575169701662,0.0262829205591319,0.00491454109504694,-0.0564923752661571,-0.098200669979745,-0.00245206229836762
"145","phosphoenolpyruvate",-0.000226520706802092,0.00023009141448096,-0.000324109077601801,-0.000316486040841697,7.47855289532116e-05,-0.00366576588282365,0.00121687445351888,0.00476217816168691,0.00260921256909061,-0.0132938201142388,0.0102908682773346,-0.000728653022200588
"146","phosphoethanolamine",0.00521545975092133,-0.00103800865061948,-0.00241397828169636,-0.00212334688635267,-0.00371259228219814,-0.0059964150029388,-0.00140971374845465,0.0101493050094845,-0.00505827029993017,-0.00946119365820679,-0.017304209857229,-0.00248598139594766
"147","phosphorylcholine",0.501121233308802,-0.234886834663875,0.0757535110389766,-0.248448056163468,0.083455571407079,0.49860220647712,-0.34395732548343,-0.0386736989735719,-0.196414985388365,-0.162823122975669,-0.0628568018143397,-0.00196186805006971
"148","proline",0.370181237355832,-0.0632199196040178,-0.405349451875575,0.0211584970559212,-0.35046553471451,0.139857427324138,0.172577688144698,0.11472902416217,0.389827034334566,0.120166673543764,0.344396056027071,0.185439677550797
"149","propionylcarnitine",-0.000365176424435692,-0.00405733621352918,0.00977076837499644,0.0234153580263724,-0.0242318284919915,0.010729129886241,-0.0224425350760501,-0.00276226825239696,-0.0152325885198671,0.00105295434407675,-0.0925891384144876,0.00276299597995919
"150","pyroglutamic acid",-0.000812653522257386,-9.23150378282501e-05,-0.00778083190678437,-0.00292652368476776,0.0528390793410075,-0.0257256294647528,0.0100200244770714,-0.0456964142367111,0.0162114734767063,0.0798911983260725,0.0298316787642595,0.0360719020126093
"151","pyruvate",-0.000263920287019832,0.000422289547937266,5.61010175173221e-05,0.00126076643833781,0.00256186750254681,-0.00113244535935672,0.00651231473495376,-0.00875186907583466,0.00369631462968895,0.00314896949893113,-0.0115880879058323,0.00269026294393481
"152","S-(2-succinyl)cysteine",2.13892609072156e-05,-7.43196275188914e-06,-5.26686165346392e-06,-5.40052835571069e-06,-6.54885384340527e-05,-5.80942398584507e-05,6.86833505695651e-05,0.000225255074870075,-5.00936352393806e-05,-0.000189694439014602,-0.000109244580295085,-8.44824293594084e-06
"153","S-adenosylhomocysteine",0.000107509336470493,-8.50152793729753e-05,-8.07900468647415e-06,0.000124007499837279,-0.000753184876814867,-0.000274415833348541,0.000327935350329137,0.0016342823565746,-0.000183087683896051,0.000504150768179806,-0.000979363997065447,0.000188232903459621
"154","S-adenosylmethionine",-0.00191545056253766,0.00167674038486891,0.000420917008924098,0.00142143877171937,-0.00101647982769137,0.0099721960126416,0.00386518353057438,0.00853216382896163,-0.0136223224925704,-0.00181859865721814,0.00202667791183101,0.00576661007450578
"155","sedoheptulose 7-phosphate",7.01687451797448e-06,9.70694218598789e-06,-3.97633274622954e-05,-2.19492972866219e-05,-1.00910107244621e-05,6.65387832910793e-06,8.70396790041245e-05,9.77798805406767e-05,8.2506380013319e-05,0.000176870222802719,-5.90610467417737e-06,6.22070692513825e-05
"156","serine",0.00183308236173403,-0.000340946268524843,-0.000882556203638836,-0.000416345818683169,-0.00198898000399667,-0.00325803033094757,0.000614071956767034,0.00621170314172608,-0.00354981025296726,-0.00909639651192666,0.0026138708868111,-0.00227299777586114
"157","S-lactoylglutathione",-9.88179454301455e-07,-1.73197942168213e-05,1.8066127990377e-05,-8.67393204456003e-05,-0.000277266328540963,-0.000229795433559083,8.42324489869567e-05,0.000693963513783251,-0.00029332058739839,0.000627666112555419,-7.7973200136636e-05,-1.30164327815022e-05
"158","stearoylcarnitine C18",-2.34558666432207e-05,-7.62401503005036e-06,0.000126251494772371,0.000116572542305763,-0.000451472976426196,-0.000234505745584989,-0.000565507360421847,0.000574807031566916,-0.00114820986901309,0.00152314847179076,0.000932995898282653,-0.000226258298815845
"159","succinate",0.000661475044073877,-4.4661879382571e-05,-0.00107611889025839,0.000303578097475369,0.00543801245007515,0.00160383278836581,-0.00674007120739552,-0.0132620854078499,0.00302790380904435,0.0250777354920142,0.00287692000173902,0.00144142390434474
"160","succinylglutathione",0.000111542522207122,-4.44784910692084e-05,-3.97728665929074e-05,-0.000112659436618695,-0.000101016341141757,-0.000474170123935336,0.000108854020836849,0.000985244588073256,-0.000192471724050127,-0.000528439729830375,0.000426219719528711,-2.76664558374325e-05
"161","taurine",-0.102978715165863,-0.0372413527727747,0.129048445826881,-0.021492721610245,0.21147235466456,-0.00934981844261962,0.0349805172071047,0.233886691815145,-0.234716748228632,0.105386322623944,0.218684465085342,0.0281902538745136
"162","tetradecanoylcarnitine C14",6.14878033365295e-05,-5.31435061114625e-05,2.84343785599493e-05,5.63764278858927e-05,-0.000185196388319475,1.7985059966959e-06,-0.000115232584004276,0.000487194264031948,-0.000179183172507149,0.000387755182257226,0.00112049668405376,-3.66898303169098e-05
"163","tetradecenoylcarnitine C14:1",1.47702447139631e-05,-2.26863700233446e-05,2.55352869404825e-05,-8.14298822690122e-05,0.000329134279308062,0.000470914131126696,0.000385321566914161,-0.00104678725445973,-0.00110830535775406,0.000791868574225923,-0.00115872315445995,1.35989629771947e-05
"164","thiamine",0.00104642961799786,-0.000248835582103264,-0.00100529885919513,0.00218628164335231,-0.00212217200157407,0.000742521849782265,-0.00345701218834748,-0.0205604960213622,-0.00714279068423245,0.0139455020300766,0.0221297825720551,-0.00840563105254408
"165","threonine",0.0216166235561765,-0.00461500123119801,-0.00847902296067824,0.00340488565086828,-0.0383029964364087,-0.0641392481656124,0.0173267872732688,0.10609485328702,-0.0323795929408144,-0.065920284379759,0.075704052927111,-0.0260683494356762
"166","trans-4-hydroxyproline",0.00452641107905463,-0.00118304853595731,-0.00180595802767726,-0.000197881899825793,-0.00811865170430599,-0.0145320597934953,0.0010161980757359,0.0194155868084038,-0.00201648561963683,-0.0173515293477459,0.0113171413725774,-0.00303473282585818
"167","trimethyllysine",-7.51785910690236e-07,-9.76957855162577e-05,6.02776716745766e-05,0.000166597169479799,0.000902585110660863,-0.000242246628127163,0.000544080199217211,-0.000396601740244254,0.000613782319415889,0.00125725938144837,-0.000554702118850785,0.000578435205966344
"168","tryptophan",0.00408817560627457,0.00155761058271117,-0.00344296895012581,0.000608462931911058,0.00631098430447259,-0.0250116591525251,0.0283743711041789,0.000358587949606559,-0.0203623838612097,0.0473939059375003,0.0220300630346064,0.0134834430668971
"169","tyrosine",0.00112635917887182,8.26615795885432e-05,-0.00224663412477532,-0.000379312615610013,-0.00900961665189461,-0.0217944920502491,0.00496023067252636,-0.0184427903189676,0.00504605232565626,0.0178981363948802,0.0263405439232256,-0.00527514931932947
"170","UDP",-0.000222274821281344,-0.000133716672602225,0.00114084638788236,0.00137343751402761,0.00320490089619677,-0.00972492230418747,0.00131278921855462,0.012124234021677,0.00210646164765432,-0.0124606905045308,-0.0144787774942683,0.00183900579805234
"171","UDP-GlcNac",0.00135273163806953,6.03478709848961e-05,0.00228088816043692,0.0026143467913531,0.00308269015927967,-0.019680299692514,0.00845445826806805,0.0205517318317923,0.0205826805988712,-0.0172170863083975,-0.0269147417808558,0.00639602921550042
"172","UDP-hexose",-9.39714534451272e-05,-0.000496791472470025,0.00115821770952439,0.00169754115895069,-0.0056771518089461,-0.0130161416158917,0.00889094417434493,0.0102894022250183,0.00181640751207041,-0.00370126444471499,-0.0154327411113036,-0.003916952392245
"173","UMP",-9.31609622633269e-05,-1.35291567750216e-05,0.000112336383715455,7.67450292444863e-05,-0.000190486440671556,-0.00125683977595246,0.000108437508885455,0.000199912960933865,0.000276984177465111,-0.000925554803180466,-0.00130775527838018,-5.15050576046717e-05
"174","uric acid",-0.00236217863452534,0.0012423534477051,-0.00544284515064328,0.0127173277941252,0.0226491953623162,-0.00948998860667036,0.0133156826203384,-0.0738370099267814,0.00485845746359242,0.0219912734960192,0.00650634062383653,0.0064669811438764
"175","uridine",-5.40746902945731e-06,-9.20420756189495e-06,4.00232836135694e-05,-8.98044476885831e-05,0.000431930628030815,-0.000183101948130983,-0.000151840230581413,0.000296547503468897,-0.000262963615908183,0.000647263504246116,9.54514256431571e-05,0.000179098024509794
"176","UTP",-0.000573047547424506,-0.000337705252635194,0.00475604167814339,0.00650397447110285,0.0203459656244142,-0.0292658159665482,0.00925294127920957,0.0531522390075905,0.0124466470094948,-0.0443301608722211,-0.0426129621441041,0.00995329746699615
"177","valine",0.00179615436591101,0.00303459544202286,-0.00415739175832871,-0.000538411275415353,0.021176723626441,-0.0276048684870637,0.0373666082636381,-0.0442020680002767,-0.0408445595574,0.049560638465184,0.00979086924897794,-0.0052174120194448
"178","Val-Lys",0.000697821999202778,-0.000311114748001946,2.32837907115827e-05,0.000170909790953765,0.00241904112375983,-0.00120346776726907,-0.00199854594937525,0.00741299214274035,0.00333087713327699,0.00226308138333875,0.000171780719889741,0.00304204357092587
"179","xanthine",8.46511128348543e-05,0.000182168783369572,-0.000390873027022298,0.000205501696918579,0.00432755173574381,-0.00179348078828824,0.00318765069628869,-0.00407099926373493,-0.000133242902072577,0.00190815481416318,0.00167690653964364,0.00164193991278581
